%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
336,10,0.0015,0.0015,0.01,0.57372,2.8444,6344.5,6755.6,0.003,0.003,0.02,3081.8,4075.8,33270,33332,0.0015,0.0015,0.01,3.7352,-0.31829,2214.3,2214.8,0,0,0,-2124.1,-7434.1,-1615.3,92.422,0.0005,0.0005,0.005,-26.211,-26.11,101.52,842.66,0.0025,0.0025,0.015,26.294,28.214,9623.2,9624.8,0.0011197,0.0011197,0.0060643,340.16,628.7,9064.4,8790.5,1
336,20,0.0015,0.0015,0.01,0.60115,2.9022,6348.4,6756.3,0.003,0.003,0.02,3070.2,4066.1,33151,33214,0.0015,0.0015,0.01,3.6995,-0.23989,2233.3,2233.8,0,0,0,-2117.7,-7414.2,-1606.3,100.65,0.0005,0.0005,0.005,-26.346,-25.304,108.22,836.5,0.0025,0.0025,0.015,26.35,28.235,9652.2,9653.8,0.0011197,0.0011197,0.0060643,339.11,627.14,9041.4,8768.9,1
336,30,0.0015,0.0015,0.01,0.64302,2.9879,6353.6,6757.9,0.003,0.003,0.02,3054.7,4054.1,32996,33059,0.0015,0.0015,0.01,3.6617,-0.12804,2256.2,2256.7,0,0,0,-2109.3,-7389.2,-1596.9,100.32,0.0005,0.0005,0.005,-26.525,-25.261,115.91,836.13,0.0025,0.0025,0.015,26.465,27.991,9691.6,9693.2,0.0011197,0.0011197,0.0060643,337.73,625.21,9013.4,8742.4,1
336,40,0.0015,0.0015,0.01,0.7005,3.1047,6360.2,6760.7,0.003,0.003,0.02,3034.5,4039.6,32800,32862,0.0015,0.0015,0.01,3.4846,-0.0013409,2282.9,2283.4,0,0,0,-2098.7,-7358.3,-1586.8,93.228,0.0005,0.0005,0.005,-26.089,-25.23,124.79,838.79,0.0025,0.0025,0.015,26.686,28.346,9742.8,9744.4,0.0011197,0.0011197,0.0060643,335.99,622.89,8979.9,8710.2,1
336,50,0.0015,0.0015,0.01,0.77643,3.2556,6368.3,6764.7,0.003,0.003,0.02,3009.5,4022.6,32558,32621,0.0015,0.0015,0.01,3.5836,0.053507,2314.4,2314.9,0,0,0,-2086.1,-7321.5,-1576.2,85.281,0.0005,0.0005,0.005,-25.539,-25.209,135.4,830.61,0.0025,0.0025,0.015,26.957,29.309,9806.9,9808.5,0.0011197,0.0011197,0.0060643,333.88,620.16,8940.4,8672.2,1
336,60,0.0015,0.0015,0.01,0.86746,3.4358,6378.1,6769.9,0.003,0.003,0.02,2979.4,4003.1,32270,32333,0.0015,0.0015,0.01,3.542,0.47484,2350.7,2351.2,0,0,0,-2071.7,-7278.7,-1565,76.439,0.0005,0.0005,0.005,-25.837,-24.376,148.5,837.88,0.0025,0.0025,0.015,27.275,29.404,9884.5,9886,0.0011197,0.0011197,0.0060643,331.39,617.03,8894.8,8628,1
336,70,0.0015,0.0015,0.01,0.97068,3.6426,6389.6,6776.5,0.003,0.003,0.02,2944.6,3981.1,31935,31999,0.0015,0.0015,0.01,2.979,0.52441,2392,2392.5,0,0,0,-2055.7,-7230.1,-1553.1,66.433,0.0005,0.0005,0.005,-26.178,-24.444,163.11,851.61,0.0025,0.0025,0.015,27.64,29.205,9975.6,9977.2,0.0011197,0.0011197,0.0060643,328.54,613.49,8843.3,8577.8,1
336,80,0.0015,0.0015,0.01,1.0811,3.8669,6402.6,6784.2,0.003,0.003,0.02,2905.4,3956.5,31557,31622,0.0015,0.0015,0.01,2.4876,0.9729,2438.3,2438.8,0,0,0,-2038.1,-7176,-1540.6,51.873,0.0005,0.0005,0.005,-26.559,-24.234,178.95,864.96,0.0025,0.0025,0.015,28.054,29.832,10080,10081,0.0011197,0.0011197,0.0060643,325.36,609.58,8786,8522,1
336,90,0.0015,0.0015,0.01,1.1945,4.1093,6417,6793,0.003,0.003,0.02,2863,3929.2,31139,31205,0.0015,0.0015,0.01,2.2296,0.97133,2489.4,2489.9,0,0,0,-2019.2,-7116.4,-1527.4,36.819,0.0005,0.0005,0.005,-26.987,-24.297,194.7,884.04,0.0025,0.0025,0.015,28.514,28.617,10197,10198,0.0011197,0.0011197,0.0060643,321.94,605.27,8723.5,8460.9,1
336,100,0.0015,0.0015,0.01,1.3052,4.3587,6432.7,6802.7,0.003,0.003,0.02,2818.3,3899.1,30686,30753,0.0015,0.0015,0.01,2.2218,0.88573,2543.3,2543.8,0,0,0,-1998.8,-7051.6,-1513.6,23.445,0.0005,0.0005,0.005,-26.657,-23.725,211.55,893.35,0.0025,0.0025,0.015,29.082,28.742,10324,10326,0.0011197,0.0011197,0.0060643,318.32,600.6,8656.3,8395.4,1
336,110,0.0015,0.0015,0.01,1.4085,4.6068,6449.5,6813.2,0.003,0.003,0.02,2772.5,3866.2,30204,30272,0.0015,0.0015,0.01,2.2142,1.0409,2601.1,2601.6,0,0,0,-1976.9,-6982.1,-1499.1,20.579,0.0005,0.0005,0.005,-24.17,-22.167,228.89,901.08,0.0025,0.0025,0.015,29.549,28.947,10462,10464,0.0011197,0.0011197,0.0060643,314.56,595.55,8585.1,8325.9,1
336,120,0.0015,0.0015,0.01,1.5004,4.8453,6467.1,6824.3,0.003,0.003,0.02,2726.4,3830.6,29699,29767,0.0015,0.0015,0.01,2.7464,0.75422,2663,2663.6,0,0,0,-1953.4,-6908.2,-1484.1,13.654,0.0005,0.0005,0.005,-24.765,-22.106,247.41,901.88,0.0025,0.0025,0.015,29.57,28.585,10608,10609,0.0011197,0.0011197,0.0060643,310.73,590.15,8510.6,8253.1,1
336,130,0.0015,0.0015,0.01,1.5768,5.0691,6485.4,6835.9,0.003,0.003,0.02,2680.8,3792.3,29177,29246,0.0015,0.0015,0.01,2.3944,0.87883,2728.7,2729.3,0,0,0,-1928.5,-6830.4,-1468.3,10.39,0.0005,0.0005,0.005,-25.734,-22.459,267.01,927.26,0.0025,0.0025,0.015,29.9,29.29,10761,10762,0.0011197,0.0011197,0.0060643,306.85,584.4,8433.4,8177.7,1
336,140,0.0015,0.0015,0.01,1.638,5.2709,6504.2,6848,0.003,0.003,0.02,2636,3751.3,28643,28712,0.0015,0.0015,0.01,2.0444,0.61446,2798,2798.5,0,0,0,-1902.2,-6749,-1452.1,11.48,0.0005,0.0005,0.005,-26.225,-23.315,287.72,939.21,0.0025,0.0025,0.015,30.436,29.997,10919,10920,0.0011197,0.0011197,0.0060643,302.96,578.32,8353.9,8100,1
336,150,0.0015,0.0015,0.01,1.682,5.45,6523.2,6860.3,0.003,0.003,0.02,2592.3,3708,28102,28171,0.0015,0.0015,0.01,1.8747,0.87341,2870.4,2871,0,0,0,-1874.7,-6664.6,-1435.2,21.104,0.0005,0.0005,0.005,-25.815,-23.754,309.46,949.74,0.0025,0.0025,0.015,31.235,30.82,11081,11082,0.0011197,0.0011197,0.0060643,299.07,571.92,8272.9,8020.7,1
336,160,0.0015,0.0015,0.01,1.7086,5.6058,6542.4,6872.8,0.003,0.003,0.02,2549.7,3662.4,27710,27716,0.0015,0.0015,0.01,1.6974,0.28105,2945.9,2946.5,0,0,0,-1846.3,-6577.5,-1417.8,12.063,0.0005,0.0005,0.005,-25.752,-25.288,332.2,960.42,0.0025,0.0025,0.015,32.004,31.637,11245,11246,0.0011197,0.0011197,0.0060643,295.21,565.23,8190.6,7940.2,1
