%"Time","avg(Temp)"
1,300
2,300.99
3,305.11
4,309.17
5,313.19
6,317.16
7,321.06
8,324.9
9,328.66
10,332.33
11,335.91
12,339.4
13,342.8
14,346.11
15,349.33
16,352.45
17,355.5
18,358.47
19,361.36
20,364.17
21,366.92
22,369.61
23,372.24
24,374.81
25,377.33
26,379.8
27,382.23
28,384.61
29,386.94
30,389.25
31,391.51
32,393.74
33,395.93
34,398.1
35,400.23
36,402.34
37,404.42
38,406.47
39,408.5
40,410.5
41,412.48
42,414.43
43,416.37
44,418.28
45,420.17
46,422.04
47,423.9
48,425.73
49,427.55
50,429.35
51,431.13
52,432.89
53,434.64
54,436.38
55,438.1
56,439.8
57,441.49
58,443.17
59,444.83
60,446.48
61,448.11
62,449.73
63,451.34
64,452.94
65,454.52
66,456.1
67,457.66
68,459.21
69,460.75
70,462.28
71,463.8
72,465.31
73,466.81
74,468.29
75,469.77
76,471.24
77,472.7
78,474.15
79,475.59
80,477.03
81,478.45
82,479.87
83,481.27
84,482.67
85,484.06
86,485.45
87,486.82
88,488.19
89,489.55
90,490.9
91,492.24
92,493.58
93,494.91
94,496.24
95,497.55
96,498.86
97,500.16
98,501.46
99,502.75
100,504.03
101,505.31
102,506.58
103,507.85
104,509.1
105,510.36
106,511.6
107,512.84
108,514.08
109,515.31
110,516.53
111,517.75
112,518.96
113,520.17
114,521.37
115,522.57
116,523.76
117,524.95
118,526.13
119,527.31
120,528.48
121,529.65
122,530.81
123,531.97
124,533.12
125,534.27
126,535.41
127,536.55
128,537.69
129,538.82
130,539.94
131,541.06
132,542.18
133,543.29
134,544.4
135,545.51
136,546.61
137,547.7
138,548.79
139,549.88
140,550.97
141,552.05
142,553.12
143,554.2
144,555.26
145,556.33
146,557.39
147,558.45
148,559.5
149,560.55
150,561.6
151,562.64
152,563.68
153,564.72
154,565.75
155,566.78
156,567.81
157,568.83
158,569.85
159,570.86
160,571.88
161,572.89
162,573.89
163,574.89
164,575.89
165,576.89
166,577.88
167,578.87
168,579.86
169,580.85
170,581.83
171,582.8
172,583.78
173,584.75
174,585.72
175,586.69
176,587.65
177,588.61
178,589.57
179,590.52
180,591.47
181,592.42
182,593.37
183,594.31
184,595.25
185,596.19
186,597.13
187,598.06
188,598.99
189,599.92
190,600.84
191,601.76
192,602.68
193,603.6
194,604.52
195,605.43
196,606.34
197,607.24
198,608.15
199,609.05
200,609.95
201,610.84
202,611.74
203,612.63
204,613.52
205,614.4
206,615.29
207,616.17
208,617.05
209,617.93
210,618.8
211,619.67
212,620.54
213,621.41
214,622.28
215,623.14
216,624
217,624.86
218,625.72
219,626.57
220,627.42
221,628.27
222,629.12
223,629.96
224,630.8
225,631.64
226,632.48
227,633.32
228,634.15
229,634.98
230,635.81
231,636.64
232,637.46
233,638.29
234,639.11
235,639.92
236,640.74
237,641.55
238,642.37
239,643.18
240,643.98
241,644.79
242,645.59
243,646.39
244,647.19
245,647.99
246,648.78
247,649.58
248,650.37
249,651.16
250,651.94
251,652.73
252,653.51
253,654.29
254,655.07
255,655.85
256,656.62
257,657.39
258,658.16
259,658.93
260,659.7
261,660.46
262,661.22
263,661.98
264,662.74
265,663.5
266,664.25
267,665
268,665.75
269,666.5
270,667.25
271,667.99
272,668.73
273,669.48
274,670.21
275,670.95
276,671.68
277,672.42
278,673.15
279,673.87
280,674.6
281,675.33
282,676.05
283,676.77
284,677.49
285,678.2
286,678.92
287,679.63
288,680.34
289,681.05
290,681.76
291,682.46
292,683.17
293,683.87
294,684.57
295,685.26
296,685.96
297,686.65
298,687.34
299,688.03
300,688.72
301,689.41
302,690.09
303,690.77
304,691.45
305,692.13
306,692.81
307,693.48
308,694.15
309,694.82
310,695.49
311,696.16
312,696.82
313,697.48
314,698.14
315,698.8
316,699.46
317,700.11
318,700.77
319,701.42
320,702.07
321,702.71
322,703.36
323,704
324,704.64
325,705.28
326,705.92
327,706.56
328,707.19
329,707.82
330,708.45
331,709.08
332,709.7
333,710.33
334,710.95
335,711.57
336,712.19
337,712.8
338,713.42
339,714.03
340,714.64
341,715.25
342,715.86
343,716.46
344,717.06
345,717.66
346,718.26
347,718.86
348,719.45
349,720.05
350,720.64
351,721.23
352,721.81
353,722.4
354,722.98
355,723.56
356,724.14
357,724.72
358,725.29
359,725.86
360,726.43
361,727
362,727.57
363,728.14
364,728.7
365,729.26
366,729.82
367,730.38
368,730.93
369,731.48
370,732.03
371,732.58
372,733.13
373,733.68
374,734.22
375,734.76
376,735.3
377,735.83
378,736.37
379,736.9
380,737.43
381,737.96
382,738.49
383,739.01
384,739.54
385,740.06
386,740.58
387,741.09
388,741.61
389,742.12
390,742.63
391,743.14
392,743.65
393,744.15
394,744.65
395,745.15
396,745.65
397,746.15
398,746.64
399,747.13
400,747.62
401,748.11
402,748.6
403,749.08
404,749.56
405,750.04
406,750.52
407,751
408,751.47
409,751.94
410,752.41
411,752.88
412,753.35
413,753.81
414,754.27
415,754.73
416,755.19
417,755.64
418,756.1
419,756.55
420,757
421,757.45
422,757.89
423,758.33
424,758.78
425,759.22
426,759.65
427,760.09
428,760.52
429,760.95
430,761.38
431,761.81
432,762.23
433,762.66
434,763.08
435,763.5
436,763.91
437,764.33
438,764.74
439,765.15
440,765.56
441,765.97
442,766.38
443,766.78
444,767.18
445,767.58
446,767.98
447,768.37
448,768.77
449,769.16
450,769.55
451,769.93
452,770.32
453,770.7
454,771.09
455,771.47
456,771.84
457,772.22
458,772.59
459,772.97
460,773.34
461,773.7
462,774.07
463,774.44
464,774.8
465,775.16
466,775.52
467,775.88
468,776.23
469,776.58
470,776.94
471,777.28
472,777.63
473,777.98
474,778.32
475,778.66
476,779.01
477,779.34
478,779.68
479,780.02
480,780.35
481,780.68
482,781.01
483,781.34
484,781.66
485,781.99
486,782.31
487,782.63
488,782.95
489,783.27
490,783.58
491,783.9
492,784.21
493,784.52
494,784.83
495,785.13
496,785.44
497,785.74
498,786.04
499,786.34
500,786.64
501,786.94
502,787.23
503,787.53
504,787.82
505,788.11
506,788.4
507,788.69
508,788.97
509,789.25
510,789.54
511,789.82
512,790.1
513,790.37
514,790.65
515,790.92
516,791.19
517,791.47
518,791.73
519,792
520,792.27
521,792.53
522,792.8
523,793.06
524,793.32
525,793.58
526,793.83
527,794.09
528,794.34
529,794.6
530,794.85
531,795.1
532,795.34
533,795.59
534,795.84
535,796.08
536,796.32
537,796.56
538,796.8
539,797.04
540,797.28
541,797.51
542,797.75
543,797.98
544,798.21
545,798.44
546,798.67
547,798.9
548,799.12
549,799.35
550,799.57
551,799.79
552,800.01
553,800.23
