"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
3216,50,0.0015,0.0015,0.05,-8.8077e-05,-8.8077e-05,-1041.3,1041.3,0.003,0.003,0.1,0.059409,0.059409,-0.0025769,20900,0.0015,0.0015,0.05,-5.2623e-09,-5.2496e-09,-1.5757,1.5757,0,0,0,-0.050406,-0.050406,-20900,0.0025772,0.0005,0.0005,0.025,-3.0092e-05,-3.0092e-05,-143.19,0.12966,0.0025,0.0025,0.075,2.8175e-05,2.8175e-05,-0.12966,143.19,0.0011182,0.0011182,0.029016,0.0047896,0.0047896,3136.1,3136.1,1
3216,100,0.0015,0.0015,0.05,5.3532e-05,5.3532e-05,-1114.2,1114.2,0.003,0.003,0.1,0.039955,0.039955,-0.018484,15133,0.0015,0.0015,0.05,4.072e-09,4.0726e-09,-3.4053,3.4053,0,0,0,-0.051811,-0.051811,-15133,0.018484,0.0005,0.0005,0.025,-3.8726e-05,-3.8726e-05,-381.5,0.44608,0.0025,0.0025,0.075,4.519e-05,4.519e-05,-0.44608,381.5,0.0011182,0.0011182,0.029016,0.005663,0.005663,2808.3,2808.3,1
3216,150,0.0015,0.0015,0.05,-9.4059e-05,-9.4059e-05,-1151.6,1151.6,0.003,0.003,0.1,0.099497,0.099497,-0.06368,12403,0.0015,0.0015,0.05,-7.147e-10,-7.1408e-10,-10.249,10.249,0,0,0,-0.091511,-0.091511,-12403,0.06368,0.0005,0.0005,0.025,-0.00011676,-0.00011676,-660.05,0.81396,0.0025,0.0025,0.075,0.00010982,0.00010982,-0.81396,660.05,0.0011182,0.0011182,0.029016,0.012351,0.012351,2581.3,2581.3,1
3216,200,0.0015,0.0015,0.05,-5.8258e-05,-5.8258e-05,-1175,1175,0.003,0.003,0.1,0.053724,0.053724,-0.15211,10758,0.0015,0.0015,0.05,6.4942e-11,6.3187e-11,-24.826,24.826,0,0,0,-0.04307,-0.04307,-10758,0.15211,0.0005,0.0005,0.025,-0.00027976,-0.00027976,-931.63,1.0832,0.0025,0.0025,0.075,0.00020482,0.00020482,-1.0832,931.63,0.0011182,0.0011182,0.029016,0.0069635,0.0069635,2411.3,2411.3,1
3216,250,0.0015,0.0015,0.05,0.00021407,0.00021407,-1191.4,1191.4,0.003,0.003,0.1,0.059434,0.059434,-0.28379,9630.2,0.0015,0.0015,0.05,3.2192e-08,3.219e-08,-43.489,43.489,0,0,0,-0.064152,-0.064152,-9630.2,0.28379,0.0005,0.0005,0.025,-0.002691,-0.002691,-1173.4,1.2226,0.0025,0.0025,0.075,0.0032316,0.0032316,-1.2226,1173.4,0.0011182,0.0011182,0.029016,0.010548,0.010548,2276.6,2276.6,1
3216,300,0.0015,0.0015,0.05,0.00019363,0.00019363,-1203.6,1203.6,0.003,0.003,0.1,0.040863,0.040863,-0.44732,8795.7,0.0015,0.0015,0.05,-3.3793e-08,-3.3794e-08,-74.537,74.537,0,0,0,-0.055546,-0.055546,-8795.7,0.44732,0.0005,0.0005,0.025,-0.0034971,-0.0034971,-1378.4,2.0653,0.0025,0.0025,0.075,0.0034436,0.0034436,-2.0653,1378.4,0.0011182,0.0011182,0.029016,0.0089044,0.0089044,2165.6,2165.6,1
3216,350,0.0015,0.0015,0.05,0.00016927,0.00016927,-1213.3,1213.3,0.003,0.003,0.1,0.030511,0.030511,-0.6216,8146.2,0.0015,0.0015,0.05,4.2181e-09,4.2212e-09,-103.39,103.39,0,0,0,-0.04901,-0.04901,-8146.2,0.6216,0.0005,0.0005,0.025,-0.0031001,-0.0031001,-1543.1,3.6434,0.0025,0.0025,0.075,0.0030623,0.0030623,-3.6434,1543.1,0.0011182,0.0011182,0.029016,0.0075526,0.0075526,2071.4,2071.4,1
3216,400,0.0015,0.0015,0.05,-9.9435e-05,-9.9435e-05,-1221.1,1221.1,0.003,0.003,0.1,0.10608,0.10608,-0.79713,7622.4,0.0015,0.0015,0.05,-2.6956e-09,-2.689e-09,-147.96,147.96,0,0,0,-0.057018,-0.057018,-7622.4,0.79713,0.0005,0.0005,0.025,-0.0006808,-0.0006808,-1636.5,5.9438,0.0025,0.0025,0.075,0.00062055,0.00062055,-5.9438,1636.5,0.0011182,0.0011182,0.029016,0.0092445,0.0092445,1989.7,1989.7,1
3216,450,0.0015,0.0015,0.05,-0.00011271,-0.00011271,-1227.6,1227.6,0.003,0.003,0.1,0.15045,0.15045,-1.0042,7188.2,0.0015,0.0015,0.05,1.698e-08,1.6973e-08,-186.68,186.68,0,0,0,-0.086745,-0.086745,-7188.2,1.0042,0.0005,0.0005,0.025,-0.0013066,-0.0013066,-1708.2,9.3427,0.0025,0.0025,0.075,0.0012655,0.0012655,-9.3427,1708.2,0.0011182,0.0011182,0.029016,0.014097,0.014097,1917.6,1917.6,1
3216,500,0.0015,0.0015,0.05,-0.00010325,-0.00010325,-1233.2,1233.2,0.003,0.003,0.1,0.13748,0.13748,-1.3028,6820.5,0.0015,0.0015,0.05,5.1538e-08,5.1538e-08,-235.04,235.04,0,0,0,-0.076803,-0.076803,-6820.5,1.3028,0.0005,0.0005,0.025,-0.0013585,-0.0013585,-1801.8,13.593,0.0025,0.0025,0.075,0.0014462,0.0014462,-13.593,1801.8,0.0011182,0.0011182,0.029016,0.013017,0.013017,1853.2,1853.2,1
3216,550,0.0015,0.0015,0.05,-9.4505e-05,-9.4505e-05,-1237.9,1237.9,0.003,0.003,0.1,0.12593,0.12593,-1.7634,6503.9,0.0015,0.0015,0.05,-4.49e-08,-4.4924e-08,-282.25,282.25,0,0,0,-0.06853,-0.06853,-6503.9,1.7634,0.0005,0.0005,0.025,-0.0014478,-0.0014478,-1877.1,19.752,0.0025,0.0025,0.075,0.0016036,0.0016036,-19.752,1877.1,0.0011182,0.0011182,0.029016,0.012022,0.012022,1795,1795,1
3216,600,0.0015,0.0015,0.05,-8.712e-05,-8.712e-05,-1242.1,1242.1,0.003,0.003,0.1,0.11603,0.11603,-2.4473,6227.7,0.0015,0.0015,0.05,-2.2809e-07,-2.2809e-07,-326.23,326.23,0,0,0,-0.062431,-0.062431,-6227.7,2.4473,0.0005,0.0005,0.025,-0.0014268,-0.0014268,-1918.6,25.741,0.0025,0.0025,0.075,0.0017079,0.0017079,-25.741,1918.6,0.0011182,0.0011182,0.029016,0.011167,0.011167,1741.9,1741.9,1
3216,650,0.0015,0.0015,0.05,-8.0842e-05,-8.0842e-05,-1245.8,1245.8,0.003,0.003,0.1,0.1075,0.1075,-3.4132,5983.9,0.0015,0.0015,0.05,2.3237e-07,2.3237e-07,-380.26,380.26,0,0,0,-0.058002,-0.058002,-5983.9,3.4132,0.0005,0.0005,0.025,-0.0014323,-0.0014323,-1916.5,35.213,0.0025,0.0025,0.075,0.001749,0.001749,-35.213,1916.5,0.0011182,0.0011182,0.029016,0.010428,0.010428,1693,1693,1
