%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
336,10,0.0015,0.0015,0.01,1.5427,-4.6573,5422.4,6099.6,0.003,0.003,0.02,5236.6,6178.6,59907,59986,0.0015,0.0015,0.01,0.013272,-0.082357,38.625,446.45,0,0,0,-3406.9,-11343,-3424.1,0.33981,0.0005,0.0005,0.005,-9.2185,-11.766,-93.615,75.879,0.0025,0.0025,0.015,9.7032,10.823,2068.5,3198.5,0.0011197,0.0011197,0.0060643,542.13,949.19,13770,13527,1
336,20,0.0015,0.0015,0.01,3.6452,-1.4671,5534.9,6214,0.003,0.003,0.02,4822.2,6231.3,56242,56341,0.0015,0.0015,0.01,-0.024239,-0.068641,51.779,512.87,0,0,0,-2983.9,-11246,-3369.5,0.62234,0.0005,0.0005,0.005,-9.8428,-12.732,-102.52,85.057,0.0025,0.0025,0.015,10.049,10.991,2538,3215.4,0.0011197,0.0011197,0.0060643,510.73,950.53,13331,13072,1
336,30,0.0015,0.0015,0.01,5.2581,-0.15674,5681.9,6363.3,0.003,0.003,0.02,4595.8,6221.5,51760,51872,0.0015,0.0015,0.01,-0.0097566,0.043293,70.044,652,0,0,0,-2742.4,-11155,-3312.5,1.4229,0.0005,0.0005,0.005,-10.617,-13.862,-111.65,92.838,0.0025,0.0025,0.015,10.985,10.597,3204.4,3287.3,0.0011197,0.0011197,0.0060643,490.8,949.19,12841,12562,1
336,40,0.0015,0.0015,0.01,5.647,-0.27287,5833.1,6516.4,0.003,0.003,0.02,4459.6,6045.4,47478,47589,0.0015,0.0015,0.01,-0.0068094,-0.049934,92.989,812.95,0,0,0,-2629,-10879,-3253.6,4.0636,0.0005,0.0005,0.005,-10.336,-14.702,-121.01,102.75,0.0025,0.0025,0.015,10.804,12.964,4014.9,4024.4,0.0011197,0.0011197,0.0060643,474.74,926.93,12414,12113,1
336,50,0.0015,0.0015,0.01,5.4195,0.41466,5972.5,6657.2,0.003,0.003,0.02,4262.8,5765.1,43783,43889,0.0015,0.0015,0.01,-0.00087069,-0.084362,121,1000.2,0,0,0,-2515.5,-10413,-3193.6,7.5398,0.0005,0.0005,0.005,-11.226,-14.267,-130.52,122.04,0.0025,0.0025,0.015,11.848,14.645,4936.6,4947.4,0.0011197,0.0011197,0.0060643,455,887.37,12058,11736,1
336,60,0.0015,0.0015,0.01,5.19,2.0567,6094.6,6780.2,0.003,0.003,0.02,4028,5463.7,40846,40848,0.0015,0.0015,0.01,0.2176,0.032047,154.52,1116.1,0,0,0,-2393.4,-9879.5,-3133.1,11.963,0.0005,0.0005,0.005,-10.64,-15.706,-140.13,152.29,0.0025,0.0025,0.015,14.139,18.135,5951.8,5963.7,0.0011197,0.0011197,0.0060643,433.91,842.79,11750,11406,1
336,70,0.0015,0.0015,0.01,5.0171,4.044,6199.5,6885.8,0.003,0.003,0.02,3796.3,5179.7,39379,39382,0.0015,0.0015,0.01,0.42594,0.15296,194.38,1201.1,0,0,0,-2296.5,-9362,-3072.7,11.299,0.0005,0.0005,0.005,-11.786,-17.379,-149.79,191.63,0.0025,0.0025,0.015,15.465,22.437,7043.5,7056.2,0.0011197,0.0011197,0.0060643,413.77,800.38,11468,11105,1
336,80,0.0015,0.0015,0.01,4.6663,5.8838,6289.1,6976,0.003,0.003,0.02,3584.6,4923,37814,37819,0.0015,0.0015,0.01,0.56441,0.033439,241.33,1342.8,0,0,0,-2199,-8889.8,-3012.8,8.5917,0.0005,0.0005,0.005,-13.604,-18.162,-159.42,237.34,0.0025,0.0025,0.015,18.342,22.506,8186.3,8199.5,0.0011197,0.0011197,0.0060643,395.41,762.56,11203,10821,1
336,90,0.0015,0.0015,0.01,4.0094,7.2793,6365.8,7053.1,0.003,0.003,0.02,3397.2,4693.6,36284,36289,0.0015,0.0015,0.01,0.7245,0.11508,296.12,1401.2,0,0,0,-2106.8,-8467.8,-2953.8,5.1914,0.0005,0.0005,0.005,-14.052,-20.659,-168.99,265.5,0.0025,0.0025,0.015,15.986,28.63,9346.5,9360,0.0011197,0.0011197,0.0060643,379.03,729.39,10951,10552,1
336,100,0.0015,0.0015,0.01,3.1134,8.1693,6431.4,7118.9,0.003,0.003,0.02,3233.1,4489.4,34851,34857,0.0015,0.0015,0.01,0.57873,0.20134,359.57,1483.8,0,0,0,-2021.9,-8093.3,-2896,3.6855,0.0005,0.0005,0.005,-15.758,-20.443,-178.4,279.43,0.0025,0.0025,0.015,19.01,31.626,10487,10501,0.0011197,0.0011197,0.0060643,364.57,700.16,10712,10297,1
