%"Time","avg(Temp)"
10,316.71
20,334.52
30,349.37
40,362.12
50,373.49
60,383.88
70,393.54
80,402.64
90,411.26
100,419.48
110,427.34
120,434.88
130,442.12
140,449.1
150,455.85
160,462.39
170,468.74
180,474.91
190,480.93
200,486.81
210,492.56
220,498.19
230,503.71
240,509.13
250,514.47
260,519.71
270,524.87
280,529.96
290,534.97
300,539.92
310,544.8
320,549.61
330,554.36
340,559.05
350,563.68
360,568.26
370,572.77
380,577.24
390,581.64
400,586
410,590.3
420,594.56
430,598.76
440,602.91
450,607.02
460,611.08
470,615.09
480,619.05
490,622.97
500,626.84
510,630.67
520,634.45
530,638.2
540,641.89
550,645.55
560,649.16
570,652.74
580,656.27
590,659.76
600,663.21
610,666.62
620,670
630,673.33
640,676.63
650,679.89
660,683.11
670,686.29
680,689.43
690,692.54
700,695.6
710,698.63
720,701.61
730,704.55
740,707.46
750,710.32
760,713.14
770,715.92
780,718.65
790,721.34
800,723.99
810,726.6
820,729.15
830,731.67
840,734.14
850,736.56
860,738.94
870,741.27
880,743.55
890,745.79
900,747.99
910,750.13
920,752.24
930,754.29
940,756.3
950,758.27
960,760.19
970,762.06
980,763.89
990,765.68
1000,767.42
1010,769.13
1020,770.78
1030,772.4
1040,773.98
1050,775.51
1060,777.01
1070,778.46
1080,779.88
1090,781.26
1100,782.61
1110,783.91
1120,785.18
1130,786.42
1140,787.62
1150,788.79
1160,789.93
1170,791.03
1180,792.11
1190,793.15
1200,794.16
1210,795.15
1220,796.1
1230,797.03
1240,797.93
1250,798.81
1260,799.66
1270,800.48
1280,801.28
1290,802.06
1300,802.81
1310,803.54
1320,804.25
1330,804.94
1340,805.61
1350,806.26
1360,806.88
1370,807.49
1380,808.08
1390,808.66
1400,809.21
1410,809.75
1420,810.27
1430,810.78
1440,811.27
1450,811.75
1460,812.21
1470,812.65
1480,813.09
1490,813.51
1500,813.91
1510,814.31
1520,814.69
1530,815.06
1540,815.42
1550,815.77
1560,816.1
1570,816.43
1580,816.75
1590,817.05
1600,817.35
1610,817.64
1620,817.91
1630,818.18
1640,818.45
1650,818.7
1660,818.94
1670,819.18
1680,819.41
1690,819.63
1700,819.85
1710,820.06
1720,820.26
1730,820.45
1740,820.64
1750,820.83
1760,821.01
1770,821.18
1780,821.34
1790,821.51
1800,821.66
1810,821.81
1820,821.96
1830,822.1
1840,822.24
1850,822.37
1860,822.5
1870,822.62
1880,822.74
1890,822.86
1900,822.97
1910,823.08
1920,823.19
1930,823.29
1940,823.39
1950,823.49
1960,823.58
1970,823.67
1980,823.76
1990,823.84
2000,823.92
2010,824
2020,824.08
2030,824.15
2040,824.22
2050,824.29
2060,824.36
2070,824.43
2080,824.49
2090,824.55
2100,824.61
2110,824.67
2120,824.72
2130,824.77
2140,824.83
2150,824.88
2160,824.92
2170,824.97
2180,825.02
2190,825.06
2200,825.1
2210,825.14
2220,825.18
2230,825.22
2240,825.26
2250,825.3
2260,825.33
2270,825.36
2280,825.4
2290,825.43
2300,825.46
2310,825.49
2320,825.52
2330,825.55
2340,825.57
2350,825.6
2360,825.62
2370,825.65
2380,825.67
2390,825.69
