%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,405.84,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,655.56,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,368.42,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,312.63,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,325.95,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,448.96,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,96.527,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,498,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,743.37,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,454.69,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,364.27,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,403.43,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,591.74,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,114.45,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,587.84,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,804.88,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,554.36,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,464.6,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,481.51,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,690.61,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,112.33,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,670.22,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,857.88,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,664.26,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,511.14,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,571.13,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,765.6,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.29,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,736.4,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,905.24,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,741.61,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,542.36,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,651.26,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,826.82,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.89,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,784.16,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,944.12,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,796.08,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,567.68,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,704.75,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,874.09,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.2,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,816.77,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,972.83,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,832.61,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,585.39,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,739.34,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,907.48,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,104.69,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,838.26,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,992.53,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,856.41,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,597.21,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,761.57,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,929.9,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.07,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,852.07,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,1005.5,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,871.63,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,604.88,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,775.69,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,944.41,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,107.08,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,860.78,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,1013.7,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,881.21,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,609.76,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,784.55,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,953.61,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,107.75,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
