%"Time","avg(Temp)"
10,305.75
20,312.88
30,319.99
40,327.07
50,334.12
60,341.13
70,348.09
80,355.01
90,361.86
100,368.65
110,375.36
120,382
130,388.55
140,395
150,401.36
160,407.62
170,413.77
180,419.81
190,425.74
200,431.56
210,437.27
220,442.87
230,448.37
240,453.75
250,459.03
260,464.21
270,469.29
280,474.27
290,479.16
300,483.96
310,488.68
320,493.3
330,497.85
340,502.32
350,506.72
360,511.04
370,515.3
380,519.48
390,523.6
400,527.66
410,531.66
420,535.61
430,539.49
440,543.32
450,547.1
460,550.83
470,554.51
480,558.14
490,561.72
500,565.26
510,568.76
520,572.21
530,575.62
540,578.99
550,582.32
560,585.61
570,588.86
580,592.08
590,595.26
600,598.41
610,601.52
620,604.59
630,607.64
640,610.65
650,613.63
660,616.57
670,619.49
680,622.37
690,625.23
700,628.05
710,630.85
720,633.62
730,636.36
740,639.07
750,641.75
760,644.41
770,647.04
780,649.64
790,652.21
800,654.76
810,657.29
820,659.78
830,662.26
840,664.7
850,667.12
860,669.52
870,671.9
880,674.24
890,676.57
900,678.87
910,681.15
920,683.4
930,685.63
940,687.83
950,690.02
960,692.18
970,694.31
980,696.43
990,698.52
1000,700.59
1010,702.64
1020,704.66
1030,706.66
1040,708.64
1050,710.6
1060,712.54
1070,714.45
1080,716.34
1090,718.22
1100,720.07
1110,721.9
1120,723.7
1130,725.49
1140,727.25
1150,729
1160,730.72
1170,732.43
1180,734.11
1190,735.77
1200,737.41
1210,739.03
1220,740.63
1230,742.21
1240,743.77
1250,745.31
1260,746.83
1270,748.33
1280,749.82
1290,751.28
1300,752.72
1310,754.14
1320,755.55
1330,756.93
1340,758.3
1350,759.64
1360,760.97
1370,762.28
1380,763.57
1390,764.84
1400,766.1
1410,767.33
1420,768.55
1430,769.75
1440,770.94
1450,772.1
1460,773.25
1470,774.38
1480,775.49
1490,776.59
1500,777.67
1510,778.73
1520,779.78
1530,780.81
1540,781.82
1550,782.82
1560,783.8
1570,784.76
1580,785.71
1590,786.65
1600,787.56
1610,788.47
1620,789.36
1630,790.23
1640,791.09
1650,791.94
1660,792.77
1670,793.58
1680,794.38
1690,795.17
1700,795.95
1710,796.71
1720,797.46
1730,798.19
1740,798.91
1750,799.62
1760,800.32
1770,801
1780,801.67
1790,802.33
1800,802.98
1810,803.61
1820,804.24
1830,804.85
1840,805.45
1850,806.04
1860,806.62
1870,807.19
1880,807.75
1890,808.29
1900,808.83
1910,809.35
1920,809.87
1930,810.38
1940,810.87
1950,811.36
1960,811.84
