%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,406.93,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,659.26,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,368.9,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,312.33,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,326.39,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,451.58,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,97.502,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,497.92,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,744.36,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,455.47,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,364.53,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,402.22,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,591.94,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,114.39,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,583.83,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,801.97,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,549.68,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,460.52,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,479.09,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,686.21,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,111.86,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,659.01,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,849.68,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,650.98,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,508.45,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,558.72,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,754.59,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.29,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,716.07,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,889.78,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,718.48,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,533.95,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,628.38,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,807.37,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.35,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,754.75,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,920.45,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,762.99,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,553.41,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,672.1,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,845.33,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.43,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,779.49,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,941.57,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,791.06,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,566.18,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,698.64,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,870.52,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,104.41,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,794.78,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,955.13,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,808.23,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,574.16,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,714.6,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,886.39,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,105.29,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,804.01,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,963.47,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,818.56,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,579.02,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,724.14,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,896.08,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,105.91,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,809.51,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,968.49,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,824.69,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,581.93,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,729.78,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,901.86,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.3,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
