%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
816,500,0.0015,0.0015,0.01,0.82775,0.055786,1222.9,1829,0.003,0.003,0.02,762.87,764.03,7129,7129,0.0015,0.0015,0.01,-0.012986,0.049981,290.86,1071.3,0,0,0,-562.22,-1022.3,-1676.6,2.6401,0.0005,0.0005,0.0048,-7.784,-10.017,-486.84,385.9,0.0025,0.0025,0.0152,7.7627,7.4949,2765.5,2766,0.0011187,0.0011187,0.0058915,71.316,99.365,2344.2,1912.7,1
816,1000,0.0015,0.0015,0.01,2.6523,1.1679,2052.3,2511.5,0.003,0.003,0.02,1005.2,985.88,7469.1,7483.7,0.0015,0.0015,0.01,0.58517,0.14578,1550.8,1550.9,0,0,0,-740.72,-1278.1,-1219.2,28.076,0.0005,0.0005,0.0048,-17.36,-18.627,-468.78,729.28,0.0025,0.0025,0.0152,18.543,15.972,4471.2,4476.3,0.0011187,0.0011187,0.0058915,105.59,146.14,2557.7,2115.7,1
816,1500,0.0015,0.0015,0.01,5.6225,2.1724,2793.5,2915.9,0.003,0.003,0.02,1220.4,1178.1,7751.5,7775,0.0015,0.0015,0.01,0.511,0.98876,2888.3,2888.7,0,0,0,-901.35,-1493.9,-592.89,10.424,0.0005,0.0005,0.0048,-34.579,-32.398,359.94,499.12,0.0025,0.0025,0.0152,37.712,33.871,4886.2,4889.7,0.0011187,0.0011187,0.0058915,142.93,193.25,2344.1,2202.9,1
816,2000,0.0015,0.0015,0.01,9.0471,3.4681,3514.6,3523.6,0.003,0.003,0.02,1436.6,1370.2,8022.3,8056.4,0.0015,0.0015,0.01,-0.429,-1.4615,3551,3551.6,0,0,0,-1063.3,-1708.3,399.05,401.94,0.0005,0.0005,0.0048,-58.346,-55.329,1711.3,1711.6,0.0025,0.0025,0.0152,60.068,54.428,5089.9,5096.9,0.0011187,0.0011187,0.0058915,187.77,245.66,1873,1881.6,1
816,2500,0.0015,0.0015,0.01,12.248,4.8664,4204.7,4218,0.003,0.003,0.02,1649.1,1567.2,8290.9,8337,0.0015,0.0015,0.01,1.0007,-1.4063,4163.8,4183.8,0,0,0,-1222.3,-1919.4,1679.4,1679.9,0.0005,0.0005,0.0048,-85.042,-84.216,2927.5,2929.2,0.0025,0.0025,0.0152,87.791,84.785,5244.3,5285.6,0.0011187,0.0011187,0.0058915,236.13,300.71,1407.3,1419.4,1
816,3000,0.0015,0.0015,0.01,14.93,6.059,4799.2,4816.8,0.003,0.003,0.02,1832.5,1740.1,8527.2,8584.7,0.0015,0.0015,0.01,1.733,0.10047,4682.6,4699.5,0,0,0,-1359.4,-2102.4,2466.2,2544.2,0.0005,0.0005,0.0048,-107.09,-107.37,3903.8,3907.1,0.0025,0.0025,0.0152,112.22,110.19,5505.2,5533.3,0.0011187,0.0011187,0.0058915,278.85,349.39,1092.2,1106.1,1
816,3500,0.0015,0.0015,0.01,16.914,6.9327,5246.5,5267.6,0.003,0.003,0.02,1970.1,1900.7,8706.7,8773.5,0.0015,0.0015,0.01,1.9259,-1.6007,5100.7,5108.6,0,0,0,-1462.2,-2240.2,2268.1,2370.1,0.0005,0.0005,0.0048,-123.41,-125,4544.9,4552.1,0.0025,0.0025,0.0152,131.58,128.12,5827.5,5838.7,0.0011187,0.0011187,0.0058915,311.01,386.16,930.97,943.84,1
816,4000,0.0015,0.0015,0.01,18.252,7.5177,5550.5,5574,0.003,0.003,0.02,2063.5,2031.9,8932.5,8976.4,0.0015,0.0015,0.01,2.6411,-2.1481,5401.4,5419.5,0,0,0,-1531.9,-2333.8,2139.9,2261.1,0.0005,0.0005,0.0048,-133.7,-141.82,4935.4,4950.8,0.0025,0.0025,0.0152,141.62,142.23,6083,6089.4,0.0011187,0.0011187,0.0058915,332.83,411.21,868.41,878.62,1
816,4500,0.0015,0.0015,0.01,19.101,7.8874,5744.3,5769.5,0.003,0.003,0.02,2123,2115.7,9092.7,9139.7,0.0015,0.0015,0.01,2.1302,-0.068774,5633.2,5641.5,0,0,0,-1576.4,-2400.6,2060,2194.9,0.0005,0.0005,0.0048,-140.08,-149.1,5174,5183.5,0.0025,0.0025,0.0152,149.19,149.98,6205,6267,0.0011187,0.0011187,0.0058915,346.75,427.23,851.05,858.62,1
816,5000,0.0015,0.0015,0.01,19.623,8.1149,5863.4,5889.6,0.003,0.003,0.02,2159.6,2167,9191.5,9240.4,0.0015,0.0015,0.01,2.0824,-0.83242,5757.3,5774.5,0,0,0,-1603.7,-2446,2011.5,2155.3,0.0005,0.0005,0.0048,-143.34,-154.13,5318.1,5337.9,0.0025,0.0025,0.0152,153.08,154.1,6286.5,6362.8,0.0011187,0.0011187,0.0058915,355.3,437.06,849.44,855.03,1
