%"Time","avg(Temp)"
10,310.99
20,324.17
30,336.75
40,348.54
50,359.47
60,369.61
70,379.06
80,387.93
90,396.3
100,404.26
110,411.85
120,419.12
130,426.12
140,432.87
150,439.39
160,445.71
170,451.85
180,457.82
190,463.63
200,469.3
210,474.83
220,480.24
230,485.53
240,490.71
250,495.79
260,500.77
270,505.65
280,510.45
290,515.17
300,519.81
310,524.37
320,528.86
330,533.29
340,537.64
350,541.94
360,546.17
370,550.35
380,554.47
390,558.53
400,562.55
410,566.51
420,570.43
430,574.3
440,578.12
450,581.9
460,585.64
470,589.34
480,592.99
490,596.61
500,600.19
510,603.73
520,607.24
530,610.71
540,614.14
550,617.54
560,620.91
570,624.25
580,627.55
590,630.82
600,634.06
610,637.28
620,640.46
630,643.61
640,646.73
650,649.82
660,652.89
670,655.93
680,658.93
690,661.91
700,664.87
710,667.79
720,670.69
730,673.56
740,676.4
750,679.22
760,682
770,684.76
780,687.5
790,690.2
800,692.88
810,695.53
820,698.15
830,700.75
840,703.31
850,705.85
860,708.36
870,710.84
880,713.29
890,715.71
900,718.11
910,720.47
920,722.81
930,725.11
940,727.38
950,729.63
960,731.84
970,734.03
980,736.18
990,738.3
1000,740.39
1010,742.45
1020,744.47
1030,746.47
1040,748.43
1050,750.36
1060,752.26
1070,754.13
1080,755.97
1090,757.77
1100,759.54
1110,761.28
1120,762.99
1130,764.67
1140,766.31
1150,767.93
1160,769.51
1170,771.06
1180,772.59
1190,774.08
1200,775.54
1210,776.97
1220,778.37
1230,779.75
1240,781.09
1250,782.4
1260,783.69
1270,784.95
1280,786.18
1290,787.39
1300,788.56
1310,789.71
1320,790.84
1330,791.94
1340,793.01
1350,794.06
1360,795.09
1370,796.09
1380,797.07
1390,798.02
1400,798.95
1410,799.86
1420,800.75
1430,801.62
1440,802.47
1450,803.29
1460,804.1
1470,804.88
1480,805.65
1490,806.4
1500,807.13
1510,807.84
1520,808.53
1530,809.21
1540,809.87
1550,810.51
1560,811.14
1570,811.75
1580,812.35
1590,812.93
1600,813.49
1610,814.05
1620,814.58
1630,815.11
1640,815.62
1650,816.12
1660,816.6
1670,817.07
1680,817.53
1690,817.98
1700,818.42
1710,818.84
1720,819.26
1730,819.66
1740,820.05
1750,820.43
1760,820.81
1770,821.17
1780,821.52
1790,821.87
1800,822.2
1810,822.53
1820,822.85
1830,823.15
1840,823.46
1850,823.75
1860,824.03
1870,824.31
1880,824.58
1890,824.84
1900,825.1
1910,825.35
1920,825.59
1930,825.83
1940,826.06
1950,826.28
1960,826.5
1970,826.71
1980,826.92
1990,827.12
2000,827.31
2010,827.5
2020,827.69
2030,827.87
2040,828.04
2050,828.21
2060,828.38
2070,828.54
2080,828.7
2090,828.85
2100,829
2110,829.15
2120,829.29
2130,829.42
2140,829.56
2150,829.69
2160,829.81
2170,829.93
2180,830.05
2190,830.17
2200,830.28
2210,830.39
2220,830.5
2230,830.6
2240,830.7
2250,830.8
2260,830.9
2270,830.99
2280,831.08
2290,831.17
2300,831.26
2310,831.34
2320,831.42
2330,831.5
2340,831.58
2350,831.65
2360,831.72
2370,831.79
2380,831.86
2390,831.93
2400,831.99
2410,832.06
2420,832.12
2430,832.18
2440,832.24
2450,832.29
2460,832.35
2470,832.4
2480,832.45
2490,832.51
2500,832.55
2510,832.6
2520,832.65
2530,832.69
2540,832.74
2550,832.78
2560,832.82
2570,832.86
2580,832.9
2590,832.94
2600,832.98
2610,833.01
2620,833.05
2630,833.08
2640,833.12
2650,833.15
2660,833.18
2670,833.21
2680,833.24
2690,833.27
2700,833.3
2710,833.33
2720,833.35
2730,833.38
2740,833.4
2750,833.43
2760,833.45
2770,833.47
2780,833.5
2790,833.52
2800,833.54
2810,833.56
2820,833.58
2830,833.6
2840,833.62
2850,833.63
2860,833.65
2870,833.67
2880,833.69
2890,833.7
2900,833.72
2910,833.73
2920,833.75
2930,833.76
2940,833.78
2950,833.79
2960,833.8
2970,833.82
2980,833.83
2990,833.84
3000,833.85
3010,833.87
3020,833.88
3030,833.89
3040,833.9
3050,833.91
3060,833.92
3070,833.93
3080,833.94
3090,833.95
3100,833.96
3110,833.96
3120,833.97
3130,833.98
3140,833.99
3150,834
3160,834
3170,834.01
3180,834.02
3190,834.03
3200,834.03
3210,834.04
3220,834.05
3230,834.05
3240,834.06
3250,834.06
3260,834.07
3270,834.07
3280,834.08
3290,834.09
3300,834.09
3310,834.1
3320,834.1
3330,834.1
3340,834.11
3350,834.11
3360,834.12
3370,834.12
3380,834.13
3390,834.13
3400,834.13
3410,834.14
3420,834.14
3430,834.14
3440,834.15
3450,834.15
3460,834.15
3470,834.16
3480,834.16
3490,834.16
3500,834.17
3510,834.17
3520,834.17
3530,834.17
3540,834.18
3550,834.18
3560,834.18
3570,834.18
3580,834.19
3590,834.19
3600,834.19
3610,834.19
3620,834.19
3630,834.2
3640,834.2
3650,834.2
3660,834.2
3670,834.2
3680,834.21
3690,834.21
3700,834.21
3710,834.21
3720,834.21
3730,834.21
3740,834.21
3750,834.22
3760,834.22
3770,834.22
3780,834.22
3790,834.22
3800,834.22
3810,834.22
3820,834.22
3830,834.22
3840,834.23
3850,834.23
3860,834.23
3870,834.23
3880,834.23
3890,834.23
3900,834.23
3910,834.23
3920,834.23
3930,834.23
3940,834.23
3950,834.23
3960,834.23
3970,834.23
3980,834.24
