%"Time","avg(Temp)"
10,314.03
20,330.26
30,344.87
40,357.83
50,369.42
60,379.97
70,389.72
80,398.85
90,407.48
100,415.69
110,423.54
120,431.08
130,438.34
140,445.35
150,452.12
160,458.69
170,465.06
180,471.26
190,477.31
200,483.2
210,488.96
220,494.6
230,500.12
240,505.53
250,510.85
260,516.07
270,521.21
280,526.26
290,531.24
300,536.14
310,540.98
320,545.74
330,550.45
340,555.09
350,559.66
360,564.18
370,568.65
380,573.06
390,577.41
400,581.71
410,585.96
420,590.16
430,594.31
440,598.4
450,602.45
460,606.46
470,610.41
480,614.32
490,618.19
500,622.01
510,625.78
520,629.52
530,633.2
540,636.85
550,640.45
560,644.02
570,647.54
580,651.02
590,654.45
600,657.85
610,661.21
620,664.53
630,667.81
640,671.05
650,674.26
660,677.42
670,680.55
680,683.64
690,686.69
700,689.7
710,692.68
720,695.62
730,698.52
740,701.38
750,704.21
760,706.99
770,709.74
780,712.46
790,715.13
800,717.77
810,720.36
820,722.92
830,725.44
840,727.92
850,730.36
860,732.76
870,735.12
880,737.44
890,739.72
900,741.96
910,744.16
920,746.31
930,748.43
940,750.51
950,752.55
960,754.54
970,756.5
980,758.41
990,760.29
1000,762.12
1010,763.92
1020,765.67
1030,767.39
1040,769.07
1050,770.71
1060,772.31
1070,773.87
1080,775.4
1090,776.89
1100,778.34
1110,779.76
1120,781.14
1130,782.49
1140,783.8
1150,785.09
1160,786.33
1170,787.55
1180,788.73
1190,789.88
1200,791
1210,792.1
1220,793.16
1230,794.19
1240,795.2
1250,796.17
1260,797.12
1270,798.05
1280,798.95
1290,799.82
1300,800.67
1310,801.49
1320,802.29
1330,803.07
1340,803.83
1350,804.56
1360,805.28
1370,805.97
1380,806.64
1390,807.29
1400,807.93
1410,808.54
1420,809.14
1430,809.72
1440,810.28
1450,810.83
1460,811.36
1470,811.87
1480,812.37
1490,812.86
1500,813.33
1510,813.78
1520,814.22
1530,814.65
1540,815.07
1550,815.47
1560,815.86
1570,816.24
1580,816.61
1590,816.96
1600,817.31
1610,817.64
1620,817.97
1630,818.28
1640,818.59
1650,818.88
1660,819.17
1670,819.45
1680,819.71
1690,819.98
1700,820.23
1710,820.47
1720,820.71
1730,820.94
1740,821.16
1750,821.38
1760,821.59
1770,821.79
1780,821.99
1790,822.18
1800,822.36
1810,822.54
1820,822.72
1830,822.88
1840,823.05
1850,823.2
1860,823.36
1870,823.5
1880,823.65
1890,823.79
1900,823.92
1910,824.05
1920,824.18
1930,824.3
1940,824.42
1950,824.53
1960,824.64
1970,824.75
1980,824.85
1990,824.96
2000,825.05
2010,825.15
2020,825.24
2030,825.33
2040,825.41
2050,825.5
2060,825.58
2070,825.66
2080,825.73
2090,825.81
2100,825.88
2110,825.95
2120,826.01
2130,826.08
2140,826.14
2150,826.2
2160,826.26
2170,826.31
2180,826.37
2190,826.42
2200,826.47
2210,826.52
2220,826.57
2230,826.62
2240,826.66
2250,826.71
2260,826.75
2270,826.79
2280,826.83
2290,826.87
2300,826.91
2310,826.94
2320,826.98
2330,827.01
2340,827.04
2350,827.08
2360,827.11
2370,827.14
2380,827.16
2390,827.19
2400,827.22
2410,827.24
2420,827.27
2430,827.29
2440,827.32
2450,827.34
2460,827.36
2470,827.38
2480,827.4
2490,827.42
2500,827.44
2510,827.46
2520,827.48
2530,827.5
2540,827.51
2550,827.53
2560,827.55
2570,827.56
2580,827.58
2590,827.59
2600,827.6
2610,827.62
2620,827.63
2630,827.64
2640,827.66
2650,827.67
2660,827.68
2670,827.69
2680,827.7
2690,827.71
2700,827.72
2710,827.73
2720,827.74
2730,827.75
2740,827.76
2750,827.77
2760,827.78
2770,827.78
2780,827.79
2790,827.8
2800,827.81
2810,827.81
2820,827.82
2830,827.83
2840,827.83
2850,827.84
2860,827.84
2870,827.85
2880,827.86
2890,827.86
2900,827.87
2910,827.87
2920,827.88
2930,827.88
2940,827.88
2950,827.89
2960,827.89
2970,827.9
2980,827.9
2990,827.91
3000,827.91
3010,827.91
3020,827.92
3030,827.92
3040,827.92
3050,827.93
3060,827.93
3070,827.93
3080,827.93
3090,827.94
3100,827.94
3110,827.94
3120,827.94
3130,827.95
3140,827.95
3150,827.95
3160,827.95
3170,827.96
3180,827.96
3190,827.96
3200,827.96
3210,827.96
3220,827.97
3230,827.97
3240,827.97
3250,827.97
3260,827.97
3270,827.97
3280,827.97
3290,827.98
3300,827.98
3310,827.98
3320,827.98
3330,827.98
3340,827.98
3350,827.98
3360,827.98
3370,827.99
3380,827.99
3390,827.99
3400,827.99
3410,827.99
3420,827.99
3430,827.99
3440,827.99
3450,827.99
3460,827.99
3470,827.99
3480,827.99
3490,827.99
3500,828
3510,828
3520,828
3530,828
3540,828
3550,828
3560,828
3570,828
3580,828
3590,828
3600,828
3610,828
3620,828
3630,828
3640,828
3650,828
3660,828
3670,828
3680,828
3690,828
3700,828
3710,828
3720,828
3730,828
3740,828
3750,828
3760,828
3770,828
3780,828
3790,828
3800,828
3810,828
3820,828
3830,828
3840,828
3850,828
3860,828
3870,828
3880,828
3890,828
3900,828
3910,828
3920,828
3930,828
3940,828
3950,828
3960,828
3970,828
3980,828
3990,828
4000,828
4010,828
4020,828
4030,828
4040,828
4050,828
4060,828
4070,828
4080,828
4090,828
4100,828
4110,828
4120,828
4130,828
4140,828
4150,828
4160,828
4170,828
4180,828
4190,828
4200,828
4210,828
4220,828
4230,828
4240,828
4250,828
4260,828
4270,828
4280,828
4290,828
4300,828
4310,828
4320,828
4330,828
4340,828
4350,828
4360,828
4370,828
4380,828
4390,828
4400,828
4410,828
4420,828
4430,828
4440,828
4450,828
4460,828
4470,828
4480,828
4490,828
4500,828
4510,828
4520,828
4530,828
4540,828
4550,828
4560,828
4570,828
4580,828
4590,828
4600,828
4610,828
4620,828
4630,828
4640,828
4650,828
4660,828
4670,828
4680,828
4690,828
4700,828
4710,828
4720,828
4730,828
4740,828
4750,828
4760,828
4770,828
4780,828
4790,828
4800,828
4810,828
4820,828
4830,828
4840,828
4850,828
4860,828
4870,828
4880,828
4890,828
4900,828
4910,828
4920,828
4930,828
4940,828
4950,828
4960,828
4970,828
4980,828
4990,828
5000,828
