"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
3.008e+06,-0.0024711,-0.0023765,30378,30378,-0.0024711,-0.0023765,30378,30378,-1.6701e-12,6.1909e-11,-4.8823e-13,4.5811e-10,0.0024711,0.0023765,-30378,30378,4.0921e+06,0.43118,0.4045,30401,30401,0.43118,0.4045,30401,30401,2.7087e-10,4.5122e-10,1.0137e-09,1.1466e-09,0.41869,0.41752,-30349,30401,3.0079e+06,-0.0007051,-0.00046488,30381,30381,-0.0007051,-0.00046488,30381,30381,0,0,0,3.7236e-10,0.0007051,0.00046488,-30381,30381,1.9245e+06,-0.41869,-0.41752,30349,30349,-0.41869,-0.41752,30349,30349,-4.5122e-10,-2.3665e-10,-1.1267e-09,0,-0.43118,-0.4045,-30401,30349
3.0088e+06,-0.0050924,-0.0047318,30378,30378,-0.0050924,-0.0047318,30378,30378,-1.6716e-12,6.1913e-11,-4.8891e-13,4.5816e-10,0.0050924,0.0047318,-30378,30378,4.0925e+06,0.44058,0.39944,30397,30397,0.44058,0.39944,30397,30397,2.7088e-10,4.5126e-10,1.0139e-09,1.1467e-09,0.40406,0.39959,-30354,30397,3.0087e+06,-0.0065323,-0.007648,30380,30380,-0.0065323,-0.007648,30380,30380,0,0,0,3.7238e-10,0.0065323,0.007648,-30380,30380,1.9254e+06,-0.40406,-0.39959,30354,30354,-0.40406,-0.39959,30354,30354,-4.5126e-10,-2.3668e-10,-1.1269e-09,0,-0.44058,-0.39944,-30397,30354
3.0094e+06,-0.0016861,-0.0015776,30377,30377,-0.0016861,-0.0015776,30377,30377,-1.6725e-12,6.1917e-11,-4.8932e-13,4.582e-10,0.0016861,0.0015776,-30377,30377,4.0929e+06,0.4369,0.4369,30394,30394,0.4369,0.4369,30394,30394,2.7089e-10,4.5129e-10,1.014e-09,1.1469e-09,0.43443,0.43308,-30357,30394,3.0093e+06,-0.0022978,-0.0011769,30379,30379,-0.0022978,-0.0011769,30379,30379,0,0,0,3.724e-10,0.0022978,0.0011769,-30379,30379,1.9262e+06,-0.43443,-0.43308,30357,30357,-0.43443,-0.43308,30357,30357,-4.5129e-10,-2.367e-10,-1.127e-09,0,-0.4369,-0.4369,-30394,30357
3.0099e+06,-0.0090459,-0.0087015,30377,30377,-0.0090459,-0.0087015,30377,30377,-1.6735e-12,6.192e-11,-4.897e-13,4.5823e-10,0.0090459,0.0087015,-30377,30377,4.0932e+06,0.44857,0.41729,30391,30391,0.44857,0.41729,30391,30391,2.709e-10,4.5132e-10,1.0141e-09,1.147e-09,0.4415,0.4415,-30360,30391,3.0098e+06,-0.0073958,-0.0048853,30378,30378,-0.0073958,-0.0048853,30378,30378,0,0,0,3.7242e-10,0.0073958,0.0048853,-30378,30378,1.9268e+06,-0.4415,-0.4415,30360,30360,-0.4415,-0.4415,30360,30360,-4.5132e-10,-2.3673e-10,-1.1271e-09,0,-0.44857,-0.41729,-30391,30360
3.0103e+06,0.00013513,0.00032681,30377,30377,0.00013513,0.00032681,30377,30377,-1.6742e-12,6.1922e-11,-4.8979e-13,4.5826e-10,-0.00013513,-0.00032681,-30377,30377,4.0934e+06,0.44743,0.41257,30389,30389,0.44743,0.41257,30389,30389,2.7091e-10,4.5134e-10,1.0141e-09,1.147e-09,0.43117,0.43117,-30363,30389,3.0103e+06,-0.0037758,-0.0041527,30378,30378,-0.0037758,-0.0041527,30378,30378,0,0,0,3.7243e-10,0.0037758,0.0041527,-30378,30378,1.9274e+06,-0.43117,-0.43117,30363,30363,-0.43117,-0.43117,30363,30363,-4.5134e-10,-2.3674e-10,-1.1272e-09,0,-0.44743,-0.41257,-30389,30363
3.0106e+06,-0.003117,-0.0029548,30376,30376,-0.003117,-0.0029548,30376,30376,-1.6747e-12,6.1925e-11,-4.9003e-13,4.5828e-10,0.003117,0.0029548,-30376,30376,4.0936e+06,0.44996,0.40413,30387,30387,0.44996,0.40413,30387,30387,2.7092e-10,4.5136e-10,1.0142e-09,1.1471e-09,0.4231,0.42108,-30365,30387,3.0106e+06,-0.004284,-0.0042744,30378,30378,-0.004284,-0.0042744,30378,30378,0,0,0,3.7245e-10,0.004284,0.0042744,-30378,30378,1.9278e+06,-0.4231,-0.42108,30365,30365,-0.4231,-0.42108,30365,30365,-4.5136e-10,-2.3676e-10,-1.1272e-09,0,-0.44996,-0.40413,-30387,30365
3.0109e+06,-0.0012084,-0.0012647,30376,30376,-0.0012084,-0.0012647,30376,30376,-1.6754e-12,6.1927e-11,-4.9035e-13,4.583e-10,0.0012084,0.0012647,-30376,30376,4.0937e+06,0.42545,0.42545,30385,30385,0.42545,0.42545,30385,30385,2.7092e-10,4.5137e-10,1.0143e-09,1.1472e-09,0.44445,0.44445,-30366,30385,3.0109e+06,-0.0014872,-0.0017722,30377,30377,-0.0014872,-0.0017722,30377,30377,0,0,0,3.7246e-10,0.0014872,0.0017722,-30377,30377,1.9282e+06,-0.44445,-0.44445,30366,30366,-0.44445,-0.44445,30366,30366,-4.5137e-10,-2.3677e-10,-1.1273e-09,0,-0.42545,-0.42545,-30385,30366
3.0112e+06,0.0018818,0.002044,30376,30376,0.0018818,0.002044,30376,30376,-1.6758e-12,6.1928e-11,-4.9047e-13,4.5832e-10,-0.0018818,-0.002044,-30376,30376,4.0939e+06,0.44312,0.40235,30384,30384,0.44312,0.40235,30384,30384,2.7093e-10,4.5139e-10,1.0143e-09,1.1472e-09,0.43915,0.43915,-30368,30384,3.0112e+06,-0.00036455,-0.00025339,30376,30376,-0.00036455,-0.00025339,30376,30376,0,0,0,3.7247e-10,0.00036455,0.00025339,-30376,30376,1.9285e+06,-0.43915,-0.43915,30368,30368,-0.43915,-0.43915,30368,30368,-4.5139e-10,-2.3678e-10,-1.1274e-09,0,-0.44312,-0.40235,-30384,30368
3.0114e+06,0.0040105,0.0037678,30376,30376,0.0040105,0.0037678,30376,30376,-1.6761e-12,6.1929e-11,-4.9065e-13,4.5833e-10,-0.0040105,-0.0037678,-30376,30376,4.094e+06,0.42909,0.46568,30383,30383,0.42909,0.46568,30383,30383,2.7093e-10,4.514e-10,1.0144e-09,1.1473e-09,0.41933,0.41933,-30369,30383,3.0114e+06,-4.0507e-05,-2.484e-05,30376,30376,-4.0507e-05,-2.484e-05,30376,30376,0,0,0,3.7247e-10,4.0507e-05,2.484e-05,-30376,30376,1.9288e+06,-0.41933,-0.41933,30369,30369,-0.41933,-0.41933,30369,30369,-4.514e-10,-2.3679e-10,-1.1274e-09,0,-0.42909,-0.46568,-30383,30369
3.0115e+06,-0.0028895,-0.0027762,30376,30376,-0.0028895,-0.0027762,30376,30376,-1.6765e-12,6.193e-11,-4.9057e-13,4.5834e-10,0.0028895,0.0027762,-30376,30376,4.0941e+06,0.42201,0.42201,30382,30382,0.42201,0.42201,30382,30382,2.7093e-10,4.5141e-10,1.0144e-09,1.1473e-09,0.434,0.434,-30370,30382,3.0115e+06,-0.003716,-0.0030659,30376,30376,-0.003716,-0.0030659,30376,30376,0,0,0,3.7248e-10,0.003716,0.0030659,-30376,30376,1.929e+06,-0.434,-0.434,30370,30370,-0.434,-0.434,30370,30370,-4.5141e-10,-2.3679e-10,-1.1274e-09,0,-0.42201,-0.42201,-30382,30370
3.0117e+06,-0.0041744,-0.0043694,30375,30375,-0.0041744,-0.0043694,30375,30375,-1.6767e-12,6.1931e-11,-4.9082e-13,4.5835e-10,0.0041744,0.0043694,-30375,30375,4.0941e+06,0.42817,0.42986,30381,30381,0.42817,0.42986,30381,30381,2.7094e-10,4.5141e-10,1.0144e-09,1.1473e-09,0.42095,0.42337,-30370,30381,3.0117e+06,-0.0071208,-0.007293,30376,30376,-0.0071208,-0.007293,30376,30376,0,0,0,3.7248e-10,0.0071208,0.007293,-30376,30376,1.9292e+06,-0.42095,-0.42337,30370,30370,-0.42095,-0.42337,30370,30370,-4.5141e-10,-2.368e-10,-1.1275e-09,0,-0.42817,-0.42986,-30381,30370
3.0118e+06,-0.0032776,-0.0030194,30375,30375,-0.0032776,-0.0030194,30375,30375,-1.6769e-12,6.1932e-11,-4.91e-13,4.5836e-10,0.0032776,0.0030194,-30375,30375,4.0942e+06,0.45766,0.38788,30381,30381,0.45766,0.38788,30381,30381,2.7094e-10,4.5142e-10,1.0144e-09,1.1474e-09,0.4499,0.4499,-30371,30381,3.0118e+06,-0.00028641,-0.0004357,30376,30376,-0.00028641,-0.0004357,30376,30376,0,0,0,3.7248e-10,0.00028641,0.0004357,-30376,30376,1.9294e+06,-0.4499,-0.4499,30371,30371,-0.4499,-0.4499,30371,30371,-4.5142e-10,-2.368e-10,-1.1275e-09,0,-0.45766,-0.38788,-30381,30371
3.0119e+06,-0.0005207,-0.00064368,30375,30375,-0.0005207,-0.00064368,30375,30375,-1.677e-12,6.1932e-11,-4.9102e-13,4.5836e-10,0.0005207,0.00064368,-30375,30375,4.0942e+06,0.44173,0.44173,30380,30380,0.44173,0.44173,30380,30380,2.7094e-10,4.5142e-10,1.0144e-09,1.1474e-09,0.41843,0.41996,-30371,30380,3.0119e+06,-0.0010042,-0.0011395,30375,30375,-0.0010042,-0.0011395,30375,30375,0,0,0,3.7249e-10,0.0010042,0.0011395,-30375,30375,1.9296e+06,-0.41843,-0.41996,30371,30371,-0.41843,-0.41996,30371,30371,-4.5142e-10,-2.3681e-10,-1.1275e-09,0,-0.44173,-0.44173,-30380,30371
3.012e+06,-0.0032196,-0.0027729,30375,30375,-0.0032196,-0.0027729,30375,30375,-1.6772e-12,6.1933e-11,-4.9109e-13,4.5837e-10,0.0032196,0.0027729,-30375,30375,4.0943e+06,0.47219,0.43645,30380,30380,0.47219,0.43645,30380,30380,2.7094e-10,4.5143e-10,1.0145e-09,1.1474e-09,0.48466,0.48466,-30372,30380,3.012e+06,-0.005317,-0.0056427,30375,30375,-0.005317,-0.0056427,30375,30375,0,0,0,3.7249e-10,0.005317,0.0056427,-30375,30375,1.9297e+06,-0.48466,-0.48466,30372,30372,-0.48466,-0.48466,30372,30372,-4.5143e-10,-2.3681e-10,-1.1275e-09,0,-0.47219,-0.43645,-30380,30372
3.012e+06,0.0012438,0.0011303,30375,30375,0.0012438,0.0011303,30375,30375,-1.6773e-12,6.1933e-11,-4.9103e-13,4.5837e-10,-0.0012438,-0.0011303,-30375,30375,4.0943e+06,0.44453,0.44453,30379,30379,0.44453,0.44453,30379,30379,2.7094e-10,4.5143e-10,1.0145e-09,1.1474e-09,0.43069,0.43211,-30372,30379,3.012e+06,0.002304,0.0029953,30376,30376,0.002304,0.0029953,30376,30376,0,0,0,3.7249e-10,-0.002304,-0.0029953,-30376,30376,1.9298e+06,-0.43069,-0.43211,30372,30372,-0.43069,-0.43211,30372,30372,-4.5143e-10,-2.3681e-10,-1.1275e-09,0,-0.44453,-0.44453,-30379,30372
3.0121e+06,0.0012438,0.0011303,30375,30375,0.0012438,0.0011303,30375,30375,-1.6773e-12,6.1933e-11,-4.9103e-13,4.5837e-10,-0.0012438,-0.0011303,-30375,30375,4.0944e+06,0.44453,0.44453,30379,30379,0.44453,0.44453,30379,30379,2.7094e-10,4.5143e-10,1.0145e-09,1.1474e-09,0.43069,0.43211,-30372,30379,3.0121e+06,0.002304,0.0029953,30376,30376,0.002304,0.0029953,30376,30376,0,0,0,3.7249e-10,-0.002304,-0.0029953,-30376,30376,1.9298e+06,-0.43069,-0.43211,30372,30372,-0.43069,-0.43211,30372,30372,-4.5143e-10,-2.3681e-10,-1.1275e-09,0,-0.44453,-0.44453,-30379,30372
3.0122e+06,0.00094594,0.00078197,30375,30375,0.00094594,0.00078197,30375,30375,-1.6775e-12,6.1934e-11,-4.9111e-13,4.5838e-10,-0.00094594,-0.00078197,-30375,30375,4.0944e+06,0.40507,0.45083,30379,30379,0.40507,0.45083,30379,30379,2.7095e-10,4.5144e-10,1.0145e-09,1.1474e-09,0.43671,0.43671,-30373,30379,3.0122e+06,0.00083264,0.0011962,30375,30375,0.00083264,0.0011962,30375,30375,0,0,0,3.725e-10,-0.00083264,-0.0011962,-30375,30375,1.9299e+06,-0.43671,-0.43671,30373,30373,-0.43671,-0.43671,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.40507,-0.45083,-30379,30373
3.0122e+06,0.00094594,0.00078197,30375,30375,0.00094594,0.00078197,30375,30375,-1.6775e-12,6.1934e-11,-4.9111e-13,4.5838e-10,-0.00094594,-0.00078197,-30375,30375,4.0944e+06,0.40507,0.45083,30379,30379,0.40507,0.45083,30379,30379,2.7095e-10,4.5144e-10,1.0145e-09,1.1474e-09,0.43671,0.43671,-30373,30379,3.0122e+06,0.00083264,0.0011962,30375,30375,0.00083264,0.0011962,30375,30375,0,0,0,3.725e-10,-0.00083264,-0.0011962,-30375,30375,1.93e+06,-0.43671,-0.43671,30373,30373,-0.43671,-0.43671,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.40507,-0.45083,-30379,30373
3.0122e+06,0.0006942,0.000778,30375,30375,0.0006942,0.000778,30375,30375,-1.6777e-12,6.1934e-11,-4.9116e-13,4.5839e-10,-0.0006942,-0.000778,-30375,30375,4.0944e+06,0.44598,0.42207,30378,30378,0.44598,0.42207,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.42755,0.42755,-30373,30378,3.0122e+06,0.003388,0.0036286,30375,30375,0.003388,0.0036286,30375,30375,0,0,0,3.725e-10,-0.003388,-0.0036286,-30375,30375,1.93e+06,-0.42755,-0.42755,30373,30373,-0.42755,-0.42755,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.44598,-0.42207,-30378,30373
3.0122e+06,0.0006942,0.000778,30375,30375,0.0006942,0.000778,30375,30375,-1.6777e-12,6.1934e-11,-4.9116e-13,4.5839e-10,-0.0006942,-0.000778,-30375,30375,4.0944e+06,0.44598,0.42207,30378,30378,0.44598,0.42207,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.42755,0.42755,-30373,30378,3.0122e+06,0.003388,0.0036286,30375,30375,0.003388,0.0036286,30375,30375,0,0,0,3.725e-10,-0.003388,-0.0036286,-30375,30375,1.9301e+06,-0.42755,-0.42755,30373,30373,-0.42755,-0.42755,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.44598,-0.42207,-30378,30373
3.0123e+06,0.0006942,0.000778,30375,30375,0.0006942,0.000778,30375,30375,-1.6777e-12,6.1934e-11,-4.9116e-13,4.5839e-10,-0.0006942,-0.000778,-30375,30375,4.0944e+06,0.44598,0.42207,30378,30378,0.44598,0.42207,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.42755,0.42755,-30373,30378,3.0123e+06,0.003388,0.0036286,30375,30375,0.003388,0.0036286,30375,30375,0,0,0,3.725e-10,-0.003388,-0.0036286,-30375,30375,1.9301e+06,-0.42755,-0.42755,30373,30373,-0.42755,-0.42755,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.44598,-0.42207,-30378,30373
3.0123e+06,0.0006942,0.000778,30375,30375,0.0006942,0.000778,30375,30375,-1.6777e-12,6.1934e-11,-4.9116e-13,4.5839e-10,-0.0006942,-0.000778,-30375,30375,4.0944e+06,0.44598,0.42207,30378,30378,0.44598,0.42207,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.42755,0.42755,-30373,30378,3.0123e+06,0.003388,0.0036286,30375,30375,0.003388,0.0036286,30375,30375,0,0,0,3.725e-10,-0.003388,-0.0036286,-30375,30375,1.9301e+06,-0.42755,-0.42755,30373,30373,-0.42755,-0.42755,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.44598,-0.42207,-30378,30373
3.0123e+06,0.0006942,0.000778,30375,30375,0.0006942,0.000778,30375,30375,-1.6777e-12,6.1934e-11,-4.9116e-13,4.5839e-10,-0.0006942,-0.000778,-30375,30375,4.0944e+06,0.44598,0.42207,30378,30378,0.44598,0.42207,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.42755,0.42755,-30373,30378,3.0123e+06,0.003388,0.0036286,30375,30375,0.003388,0.0036286,30375,30375,0,0,0,3.725e-10,-0.003388,-0.0036286,-30375,30375,1.9302e+06,-0.42755,-0.42755,30373,30373,-0.42755,-0.42755,30373,30373,-4.5144e-10,-2.3682e-10,-1.1276e-09,0,-0.44598,-0.42207,-30378,30373
3.0123e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0123e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0123e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0123e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0123e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0123e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0123e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0123e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9302e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
