"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
3.0124e+06,0.00037039,0.00058206,30375,30375,0.00037039,0.00058206,30375,30375,-1.6779e-12,6.1935e-11,-4.9124e-13,4.5839e-10,-0.00037039,-0.00058206,-30375,30375,4.0945e+06,0.44545,0.38676,30378,30378,0.44545,0.38676,30378,30378,2.7095e-10,4.5144e-10,1.0145e-09,1.1475e-09,0.41877,0.41611,-30374,30378,3.0124e+06,0.001945,0.0018724,30375,30375,0.001945,0.0018724,30375,30375,0,0,0,3.725e-10,-0.001945,-0.0018724,-30375,30375,1.9303e+06,-0.41877,-0.41611,30374,30374,-0.41877,-0.41611,30374,30374,-4.5144e-10,-2.3683e-10,-1.1276e-09,0,-0.44545,-0.38676,-30378,30374
