"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
2.4674e+05,-0.001953,-0.0017424,49429,49429,-0.001953,-0.0017424,49429,49429,-1.099e-10,4.1154e-10,-5.0357e-11,4.8901e-09,0.001953,0.0017424,-49429,49429,2.5783e+05,0.05026,0.05026,49942,49942,0.05026,0.05026,49942,49942,3.289e-09,3.289e-09,1.3477e-08,1.5245e-08,0.084087,0.079979,-48957,49942,2.4666e+05,-6.4496e-05,-0.0010047,49418,49418,-6.4496e-05,-0.0010047,49418,49418,0,0,0,3.6552e-09,6.4496e-05,0.0010047,-49418,49418,2.3595e+05,-0.084087,-0.079979,48957,48957,-0.084087,-0.079979,48957,48957,-4.8743e-09,-3.1708e-09,-1.517e-08,0,-0.05026,-0.05026,-49942,48957
2.4815e+05,-0.012647,-0.012589,49430,49430,-0.012647,-0.012589,49430,49430,-1.0992e-10,4.1163e-10,-5.0368e-11,4.8912e-09,0.012647,0.012589,-49430,49430,2.5947e+05,0.037736,0.048052,49930,49930,0.037736,0.048052,49930,49930,3.2897e-09,3.2897e-09,1.348e-08,1.5249e-08,0.059747,0.059746,-48969,49930,2.4808e+05,-0.012304,-0.012338,49419,49419,-0.012304,-0.012338,49419,49419,0,0,0,3.6559e-09,0.012304,0.012338,-49419,49419,2.3714e+05,-0.059747,-0.059746,48969,48969,-0.059747,-0.059746,48969,48969,-4.8754e-09,-3.1715e-09,-1.5173e-08,0,-0.037736,-0.048052,-49930,48969
2.4954e+05,-0.0015486,-0.0015036,49431,49431,-0.0015486,-0.0015036,49431,49431,-1.0995e-10,4.1172e-10,-5.0378e-11,4.8923e-09,0.0015486,0.0015036,-49431,49431,2.6108e+05,0.017404,0.013665,49918,49918,0.017404,0.013665,49918,49918,3.2904e-09,3.2904e-09,1.3483e-08,1.5252e-08,0.020077,0.017461,-48982,49918,2.4946e+05,-0.00082685,-0.00090018,49420,49420,-0.00082685,-0.00090018,49420,49420,0,0,0,3.6567e-09,0.00082685,0.00090018,-49420,49420,2.383e+05,-0.020077,-0.017461,48982,48982,-0.020077,-0.017461,48982,48982,-4.8764e-09,-3.1723e-09,-1.5177e-08,0,-0.017404,-0.013665,-49918,48982
2.5089e+05,0.00019693,0.00017355,49432,49432,0.00019693,0.00017355,49432,49432,-1.0998e-10,4.1181e-10,-5.0391e-11,4.8934e-09,-0.00019693,-0.00017355,-49432,49432,2.6264e+05,0.010719,0.012992,49906,49906,0.010719,0.012992,49906,49906,3.2911e-09,3.2911e-09,1.3487e-08,1.5256e-08,0.0093524,0.01298,-48994,49906,2.5081e+05,0.00023223,1.3258e-05,49421,49421,0.00023223,1.326e-05,49421,49421,0,0,0,3.6575e-09,-0.00023223,-1.3259e-05,-49421,49421,2.3943e+05,-0.0093524,-0.01298,48994,48994,-0.0093524,-0.01298,48994,48994,-4.8775e-09,-3.173e-09,-1.518e-08,0,-0.010719,-0.012992,-49906,48994
2.5221e+05,0.0014634,0.0013945,49432,49432,0.0014634,0.0013945,49432,49432,-1.1001e-10,4.1189e-10,-5.0405e-11,4.8945e-09,-0.0014634,-0.0013945,-49432,49432,2.6418e+05,0.02434,0.027341,49893,49893,0.02434,0.027341,49893,49893,3.2918e-09,3.2918e-09,1.349e-08,1.5259e-08,0.021682,0.019725,-49006,49893,2.5213e+05,0.0017529,0.0013794,49422,49422,0.0017529,0.0013794,49422,49422,0,0,0,3.6583e-09,-0.0017529,-0.0013794,-49422,49422,2.4055e+05,-0.021682,-0.019725,49006,49006,-0.021682,-0.019725,49006,49006,-4.8785e-09,-3.1737e-09,-1.5184e-08,0,-0.02434,-0.027341,-49893,49006
2.535e+05,0.0025213,0.0026149,49433,49433,0.0025213,0.0026149,49433,49433,-1.1003e-10,4.1198e-10,-5.0415e-11,4.8955e-09,-0.0025213,-0.0026149,-49433,49433,2.6568e+05,0.09284,0.084606,49882,49882,0.09284,0.084606,49882,49882,3.2925e-09,3.2925e-09,1.3493e-08,1.5263e-08,0.076922,0.065205,-49018,49882,2.5342e+05,0.0043243,0.0040879,49423,49423,0.0043243,0.0040879,49423,49423,0,0,0,3.6591e-09,-0.0043243,-0.0040879,-49423,49423,2.4163e+05,-0.076922,-0.065205,49018,49018,-0.076922,-0.065205,49018,49018,-4.8796e-09,-3.1744e-09,-1.5187e-08,0,-0.09284,-0.084606,-49882,49018
2.5476e+05,0.0013175,0.0014449,49434,49434,0.0013175,0.0014449,49434,49434,-1.1006e-10,4.1206e-10,-5.0423e-11,4.8966e-09,-0.0013175,-0.0014449,-49434,49434,2.6714e+05,0.067839,0.074517,49870,49870,0.067839,0.074517,49870,49870,3.2931e-09,3.2931e-09,1.3496e-08,1.5266e-08,0.037012,0.037012,-49030,49870,2.5468e+05,-0.00065906,5.5461e-05,49424,49424,-0.00065906,5.5461e-05,49424,49424,0,0,0,3.6598e-09,0.00065906,-5.5461e-05,-49424,49424,2.427e+05,-0.037012,-0.037012,49030,49030,-0.037012,-0.037012,49030,49030,-4.8805e-09,-3.175e-09,-1.519e-08,0,-0.067839,-0.074517,-49870,49030
2.56e+05,0.0029263,0.002881,49434,49434,0.0029263,0.002881,49434,49434,-1.1008e-10,4.1214e-10,-5.0436e-11,4.8975e-09,-0.0029263,-0.002881,-49434,49434,2.6857e+05,0.01733,0.019281,49859,49859,0.01733,0.019281,49859,49859,3.2938e-09,3.2938e-09,1.3498e-08,1.5269e-08,0.017927,0.017927,-49040,49859,2.5591e+05,0.0029385,0.0030607,49425,49425,0.0029385,0.0030607,49425,49425,0,0,0,3.6605e-09,-0.0029385,-0.0030607,-49425,49425,2.4374e+05,-0.017927,-0.017927,49040,49040,-0.017927,-0.017927,49040,49040,-4.8815e-09,-3.1756e-09,-1.5193e-08,0,-0.01733,-0.019281,-49859,49040
2.572e+05,-0.00090508,-0.00076664,49435,49435,-0.00090508,-0.00076664,49435,49435,-1.1011e-10,4.1222e-10,-5.044e-11,4.8985e-09,0.00090508,0.00076664,-49435,49435,2.6996e+05,0.021418,0.023431,49849,49849,0.021418,0.023431,49849,49849,3.2944e-09,3.2944e-09,1.3501e-08,1.5272e-08,0.04584,0.03913,-49051,49849,2.5712e+05,0.00011585,0.00016264,49426,49426,0.00011585,0.00016264,49426,49426,0,0,0,3.6612e-09,-0.00011585,-0.00016264,-49426,49426,2.4476e+05,-0.04584,-0.03913,49051,49051,-0.04584,-0.03913,49051,49051,-4.8824e-09,-3.1763e-09,-1.5196e-08,0,-0.021418,-0.023431,-49849,49051
2.5838e+05,-0.0048593,-0.0049621,49435,49435,-0.0048593,-0.0049621,49435,49435,-1.1013e-10,4.123e-10,-5.0451e-11,4.8995e-09,0.0048593,0.0049621,-49435,49435,2.7132e+05,0.064814,0.064814,49838,49838,0.064814,0.064814,49838,49838,3.295e-09,3.295e-09,1.3504e-08,1.5275e-08,0.05807,0.05807,-49062,49838,2.5829e+05,-0.0049737,-0.0056406,49427,49427,-0.0049737,-0.0056406,49427,49427,0,0,0,3.6619e-09,0.0049737,0.0056406,-49427,49427,2.4575e+05,-0.05807,-0.05807,49062,49062,-0.05807,-0.05807,49062,49062,-4.8834e-09,-3.1769e-09,-1.5199e-08,0,-0.064814,-0.064814,-49838,49062
2.5953e+05,-0.010993,-0.010983,49436,49436,-0.010993,-0.010983,49436,49436,-1.1015e-10,4.1237e-10,-5.0464e-11,4.9004e-09,0.010993,0.010983,-49436,49436,2.7265e+05,0.026068,0.026068,49828,49828,0.026068,0.026068,49828,49828,3.2956e-09,3.2956e-09,1.3506e-08,1.5278e-08,0.056002,0.056,-49073,49828,2.5944e+05,-0.0098586,-0.0096536,49428,49428,-0.0098586,-0.0096536,49428,49428,0,0,0,3.6625e-09,0.0098586,0.0096536,-49428,49428,2.4672e+05,-0.056002,-0.056,49073,49073,-0.056002,-0.056,49073,49073,-4.8842e-09,-3.1775e-09,-1.5202e-08,0,-0.026068,-0.026068,-49828,49073
2.6065e+05,0.0034721,0.0034095,49437,49437,0.0034721,0.0034095,49437,49437,-1.1018e-10,4.1244e-10,-5.0469e-11,4.9013e-09,-0.0034721,-0.0034095,-49437,49437,2.7394e+05,0.061654,0.067161,49818,49818,0.061654,0.067161,49818,49818,3.2962e-09,3.2962e-09,1.3509e-08,1.5281e-08,0.044421,0.044421,-49082,49818,2.6056e+05,0.0025194,0.0027838,49429,49429,0.0025194,0.0027838,49429,49429,0,0,0,3.6632e-09,-0.0025194,-0.0027838,-49429,49429,2.4767e+05,-0.044421,-0.044421,49082,49082,-0.044421,-0.044421,49082,49082,-4.8851e-09,-3.1781e-09,-1.5205e-08,0,-0.061654,-0.067161,-49818,49082
2.6174e+05,0.0013129,0.0011659,49437,49437,0.0013129,0.0011659,49437,49437,-1.102e-10,4.1251e-10,-5.0484e-11,4.9022e-09,-0.0013129,-0.0011659,-49437,49437,2.7521e+05,0.054285,0.054285,49807,49807,0.054285,0.054285,49807,49807,3.2967e-09,3.2967e-09,1.3512e-08,1.5284e-08,0.045397,0.042318,-49093,49807,2.6166e+05,0.00077855,-9.7159e-05,49430,49430,0.00077855,-9.7159e-05,49430,49430,0,0,0,3.6638e-09,-0.00077855,9.716e-05,-49430,49430,2.486e+05,-0.045397,-0.042318,49093,49093,-0.045397,-0.042318,49093,49093,-4.886e-09,-3.1787e-09,-1.5208e-08,0,-0.054285,-0.054285,-49807,49093
2.6281e+05,0.0092002,0.0090189,49438,49438,0.0092002,0.0090189,49438,49438,-1.1022e-10,4.1258e-10,-5.0492e-11,4.9031e-09,-0.0092002,-0.0090189,-49438,49438,2.7644e+05,0.087178,0.087178,49798,49798,0.087178,0.087178,49798,49798,3.2973e-09,3.2973e-09,1.3514e-08,1.5287e-08,0.070952,0.070952,-49103,49798,2.6273e+05,0.0077163,0.0083509,49431,49431,0.0077163,0.0083509,49431,49431,0,0,0,3.6645e-09,-0.0077163,-0.0083509,-49431,49431,2.495e+05,-0.070952,-0.070952,49103,49103,-0.070952,-0.070952,49103,49103,-4.8868e-09,-3.1792e-09,-1.5211e-08,0,-0.087178,-0.087178,-49798,49103
2.6386e+05,-0.001168,-0.0011401,49438,49438,-0.0011679,-0.0011401,49438,49438,-1.1024e-10,4.1265e-10,-5.0501e-11,4.9039e-09,0.001168,0.0011401,-49438,49438,2.7764e+05,0.040647,0.040202,49788,49788,0.040647,0.040202,49788,49788,3.2978e-09,3.2978e-09,1.3516e-08,1.5289e-08,0.045935,0.045935,-49112,49788,2.6377e+05,-0.00080085,-0.00076069,49431,49431,-0.00080085,-0.00076069,49431,49431,0,0,0,3.6651e-09,0.00080085,0.00076069,-49431,49431,2.5039e+05,-0.045935,-0.045935,49112,49112,-0.045935,-0.045935,49112,49112,-4.8876e-09,-3.1798e-09,-1.5213e-08,0,-0.040647,-0.040202,-49788,49112
2.6487e+05,-0.0037023,-0.003727,49439,49439,-0.0037023,-0.003727,49439,49439,-1.1026e-10,4.1271e-10,-5.0509e-11,4.9047e-09,0.0037023,0.003727,-49439,49439,2.7881e+05,0.03243,0.0399,49780,49780,0.03243,0.0399,49780,49780,3.2983e-09,3.2983e-09,1.3519e-08,1.5292e-08,0.029409,0.029408,-49121,49780,2.6479e+05,-0.0045651,-0.0045724,49432,49432,-0.0045651,-0.0045724,49432,49432,0,0,0,3.6656e-09,0.0045651,0.0045724,-49432,49432,2.5125e+05,-0.029409,-0.029408,49121,49121,-0.029409,-0.029408,49121,49121,-4.8884e-09,-3.1803e-09,-1.5216e-08,0,-0.03243,-0.0399,-49780,49121
2.6587e+05,0.0023285,0.002415,49439,49439,0.0023285,0.002415,49439,49439,-1.1028e-10,4.1278e-10,-5.052e-11,4.9056e-09,-0.0023285,-0.002415,-49439,49439,2.7995e+05,0.067634,0.060241,49770,49770,0.067634,0.060241,49770,49770,3.2989e-09,3.2989e-09,1.3521e-08,1.5295e-08,0.050692,0.05098,-49130,49770,2.6578e+05,0.0027225,0.002421,49433,49433,0.0027225,0.002421,49433,49433,0,0,0,3.6662e-09,-0.0027225,-0.002421,-49433,49433,2.521e+05,-0.050692,-0.05098,49130,49130,-0.050692,-0.05098,49130,49130,-4.8892e-09,-3.1808e-09,-1.5219e-08,0,-0.067634,-0.060241,-49770,49130
2.6684e+05,-0.0026715,-0.0026551,49440,49440,-0.0026715,-0.0026551,49440,49440,-1.103e-10,4.1284e-10,-5.0522e-11,4.9063e-09,0.0026715,0.0026551,-49440,49440,2.8106e+05,0.026754,0.029968,49762,49762,0.026754,0.029968,49762,49762,3.2993e-09,3.2993e-09,1.3523e-08,1.5297e-08,0.027454,0.02745,-49139,49762,2.6675e+05,-0.0041491,-0.0040652,49433,49433,-0.0041491,-0.0040652,49433,49433,0,0,0,3.6667e-09,0.0041491,0.0040652,-49433,49433,2.5292e+05,-0.027454,-0.02745,49139,49139,-0.027454,-0.02745,49139,49139,-4.8899e-09,-3.1813e-09,-1.5221e-08,0,-0.026754,-0.029968,-49762,49139
2.6778e+05,0.0027251,0.0026149,49440,49440,0.0027251,0.0026149,49440,49440,-1.1032e-10,4.129e-10,-5.0536e-11,4.907e-09,-0.0027251,-0.0026149,-49440,49440,2.8214e+05,0.05579,0.062043,49754,49754,0.05579,0.062043,49754,49754,3.2998e-09,3.2998e-09,1.3525e-08,1.5299e-08,0.063647,0.067273,-49147,49754,2.677e+05,0.0045234,0.0041102,49434,49434,0.0045234,0.0041102,49434,49434,0,0,0,3.6673e-09,-0.0045234,-0.0041102,-49434,49434,2.5373e+05,-0.063647,-0.067273,49147,49147,-0.063647,-0.067273,49147,49147,-4.8906e-09,-3.1818e-09,-1.5223e-08,0,-0.05579,-0.062043,-49754,49147
2.687e+05,-0.0020436,-0.0018944,49440,49440,-0.0020436,-0.0018944,49440,49440,-1.1034e-10,4.1297e-10,-5.0538e-11,4.9078e-09,0.0020436,0.0018944,-49440,49440,2.832e+05,0.051316,0.038842,49745,49745,0.051316,0.038842,49745,49745,3.3003e-09,3.3003e-09,1.3527e-08,1.5302e-08,0.044916,0.050966,-49156,49745,2.6862e+05,-0.00075511,-0.00040478,49435,49435,-0.00075511,-0.00040478,49435,49435,0,0,0,3.6679e-09,0.00075511,0.00040478,-49435,49435,2.5451e+05,-0.044916,-0.050966,49156,49156,-0.044916,-0.050966,49156,49156,-4.8914e-09,-3.1823e-09,-1.5226e-08,0,-0.051316,-0.038842,-49745,49156
2.696e+05,0.00042477,0.00053253,49441,49441,0.00042477,0.00053253,49441,49441,-1.1036e-10,4.1303e-10,-5.0548e-11,4.9086e-09,-0.00042477,-0.00053253,-49441,49441,2.8422e+05,0.041135,0.052818,49736,49736,0.041135,0.052818,49736,49736,3.3008e-09,3.3008e-09,1.353e-08,1.5304e-08,0.025452,0.025452,-49164,49736,2.6951e+05,-0.00074379,-0.00074568,49436,49436,-0.00074379,-0.00074568,49436,49436,0,0,0,3.6684e-09,0.00074379,0.00074568,-49436,49436,2.5528e+05,-0.025452,-0.025452,49164,49164,-0.025452,-0.025452,49164,49164,-4.8921e-09,-3.1828e-09,-1.5228e-08,0,-0.041135,-0.052818,-49736,49164
2.7047e+05,0.0039154,0.0038416,49441,49441,0.0039154,0.0038416,49441,49441,-1.1038e-10,4.1308e-10,-5.0552e-11,4.9093e-09,-0.0039154,-0.0038416,-49441,49441,2.8522e+05,0.047206,0.050706,49729,49729,0.047206,0.050706,49729,49729,3.3013e-09,3.3013e-09,1.3532e-08,1.5306e-08,0.062783,0.063656,-49172,49729,2.7039e+05,0.0053312,0.0058371,49436,49436,0.0053312,0.0058371,49436,49436,0,0,0,3.6689e-09,-0.0053312,-0.0058371,-49436,49436,2.5603e+05,-0.062783,-0.063656,49172,49172,-0.062783,-0.063656,49172,49172,-4.8928e-09,-3.1833e-09,-1.523e-08,0,-0.047206,-0.050706,-49729,49172
2.7133e+05,-0.0015857,-0.0013515,49442,49442,-0.0015857,-0.0013515,49442,49442,-1.1039e-10,4.1314e-10,-5.0562e-11,4.91e-09,0.0015857,0.0013515,-49442,49442,2.862e+05,0.068221,0.077049,49721,49721,0.068221,0.077049,49721,49721,3.3017e-09,3.3017e-09,1.3533e-08,1.5309e-08,0.037631,0.042678,-49180,49721,2.7124e+05,-0.0037968,-0.004114,49437,49437,-0.0037968,-0.004114,49437,49437,0,0,0,3.6694e-09,0.0037968,0.004114,-49437,49437,2.5676e+05,-0.037631,-0.042678,49180,49180,-0.037631,-0.042678,49180,49180,-4.8935e-09,-3.1837e-09,-1.5233e-08,0,-0.068221,-0.077049,-49721,49180
2.7216e+05,0.0062487,0.0063872,49442,49442,0.0062487,0.0063872,49442,49442,-1.1041e-10,4.1319e-10,-5.057e-11,4.9107e-09,-0.0062487,-0.0063872,-49442,49442,2.8714e+05,0.044948,0.048454,49713,49713,0.044948,0.048454,49713,49713,3.3021e-09,3.3021e-09,1.3535e-08,1.5311e-08,0.037621,0.035525,-49188,49713,2.7207e+05,0.0071544,0.0069889,49437,49437,0.0071544,0.0069889,49437,49437,0,0,0,3.6699e-09,-0.0071544,-0.0069889,-49437,49437,2.5747e+05,-0.037621,-0.035525,49188,49188,-0.037621,-0.035525,49188,49188,-4.8941e-09,-3.1841e-09,-1.5235e-08,0,-0.044948,-0.048454,-49713,49188
2.7297e+05,0.010152,0.010052,49443,49443,0.010152,0.010052,49443,49443,-1.1043e-10,4.1324e-10,-5.0578e-11,4.9113e-09,-0.010152,-0.010052,-49443,49443,2.8806e+05,0.067326,0.067326,49706,49706,0.067326,0.067326,49706,49706,3.3026e-09,3.3026e-09,1.3537e-08,1.5313e-08,0.079301,0.079301,-49195,49706,2.7288e+05,0.011385,0.011382,49438,49438,0.011385,0.011382,49438,49438,0,0,0,3.6703e-09,-0.011385,-0.011382,-49438,49438,2.5816e+05,-0.079301,-0.079301,49195,49195,-0.079301,-0.079301,49195,49195,-4.8947e-09,-3.1845e-09,-1.5237e-08,0,-0.067326,-0.067326,-49706,49195
2.7376e+05,-0.0037,-0.0036317,49443,49443,-0.0037,-0.0036317,49443,49443,-1.1044e-10,4.1329e-10,-5.0583e-11,4.9119e-09,0.0037,0.0036317,-49443,49443,2.8896e+05,0.020599,0.013217,49699,49699,0.020599,0.013217,49699,49699,3.3029e-09,3.3029e-09,1.3539e-08,1.5315e-08,0.02592,0.025858,-49202,49699,2.7368e+05,-0.0035734,-0.0029341,49438,49438,-0.0035734,-0.0029341,49438,49438,0,0,0,3.6708e-09,0.0035734,0.0029341,-49438,49438,2.5884e+05,-0.02592,-0.025858,49202,49202,-0.02592,-0.025858,49202,49202,-4.8953e-09,-3.185e-09,-1.5239e-08,0,-0.020599,-0.013217,-49699,49202
2.7452e+05,0.0018016,0.0016942,49443,49443,0.0018016,0.0016942,49443,49443,-1.1046e-10,4.1334e-10,-5.0591e-11,4.9125e-09,-0.0018016,-0.0016942,-49443,49443,2.8984e+05,0.063765,0.063765,49693,49693,0.063765,0.063765,49693,49693,3.3033e-09,3.3033e-09,1.3541e-08,1.5317e-08,0.051054,0.051054,-49208,49693,2.7444e+05,0.0023483,0.0017332,49439,49439,0.0023483,0.0017332,49439,49439,0,0,0,3.6712e-09,-0.0023483,-0.0017332,-49439,49439,2.595e+05,-0.051054,-0.051054,49208,49208,-0.051054,-0.051054,49208,49208,-4.8959e-09,-3.1853e-09,-1.5241e-08,0,-0.063765,-0.063765,-49693,49208
2.7527e+05,-0.00091846,-0.001011,49444,49444,-0.00091846,-0.001011,49444,49444,-1.1047e-10,4.1339e-10,-5.0593e-11,4.9131e-09,0.00091846,0.001011,-49444,49444,2.9068e+05,0.045574,0.044479,49686,49686,0.045574,0.044479,49686,49686,3.3037e-09,3.3037e-09,1.3542e-08,1.5319e-08,0.090575,0.090575,-49215,49686,2.7519e+05,-0.00022494,6.5818e-05,49439,49439,-0.00022494,6.5818e-05,49439,49439,0,0,0,3.6716e-09,0.00022494,-6.5818e-05,-49439,49439,2.6015e+05,-0.090575,-0.090575,49215,49215,-0.090575,-0.090575,49215,49215,-4.8965e-09,-3.1857e-09,-1.5243e-08,0,-0.045574,-0.044479,-49686,49215
2.76e+05,-0.0093494,-0.0091804,49444,49444,-0.0093494,-0.0091804,49444,49444,-1.1049e-10,4.1344e-10,-5.06e-11,4.9137e-09,0.0093494,0.0091804,-49444,49444,2.9151e+05,0.043043,0.039139,49679,49679,0.043043,0.039139,49679,49679,3.3041e-09,3.3041e-09,1.3544e-08,1.5321e-08,0.072119,0.072119,-49222,49679,2.7592e+05,-0.0074354,-0.0077586,49440,49440,-0.0074354,-0.0077586,49440,49440,0,0,0,3.6721e-09,0.0074354,0.0077586,-49440,49440,2.6078e+05,-0.072119,-0.072119,49222,49222,-0.072119,-0.072119,49222,49222,-4.8971e-09,-3.1861e-09,-1.5245e-08,0,-0.043043,-0.039139,-49679,49222
2.7671e+05,0.00058159,0.00050953,49444,49444,0.00058159,0.00050953,49444,49444,-1.105e-10,4.1348e-10,-5.0606e-11,4.9143e-09,-0.00058159,-0.00050953,-49444,49444,2.9232e+05,0.026353,0.02569,49673,49673,0.026353,0.02569,49673,49673,3.3044e-09,3.3044e-09,1.3545e-08,1.5322e-08,0.044563,0.044563,-49228,49673,2.7663e+05,0.0015453,0.0017089,49441,49441,0.0015453,0.0017089,49441,49441,0,0,0,3.6725e-09,-0.0015453,-0.0017089,-49441,49441,2.6139e+05,-0.044563,-0.044563,49228,49228,-0.044563,-0.044563,49228,49228,-4.8976e-09,-3.1865e-09,-1.5246e-08,0,-0.026353,-0.02569,-49673,49228
2.774e+05,-0.00039893,-0.00042541,49444,49444,-0.00039893,-0.00042541,49444,49444,-1.1052e-10,4.1353e-10,-5.0613e-11,4.9149e-09,0.00039893,0.00042541,-49444,49444,2.931e+05,0.029544,0.031872,49666,49666,0.029544,0.031872,49666,49666,3.3048e-09,3.3048e-09,1.3547e-08,1.5324e-08,0.025631,0.023302,-49235,49666,2.7733e+05,-0.00066485,-0.00091503,49441,49441,-0.00066485,-0.00091503,49441,49441,0,0,0,3.6729e-09,0.00066485,0.00091503,-49441,49441,2.6199e+05,-0.025631,-0.023302,49235,49235,-0.025631,-0.023302,49235,49235,-4.8982e-09,-3.1869e-09,-1.5248e-08,0,-0.029544,-0.031872,-49666,49235
2.7808e+05,0.0026208,0.0025591,49445,49445,0.0026208,0.0025591,49445,49445,-1.1053e-10,4.1358e-10,-5.0617e-11,4.9155e-09,-0.0026208,-0.0025591,-49445,49445,2.9386e+05,0.027116,0.025918,49660,49660,0.027116,0.025918,49660,49660,3.3052e-09,3.3052e-09,1.3549e-08,1.5326e-08,0.015867,0.015867,-49241,49660,2.78e+05,0.0021754,0.0020574,49441,49441,0.0021754,0.0020574,49441,49441,0,0,0,3.6733e-09,-0.0021754,-0.0020574,-49441,49441,2.6257e+05,-0.015867,-0.015867,49241,49241,-0.015867,-0.015867,49241,49241,-4.8987e-09,-3.1872e-09,-1.525e-08,0,-0.027116,-0.025918,-49660,49241
2.7873e+05,-0.0062406,-0.006081,49445,49445,-0.0062406,-0.006081,49445,49445,-1.1054e-10,4.1362e-10,-5.0622e-11,4.916e-09,0.0062406,0.006081,-49445,49445,2.946e+05,0.062696,0.054822,49654,49654,0.062696,0.054822,49654,49654,3.3055e-09,3.3055e-09,1.355e-08,1.5328e-08,0.07684,0.069065,-49247,49654,2.7866e+05,-0.0045823,-0.0052155,49442,49442,-0.0045823,-0.0052155,49442,49442,0,0,0,3.6737e-09,0.0045823,0.0052155,-49442,49442,2.6314e+05,-0.07684,-0.069065,49247,49247,-0.07684,-0.069065,49247,49247,-4.8992e-09,-3.1876e-09,-1.5251e-08,0,-0.062696,-0.054822,-49654,49247
2.7937e+05,-0.0049978,-0.0049598,49445,49445,-0.0049978,-0.0049598,49445,49445,-1.1056e-10,4.1366e-10,-5.0629e-11,4.9165e-09,0.0049978,0.0049598,-49445,49445,2.9531e+05,0.060843,0.058357,49649,49649,0.060843,0.058357,49649,49649,3.3058e-09,3.3058e-09,1.3552e-08,1.5329e-08,0.047081,0.047081,-49253,49649,2.7929e+05,-0.0059664,-0.0057766,49442,49442,-0.0059664,-0.0057766,49442,49442,0,0,0,3.674e-09,0.0059664,0.0057766,-49442,49442,2.6369e+05,-0.047081,-0.047081,49253,49253,-0.047081,-0.047081,49253,49253,-4.8997e-09,-3.1879e-09,-1.5253e-08,0,-0.060843,-0.058357,-49649,49253
2.7999e+05,0.0028779,0.0029361,49446,49446,0.0028779,0.0029361,49446,49446,-1.1057e-10,4.137e-10,-5.0632e-11,4.917e-09,-0.0028779,-0.0029361,-49446,49446,2.9601e+05,0.025687,0.038264,49643,49643,0.025687,0.038264,49643,49643,3.3062e-09,3.3062e-09,1.3553e-08,1.5331e-08,0.027319,0.027319,-49258,49643,2.7992e+05,0.0028759,0.0030945,49442,49442,0.0028759,0.0030945,49442,49442,0,0,0,3.6744e-09,-0.0028759,-0.0030945,-49442,49442,2.6423e+05,-0.027319,-0.027319,49258,49258,-0.027319,-0.027319,49258,49258,-4.9002e-09,-3.1882e-09,-1.5255e-08,0,-0.025687,-0.038264,-49643,49258
2.8059e+05,-0.00091298,-0.0011749,49446,49446,-0.00091298,-0.0011749,49446,49446,-1.1058e-10,4.1374e-10,-5.0638e-11,4.9175e-09,0.00091298,0.0011749,-49446,49446,2.9669e+05,0.067847,0.069913,49638,49638,0.067847,0.069913,49638,49638,3.3065e-09,3.3065e-09,1.3555e-08,1.5332e-08,0.057756,0.057756,-49264,49638,2.8052e+05,-0.0024895,-0.0024836,49443,49443,-0.0024895,-0.0024836,49443,49443,0,0,0,3.6748e-09,0.0024895,0.0024836,-49443,49443,2.6476e+05,-0.057756,-0.057756,49264,49264,-0.057756,-0.057756,49264,49264,-4.9007e-09,-3.1885e-09,-1.5256e-08,0,-0.067847,-0.069913,-49638,49264
