"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
4450,0,-0.00013408,-0.00013408,1374.3,1374.4,0,24.308,24.308,1505,1505.2,0,-7.9168e-05,-7.9168e-05,1362.4,1362.4,0,-24.307,-24.307,1341.4,1341.4,0,-0.0022163,-0.0022163,1358.2,1358.2,0,0.0017075,0.0017075,1366.2,1366.2,0,5.3224,5.3224,39.7,39.755
4500,0,-0.00013444,-0.00013444,1374.3,1374.4,0,24.305,24.305,1504.8,1505,0,-7.4074e-05,-7.4074e-05,1362.3,1362.3,0,-24.304,-24.304,1341.6,1341.6,0,-0.0022192,-0.0022192,1358.3,1358.3,0,0.001714,0.001714,1366.1,1366.1,0,5.3227,5.3227,39.701,39.757
4550,0,-0.00013378,-0.00013378,1374.3,1374.4,0,24.302,24.302,1504.6,1504.9,0,-6.9631e-05,-6.9631e-05,1362.3,1362.3,0,-24.302,-24.302,1341.8,1341.8,0,-0.0022032,-0.0022032,1358.4,1358.4,0,0.0017053,0.0017053,1365.9,1365.9,0,5.3229,5.3229,39.703,39.759
4600,0,-0.00013268,-0.00013268,1374.3,1374.4,0,24.299,24.299,1504.5,1504.7,0,-6.3196e-05,-6.3196e-05,1362.2,1362.2,0,-24.299,-24.299,1342.1,1342.1,0,-0.0021971,-0.0021971,1358.4,1358.4,0,0.0017063,0.0017063,1365.8,1365.8,0,5.3231,5.3231,39.707,39.763
4650,0,-0.00013215,-0.00013215,1374.3,1374.4,0,24.298,24.298,1504.3,1504.6,0,-5.8709e-05,-5.8709e-05,1362.2,1362.2,0,-24.297,-24.297,1342.2,1342.2,0,-0.0021859,-0.0021859,1358.4,1358.4,0,0.0017002,0.0017002,1365.7,1365.7,0,5.3233,5.3233,39.711,39.766
4700,0,-0.00013107,-0.00013107,1374.3,1374.3,0,24.296,24.296,1504.2,1504.5,0,-5.3997e-05,-5.3997e-05,1362.1,1362.1,0,-24.295,-24.295,1342.4,1342.4,0,-0.0021732,-0.0021732,1358.5,1358.5,0,0.0016925,0.0016925,1365.6,1365.6,0,5.3234,5.3234,39.715,39.77
4750,0,-0.00012942,-0.00012942,1374.3,1374.3,0,24.294,24.294,1504.1,1504.4,0,-4.8726e-05,-4.8726e-05,1362.1,1362.1,0,-24.294,-24.294,1342.5,1342.5,0,-0.0021595,-0.0021595,1358.5,1358.5,0,0.0016832,0.0016832,1365.5,1365.5,0,5.3236,5.3236,39.72,39.775
4800,0,-0.00012834,-0.00012834,1374.3,1374.3,0,24.293,24.293,1504.1,1504.3,0,-4.6151e-05,-4.6151e-05,1362.1,1362.1,0,-24.293,-24.293,1342.6,1342.6,0,-0.0021564,-0.0021564,1358.5,1358.5,0,0.0016795,0.0016795,1365.5,1365.5,0,5.3237,5.3237,39.723,39.779
4850,0,-0.00012729,-0.00012729,1374.3,1374.3,0,24.292,24.292,1504,1504.3,0,-4.3321e-05,-4.3321e-05,1362.1,1362.1,0,-24.292,-24.292,1342.7,1342.7,0,-0.0021433,-0.0021433,1358.6,1358.6,0,0.0016764,0.0016764,1365.5,1365.5,0,5.3238,5.3238,39.728,39.784
4900,0,-0.00012729,-0.00012729,1374.3,1374.3,0,24.292,24.292,1504,1504.3,0,-4.3321e-05,-4.3321e-05,1362.1,1362.1,0,-24.292,-24.292,1342.7,1342.7,0,-0.0021433,-0.0021433,1358.6,1358.6,0,0.0016764,0.0016764,1365.5,1365.5,0,5.3238,5.3238,39.728,39.784
4950,0,-0.00012729,-0.00012729,1374.3,1374.3,0,24.292,24.292,1504,1504.3,0,-4.3321e-05,-4.3321e-05,1362.1,1362.1,0,-24.292,-24.292,1342.7,1342.7,0,-0.0021433,-0.0021433,1358.6,1358.6,0,0.0016764,0.0016764,1365.5,1365.5,0,5.3238,5.3238,39.728,39.784
5000,0,-0.00012729,-0.00012729,1374.3,1374.3,0,24.292,24.292,1504,1504.3,0,-4.3321e-05,-4.3321e-05,1362.1,1362.1,0,-24.292,-24.292,1342.7,1342.7,0,-0.0021433,-0.0021433,1358.6,1358.6,0,0.0016764,0.0016764,1365.5,1365.5,0,5.3238,5.3238,39.728,39.784
