"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
1.5055e+07,-0.007328,-0.007328,11184,11184,-0.007328,-0.007328,11184,11184,-1.1197e-12,8.7482e-12,3.4853e-15,7.4905e-11,0.007328,0.007328,-11184,11184,2.502e+07,3.5901,3.5901,11212,11212,3.5901,3.5901,11212,11212,4.139e-11,7.2115e-11,1.3832e-10,1.6475e-10,3.5903,3.5903,-11170,11212,1.5054e+07,-0.0057443,-0.0057443,11185,11185,-0.0057443,-0.0057443,11185,11185,0,0,0,6.5677e-11,0.0057443,0.0057443,-11185,11185,5.0974e+06,-3.5903,-3.5903,11170,11170,-3.5903,-3.5903,11170,11170,-6.5425e-11,-5.1546e-11,-1.6362e-10,0,-3.5901,-3.5901,-11212,11170
1.5057e+07,-0.0070987,-0.0070987,11184,11184,-0.0070987,-0.0070987,11184,11184,-1.1201e-12,8.7486e-12,3.4342e-15,7.4911e-11,0.0070987,0.0070987,-11184,11184,2.502e+07,3.5903,3.5903,11210,11210,3.5903,3.5903,11210,11210,4.1391e-11,7.2122e-11,1.3833e-10,1.6478e-10,3.5905,3.5905,-11172,11210,1.5055e+07,-0.0056927,-0.0056927,11184,11184,-0.0056927,-0.0056927,11184,11184,0,0,0,6.5679e-11,0.0056927,0.0056927,-11184,11184,5.0982e+06,-3.5905,-3.5905,11172,11172,-3.5905,-3.5905,11172,11172,-6.5429e-11,-5.155e-11,-1.6364e-10,0,-3.5903,-3.5903,-11210,11172
1.5058e+07,0.0017067,0.0017067,11184,11184,0.0017067,0.0017067,11184,11184,-1.1203e-12,8.7488e-12,3.3591e-15,7.4916e-11,-0.0017067,-0.0017067,-11184,11184,2.502e+07,3.6135,3.6135,11209,11209,3.6135,3.6135,11209,11209,4.1391e-11,7.2126e-11,1.3835e-10,1.6479e-10,3.6022,3.6022,-11173,11209,1.5056e+07,0.0018134,0.0018134,11184,11184,0.0018134,0.0018134,11184,11184,0,0,0,6.568e-11,-0.0018134,-0.0018134,-11184,11184,5.0989e+06,-3.6022,-3.6022,11173,11173,-3.6022,-3.6022,11173,11173,-6.5431e-11,-5.1553e-11,-1.6366e-10,0,-3.6135,-3.6135,-11209,11173
1.5058e+07,-0.0064163,-0.0064163,11184,11184,-0.0064163,-0.0064163,11184,11184,-1.1206e-12,8.7491e-12,3.3011e-15,7.4921e-11,0.0064163,0.0064163,-11184,11184,2.5021e+07,3.591,3.591,11208,11208,3.591,3.591,11208,11208,4.1392e-11,7.2131e-11,1.3836e-10,1.6481e-10,3.5913,3.5913,-11174,11208,1.5057e+07,-0.0036222,-0.0036222,11183,11183,-0.0036222,-0.0036222,11183,11183,0,0,0,6.5682e-11,0.0036222,0.0036222,-11183,11183,5.0994e+06,-3.5913,-3.5913,11174,11174,-3.5913,-3.5913,11174,11174,-6.5433e-11,-5.1556e-11,-1.6367e-10,0,-3.591,-3.591,-11208,11174
1.5059e+07,0.0014682,0.0014682,11184,11184,0.0014682,0.0014682,11184,11184,-1.1208e-12,8.7493e-12,3.282e-15,7.4924e-11,-0.0014682,-0.0014682,-11184,11184,2.5021e+07,3.6108,3.6108,11207,11207,3.6108,3.6108,11207,11207,4.1392e-11,7.2134e-11,1.3837e-10,1.6482e-10,3.6009,3.6009,-11175,11207,1.5058e+07,0.0020374,0.0020374,11183,11183,0.0020374,0.0020374,11183,11183,0,0,0,6.5683e-11,-0.0020374,-0.0020374,-11183,11183,5.0999e+06,-3.6009,-3.6009,11175,11175,-3.6009,-3.6009,11175,11175,-6.5435e-11,-5.1558e-11,-1.6368e-10,0,-3.6108,-3.6108,-11207,11175
1.5059e+07,0.0016351,0.0016351,11184,11184,0.0016351,0.0016351,11184,11184,-1.1209e-12,8.7494e-12,3.2408e-15,7.4927e-11,-0.0016351,-0.0016351,-11184,11184,2.5021e+07,3.6095,3.6095,11207,11207,3.6095,3.6095,11207,11207,4.1392e-11,7.2137e-11,1.3838e-10,1.6483e-10,3.6005,3.6005,-11176,11207,1.5059e+07,0.0021816,0.0021816,11183,11183,0.0021816,0.0021816,11183,11183,0,0,0,6.5683e-11,-0.0021816,-0.0021816,-11183,11183,5.1003e+06,-3.6005,-3.6005,11176,11176,-3.6005,-3.6005,11176,11176,-6.5436e-11,-5.156e-11,-1.6369e-10,0,-3.6095,-3.6095,-11207,11176
1.506e+07,-0.0067334,-0.0067334,11184,11184,-0.0067334,-0.0067334,11184,11184,-1.1211e-12,8.7495e-12,3.2193e-15,7.4929e-11,0.0067334,0.0067334,-11184,11184,2.5021e+07,3.5929,3.5929,11206,11206,3.5929,3.5929,11206,11206,4.1392e-11,7.2139e-11,1.3838e-10,1.6483e-10,3.5908,3.5908,-11176,11206,1.5059e+07,-0.0032,-0.0032,11183,11183,-0.0032,-0.0032,11183,11183,0,0,0,6.5684e-11,0.0032,0.0032,-11183,11183,5.1006e+06,-3.5908,-3.5908,11176,11176,-3.5908,-3.5908,11176,11176,-6.5437e-11,-5.1561e-11,-1.637e-10,0,-3.5929,-3.5929,-11206,11176
1.506e+07,0.0015956,0.0015956,11184,11184,0.0015956,0.0015956,11184,11184,-1.1212e-12,8.7496e-12,3.2125e-15,7.4931e-11,-0.0015956,-0.0015956,-11184,11184,2.5021e+07,3.6077,3.6077,11206,11206,3.6077,3.6077,11206,11206,4.1393e-11,7.2141e-11,1.3838e-10,1.6484e-10,3.5996,3.5996,-11177,11206,1.506e+07,0.0011283,0.0011283,11183,11183,0.0011283,0.0011283,11183,11183,0,0,0,6.5685e-11,-0.0011283,-0.0011283,-11183,11183,5.1008e+06,-3.5996,-3.5996,11177,11177,-3.5996,-3.5996,11177,11177,-6.5438e-11,-5.1563e-11,-1.6371e-10,0,-3.6077,-3.6077,-11206,11177
1.506e+07,0.0015905,0.0015905,11184,11184,0.0015905,0.0015905,11184,11184,-1.1213e-12,8.7497e-12,3.2153e-15,7.4932e-11,-0.0015905,-0.0015905,-11184,11184,2.5021e+07,3.6071,3.6071,11206,11206,3.6071,3.6071,11206,11206,4.1393e-11,7.2142e-11,1.3839e-10,1.6484e-10,3.5992,3.5992,-11177,11206,1.506e+07,0.00090045,0.00090045,11183,11183,0.00090045,0.00090045,11183,11183,0,0,0,6.5685e-11,-0.00090045,-0.00090045,-11183,11183,5.101e+06,-3.5992,-3.5992,11177,11177,-3.5992,-3.5992,11177,11177,-6.5439e-11,-5.1563e-11,-1.6371e-10,0,-3.6071,-3.6071,-11206,11177
1.5061e+07,0.0015322,0.0015322,11184,11184,0.0015322,0.0015322,11184,11184,-1.1213e-12,8.7498e-12,3.1456e-15,7.4933e-11,-0.0015322,-0.0015322,-11184,11184,2.5022e+07,3.6061,3.6061,11205,11205,3.6061,3.6061,11205,11205,4.1393e-11,7.2143e-11,1.3839e-10,1.6485e-10,3.5986,3.5986,-11178,11205,1.506e+07,0.00083627,0.00083627,11182,11182,0.00083627,0.00083627,11182,11182,0,0,0,6.5685e-11,-0.00083627,-0.00083627,-11182,11182,5.1012e+06,-3.5986,-3.5986,11178,11178,-3.5986,-3.5986,11178,11178,-6.544e-11,-5.1564e-11,-1.6371e-10,0,-3.6061,-3.6061,-11205,11178
1.5061e+07,-0.0066692,-0.0066692,11184,11184,-0.0066692,-0.0066692,11184,11184,-1.1214e-12,8.7498e-12,3.1738e-15,7.4934e-11,0.0066692,0.0066692,-11184,11184,2.5022e+07,3.5953,3.5953,11205,11205,3.5953,3.5953,11205,11205,4.1393e-11,7.2144e-11,1.3839e-10,1.6485e-10,3.5916,3.5916,-11178,11205,1.506e+07,-0.0041066,-0.0041066,11182,11182,-0.0041066,-0.0041066,11182,11182,0,0,0,6.5686e-11,0.0041066,0.0041066,-11182,11182,5.1013e+06,-3.5916,-3.5916,11178,11178,-3.5916,-3.5916,11178,11178,-6.544e-11,-5.1565e-11,-1.6372e-10,0,-3.5953,-3.5953,-11205,11178
1.5061e+07,0.0015132,0.0015132,11184,11184,0.0015132,0.0015132,11184,11184,-1.1214e-12,8.7499e-12,3.1655e-15,7.4935e-11,-0.0015132,-0.0015132,-11184,11184,2.5022e+07,3.6049,3.6049,11205,11205,3.6049,3.6049,11205,11205,4.1393e-11,7.2145e-11,1.384e-10,1.6485e-10,3.598,3.598,-11178,11205,1.5061e+07,0.0018186,0.0018186,11182,11182,0.0018186,0.0018186,11182,11182,0,0,0,6.5686e-11,-0.0018186,-0.0018186,-11182,11182,5.1014e+06,-3.598,-3.598,11178,11178,-3.598,-3.598,11178,11178,-6.5441e-11,-5.1565e-11,-1.6372e-10,0,-3.6049,-3.6049,-11205,11178
1.5061e+07,-0.0067087,-0.0067087,11184,11184,-0.0067087,-0.0067087,11184,11184,-1.1215e-12,8.7499e-12,3.1521e-15,7.4936e-11,0.0067087,0.0067087,-11184,11184,2.5022e+07,3.596,3.596,11205,11205,3.596,3.596,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6485e-10,3.5918,3.5918,-11178,11205,1.5061e+07,-0.004202,-0.004202,11182,11182,-0.004202,-0.004202,11182,11182,0,0,0,6.5686e-11,0.004202,0.004202,-11182,11182,5.1015e+06,-3.5918,-3.5918,11178,11178,-3.5918,-3.5918,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.596,-3.596,-11205,11178
1.5061e+07,-0.0067087,-0.0067087,11184,11184,-0.0067087,-0.0067087,11184,11184,-1.1215e-12,8.7499e-12,3.1521e-15,7.4936e-11,0.0067087,0.0067087,-11184,11184,2.5022e+07,3.596,3.596,11205,11205,3.596,3.596,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6485e-10,3.5918,3.5918,-11178,11205,1.5061e+07,-0.004202,-0.004202,11182,11182,-0.004202,-0.004202,11182,11182,0,0,0,6.5686e-11,0.004202,0.004202,-11182,11182,5.1015e+06,-3.5918,-3.5918,11178,11178,-3.5918,-3.5918,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.596,-3.596,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
