%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
336,10,0.0015,0.0015,0.01,4.4445e-05,4.4445e-05,5905.3,5971.8,0.003,0.003,0.02,0.020565,0.020565,22898,22898,0.0015,0.0015,0.01,-3.4782e-06,-3.4782e-06,3226.6,3226.6,0,0,0,-0.01617,-0.01617,-485,54.49,0.0005,0.0005,0.005,-0.0031784,-0.0031784,911.68,911.68,0.0025,0.0025,0.015,0.0029746,0.0029746,8776,8776,0.0011197,0.0011197,0.0060643,0.0048287,0.0048287,6607.1,6546.9,1
336,20,0.0015,0.0015,0.01,-2.9063e-05,-2.9063e-05,5908.7,5972.2,0.003,0.003,0.02,0.015989,0.015989,22782,22782,0.0015,0.0015,0.01,-7.8716e-06,-7.8716e-06,3248.7,3248.7,0,0,0,-0.01711,-0.01711,-468.91,69.053,0.0005,0.0005,0.005,-0.0033698,-0.0033698,927.4,927.4,0.0025,0.0025,0.015,0.0031445,0.0031445,8790.6,8790.6,0.0011197,0.0011197,0.0060643,0.0050582,0.0050582,6577.5,6519.7,1
336,30,0.0015,0.0015,0.01,-6.4209e-05,-6.4209e-05,5913.3,5973.5,0.003,0.003,0.02,0.027952,0.027952,22623,22623,0.0015,0.0015,0.01,-1.0527e-05,-1.0527e-05,3277.4,3277.4,0,0,0,-0.030159,-0.030159,-450.84,85.849,0.0005,0.0005,0.005,-0.0035224,-0.0035224,946.38,946.38,0.0025,0.0025,0.015,0.003021,0.003021,8814.4,8814.4,0.0011197,0.0011197,0.0060643,0.0066193,0.0066193,6539.7,6484.6,1
336,40,0.0015,0.0015,0.01,0.00012844,0.00012844,5919.5,5975.9,0.003,0.003,0.02,0.019156,0.019156,22414,22414,0.0015,0.0015,0.01,1.6118e-05,1.6118e-05,3313.9,3313.9,0,0,0,-0.018806,-0.018806,-430.29,105.31,0.0005,0.0005,0.005,-0.0025434,-0.0025434,968.82,968.82,0.0025,0.0025,0.015,0.0027579,0.0027579,8849.1,8849.1,0.0011197,0.0011197,0.0060643,0.0048224,0.0048224,6492.6,6440.6,1
336,50,0.0015,0.0015,0.01,0.00023637,0.00023637,5927.5,5979.5,0.003,0.003,0.02,0.026267,0.026267,22149,22149,0.0015,0.0015,0.01,-1.9925e-05,-1.9924e-05,3358.8,3358.8,0,0,0,-0.027843,-0.027843,-407.33,127.59,0.0005,0.0005,0.005,-0.0028567,-0.0028567,995.49,995.49,0.0025,0.0025,0.015,0.0033697,0.0033697,8896,8896,0.0011197,0.0011197,0.0060643,0.0066124,0.0066124,6435.3,6386.8,1
336,60,0.0015,0.0015,0.01,1.3441e-05,1.3441e-05,5937.2,5984.4,0.003,0.003,0.02,0.035222,0.035222,21825,21825,0.0015,0.0015,0.01,4.5387e-06,4.5395e-06,3412.8,3412.8,0,0,0,-0.032881,-0.032881,-381.54,114.03,0.0005,0.0005,0.005,-0.003207,-0.003207,1026.5,1026.5,0.0025,0.0025,0.015,0.0028438,0.0028438,8955.8,8955.8,0.0011197,0.0011197,0.0060643,0.0066025,0.0066025,6367.4,6322.9,1
336,70,0.0015,0.0015,0.01,1.4705e-05,1.4705e-05,5948.7,5990.5,0.003,0.003,0.02,0.041176,0.041176,21443,21443,0.0015,0.0015,0.01,-4.9001e-06,-4.9008e-06,3476.3,3476.3,0,0,0,-0.038495,-0.038495,-352.95,85.828,0.0005,0.0005,0.005,-0.0037109,-0.0037109,1062.1,1062.1,0.0025,0.0025,0.015,0.0033028,0.0033028,9028.5,9028.5,0.0011197,0.0011197,0.0060643,0.0077145,0.0077145,6288.7,6248.8,1
336,80,0.0015,0.0015,0.01,1.524e-05,1.5239e-05,5962,5997.8,0.003,0.003,0.02,0.046382,0.046382,21007,21007,0.0015,0.0015,0.01,-1.1078e-05,-1.1078e-05,3549.3,3549.3,0,0,0,-0.043473,-0.043473,-321.43,54.542,0.0005,0.0005,0.005,-0.0040337,-0.0040337,1102.4,1102.4,0.0025,0.0025,0.015,0.0037738,0.0037738,9113.2,9113.2,0.0011197,0.0011197,0.0060643,0.0086698,0.0086698,6200.1,6165.3,1
336,90,0.0015,0.0015,0.01,-0.00018663,-0.00018663,5976.7,6006,0.003,0.003,0.02,0.024679,0.024679,20525,20525,0.0015,0.0015,0.01,-1.4004e-06,-1.4004e-06,3631.3,3631.3,0,0,0,-0.034558,-0.034558,-286.87,20.137,0.0005,0.0005,0.005,-0.0024407,-0.0024407,1147.4,1147.4,0.0025,0.0025,0.015,0.002535,0.002535,9208,9208,0.0011197,0.0011197,0.0060643,0.0052716,0.0052716,6102.4,6073.5,1
336,100,0.0015,0.0015,0.01,-0.00019171,-0.00019171,5992.7,6016.4,0.003,0.003,0.02,0.025162,0.025162,20007,20007,0.0015,0.0015,0.01,1.1777e-06,1.1776e-06,3721.9,3721.9,0,0,0,-0.036003,-0.036003,-249.56,17.207,0.0005,0.0005,0.005,-0.0024843,-0.0024843,1196.7,1196.7,0.0025,0.0025,0.015,0.0026029,0.0026029,9310.2,9310.2,0.0011197,0.0011197,0.0060643,0.0054094,0.0054094,5997.1,5973.2,1
