"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
4400,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4450,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4500,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4550,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4600,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4650,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4700,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4750,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4800,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4850,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4900,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
4950,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
5000,0,-0.42722,-0.42722,3311.3,3311.3,0,13.859,13.859,3399.8,3399.9,0,-0.017572,-0.017572,3302.7,3302.7,0,-18.296,-18.296,3286.6,3286.7,0,-0.20108,-0.20108,3300.1,3300.1,0,0.0018743,0.0018743,3305.2,3305.2,0,3.7287,3.7287,27.94,27.951
