"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
700,0,-0.61638,-0.61638,1374.8,1374.8,0,26.208,26.208,1704.2,1704.5,0,-0.024148,-0.024148,1385.7,1385.7,0,-33.733,-33.733,1125.5,1125.5,0,-0.19817,-0.19817,1248.6,1248.8,0,0.00028217,0.00028217,1493.6,1493.6,0,5.8992,5.8992,145.2,145.22
750,0,-0.61847,-0.61847,1374.6,1374.7,0,25.785,25.785,1677,1677.3,0,-0.022055,-0.022055,1382.2,1382.2,0,-33.19,-33.19,1155.6,1155.6,0,-0.19968,-0.19968,1265.4,1265.4,0,-0.001889,-0.001889,1474.8,1474.8,0,5.9003,5.9003,126.29,126.31
800,0,-0.62039,-0.62039,1374.5,1374.5,0,25.422,25.422,1653.6,1654,0,-0.019774,-0.019774,1379,1379,0,-32.722,-32.722,1181.8,1181.9,0,-0.20099,-0.20099,1286.9,1286.9,0,-0.0020604,-0.0020604,1458.5,1458.5,0,5.9045,5.9045,110.23,110.25
850,0,-0.62209,-0.62209,1374.4,1374.4,0,25.11,25.11,1633.5,1633.8,0,-0.018314,-0.018314,1376.2,1376.2,0,-32.32,-32.32,1204.6,1204.6,0,-0.20213,-0.20213,1300.1,1300.1,0,-0.0019498,-0.0019498,1444.3,1444.3,0,5.9103,5.9103,96.686,96.715
900,0,-0.62357,-0.62357,1374.3,1374.3,0,24.84,24.84,1616.2,1616.5,0,-0.017702,-0.017702,1374.2,1374.4,0,-31.973,-31.973,1224.2,1224.2,0,-0.20311,-0.20311,1308.5,1308.5,0,-0.0018613,-0.0018613,1431.1,1431.1,0,5.9168,5.9168,85.374,85.406
950,0,-0.62486,-0.62486,1374.2,1374.2,0,24.608,24.608,1601.2,1601.5,0,-0.016318,-0.016318,1378,1378,0,-31.674,-31.674,1241.1,1241.1,0,-0.205,-0.205,1315.7,1315.7,0,-0.0017878,-0.0017878,1419.7,1419.7,0,5.9234,5.9234,76.021,76.057
1000,0,-0.62596,-0.62596,1374.1,1374.2,0,24.408,24.408,1588.3,1588.6,0,-0.015721,-0.015721,1379.3,1379.4,0,-31.417,-31.417,1255.6,1255.6,0,-0.20694,-0.20694,1321.9,1321.9,0,-0.0016774,-0.0016774,1410.2,1410.2,0,5.9297,5.9297,68.382,68.422
1050,0,-0.6269,-0.6269,1374.1,1374.1,0,24.236,24.236,1577.3,1577.6,0,-0.016022,-0.016022,1377.3,1377.3,0,-31.196,-31.196,1268.1,1268.1,0,-0.20861,-0.20861,1327.3,1327.3,0,-0.0019683,-0.0019683,1408,1408,0,5.9357,5.9357,62.229,62.274
1100,0,-0.6277,-0.6277,1374,1374,0,24.088,24.088,1567.7,1568,0,-0.016428,-0.016428,1374.7,1374.7,0,-31.005,-31.005,1278.8,1278.8,0,-0.21003,-0.21003,1331.9,1331.9,0,-0.0022999,-0.0022999,1401.2,1401.2,0,5.9412,5.9412,57.347,57.397
1150,0,-0.62838,-0.62838,1374,1374,0,23.961,23.961,1559.6,1559.9,0,-0.016591,-0.016591,1372.5,1372.5,0,-30.842,-30.842,1288,1288,0,-0.21125,-0.21125,1337.4,1337.4,0,-0.0021472,-0.0021472,1395.1,1395.1,0,5.9461,5.9461,53.537,53.59
1200,0,-0.62896,-0.62896,1373.9,1374,0,23.852,23.852,1552.5,1552.8,0,-0.016478,-0.016478,1370.6,1370.6,0,-30.701,-30.701,1295.9,1295.9,0,-0.21229,-0.21229,1342.6,1342.6,0,-0.0023837,-0.0023837,1390,1390,0,5.9505,5.9505,50.611,50.668
1250,0,-0.62945,-0.62945,1373.9,1373.9,0,23.758,23.758,1546.5,1546.8,0,-0.016493,-0.016493,1369,1369,0,-30.581,-30.581,1302.6,1302.6,0,-0.213,-0.213,1345,1345,0,-0.0023418,-0.0023418,1385.6,1385.6,0,5.9544,5.9544,48.399,48.459
1300,0,-0.62987,-0.62987,1373.9,1373.9,0,23.678,23.678,1541.4,1541.7,0,-0.016451,-0.016451,1367.1,1367.2,0,-30.478,-30.478,1308.3,1308.3,0,-0.2131,-0.2131,1347.1,1347.1,0,-0.0023521,-0.0023521,1381.8,1381.8,0,5.9578,5.9578,46.754,46.816
1350,0,-0.63022,-0.63022,1373.8,1373.9,0,23.609,23.609,1536.9,1537.2,0,-0.016565,-0.016565,1364.8,1364.8,0,-30.389,-30.389,1313.3,1313.3,0,-0.21318,-0.21318,1348.9,1348.9,0,-0.0022157,-0.0022157,1378.5,1378.5,0,5.9608,5.9608,45.548,45.612
1400,0,-0.63053,-0.63053,1373.8,1373.9,0,23.551,23.551,1533.2,1533.4,0,-0.016802,-0.016802,1364.2,1364.2,0,-30.314,-30.314,1317.5,1317.5,0,-0.21325,-0.21325,1350.4,1350.4,0,-0.0020922,-0.0020922,1375.8,1375.8,0,5.9634,5.9634,44.676,44.741
1450,0,-0.63083,-0.63083,1373.8,1373.8,0,23.501,23.501,1529.9,1530.2,0,-0.01643,-0.01643,1363.3,1363.3,0,-30.249,-30.249,1321,1321.1,0,-0.21341,-0.21341,1351.7,1351.7,0,-0.0023047,-0.0023047,1373.4,1373.4,0,5.9657,5.9657,44.063,44.129
1500,0,-0.6311,-0.6311,1373.8,1373.8,0,23.461,23.461,1527.4,1527.7,0,-0.016556,-0.016556,1362.8,1362.8,0,-30.198,-30.198,1323.9,1323.9,0,-0.21353,-0.21353,1352.7,1352.7,0,-0.002351,-0.002351,1371.5,1371.5,0,5.9677,5.9677,43.668,43.736
1550,0,-0.63127,-0.63127,1373.8,1373.8,0,23.427,23.427,1525.2,1525.5,0,-0.016789,-0.016789,1362.3,1362.3,0,-30.154,-30.154,1326.4,1326.4,0,-0.21355,-0.21355,1353.6,1353.6,0,-0.0022509,-0.0022509,1369.9,1369.9,0,5.9693,5.9693,43.383,43.451
1600,0,-0.63141,-0.63141,1373.8,1373.8,0,23.397,23.397,1523.3,1523.6,0,-0.016979,-0.016979,1361.9,1361.9,0,-30.116,-30.116,1328.5,1328.5,0,-0.21356,-0.21356,1354.3,1354.3,0,-0.0021346,-0.0021346,1368.5,1368.5,0,5.9707,5.9707,43.179,43.248
1650,0,-0.63153,-0.63153,1373.8,1373.8,0,23.372,23.372,1521.6,1521.9,0,-0.017153,-0.017153,1361.6,1361.6,0,-30.083,-30.083,1330.3,1330.3,0,-0.21357,-0.21357,1354.8,1354.8,0,-0.0021093,-0.0021093,1367.3,1367.3,0,5.9719,5.9719,43.037,43.107
1700,0,-0.63169,-0.63169,1373.8,1373.8,0,23.353,23.353,1520.4,1520.7,0,-0.016993,-0.016993,1361.3,1361.3,0,-30.059,-30.059,1331.8,1331.8,0,-0.21369,-0.21369,1354.9,1354.9,0,-0.0021316,-0.0021316,1366.4,1366.4,0,5.9732,5.9732,42.973,43.042
1750,0,-0.63179,-0.63179,1373.7,1373.8,0,23.336,23.336,1519.3,1519.6,0,-0.017159,-0.017159,1361.1,1361.1,0,-30.037,-30.037,1333.1,1333.1,0,-0.21368,-0.21368,1355.7,1355.7,0,-0.0021088,-0.0021088,1365.5,1365.5,0,5.9741,5.9741,42.925,42.994
1800,0,-0.63189,-0.63189,1373.7,1373.8,0,23.322,23.322,1518.4,1518.7,0,-0.017103,-0.017103,1360.9,1360.9,0,-30.02,-30.02,1334.1,1334.1,0,-0.21376,-0.21376,1356.3,1356.3,0,-0.0020863,-0.0020863,1364.9,1364.9,0,5.975,5.975,42.906,42.976
1850,0,-0.63197,-0.63197,1373.7,1373.8,0,23.311,23.311,1517.7,1518,0,-0.017106,-0.017106,1360.7,1360.7,0,-30.006,-30.006,1335,1335,0,-0.21381,-0.21381,1356.6,1356.6,0,-0.0020679,-0.0020679,1364.4,1364.4,0,5.9758,5.9758,42.901,42.971
1900,0,-0.63204,-0.63204,1373.7,1373.8,0,23.303,23.303,1517.2,1517.5,0,-0.017149,-0.017149,1360.5,1360.5,0,-29.994,-29.994,1335.7,1335.7,0,-0.21383,-0.21383,1356.8,1356.8,0,-0.002065,-0.002065,1363.9,1363.9,0,5.9765,5.9765,42.908,42.978
1950,0,-0.6321,-0.6321,1373.7,1373.8,0,23.296,23.296,1516.8,1517.1,0,-0.01715,-0.01715,1360.4,1360.4,0,-29.986,-29.986,1336.2,1336.2,0,-0.21387,-0.21387,1356.8,1356.8,0,-0.0020486,-0.0020486,1363.6,1363.6,0,5.9771,5.9771,42.921,42.991
2000,0,-0.63215,-0.63215,1373.7,1373.7,0,23.293,23.293,1516.5,1516.8,0,-0.017134,-0.017134,1360.3,1360.3,0,-29.982,-29.982,1336.6,1336.6,0,-0.21391,-0.21391,1356.9,1356.9,0,-0.0020271,-0.0020271,1363.4,1363.4,0,5.9775,5.9775,42.935,43.005
2050,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2100,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2150,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2200,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2250,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2300,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2350,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2400,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2450,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2500,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2550,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2600,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2650,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2700,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2750,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2800,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2850,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2900,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
2950,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3000,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3050,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3100,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3150,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3200,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3250,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3300,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3350,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3400,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3450,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3500,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3550,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3600,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3650,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3700,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3750,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3800,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3850,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3900,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
3950,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4000,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4050,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
