"N","Time","avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
180,550,2.4173e+05,-0.0027904,-0.0027623,46541,46541,-0.0027904,-0.0027623,46541,46541,-9.324e-11,3.6663e-10,-5.4197e-11,4.9568e-09,0.0027904,0.0027623,-46541,46541,2.515e+05,0.012755,0.012751,47098,47098,0.012755,0.012751,47098,47098,3.3331e-09,4.9436e-09,1.3749e-08,1.3833e-08,0.028361,0.030874,-46025,47098,2.4166e+05,-0.0028165,-0.0027545,46528,46528,-0.0028165,-0.0027545,46528,46528,0,0,0,4.0022e-09,0.0028165,0.0027545,-46528,46528,2.323e+05,-0.028361,-0.030874,46025,46025,-0.028361,-0.030874,46025,46025,-4.6932e-09,-6.2576e-09,-1.1928e-08,0,-0.012755,-0.012751,-47098,46025
180,600,2.4582e+05,-0.0048254,-0.0048061,46543,46543,-0.0048254,-0.0048061,46543,46543,-9.3315e-11,3.6687e-10,-5.4239e-11,4.9603e-09,0.0048254,0.0048061,-46543,46543,2.5621e+05,0.043226,0.041581,47062,47062,0.043226,0.041581,47062,47062,3.3352e-09,4.9469e-09,1.3758e-08,1.3843e-08,0.054884,0.054885,-46062,47062,2.4574e+05,-0.0037906,-0.0039466,46531,46531,-0.0037906,-0.0039466,46531,46531,0,0,0,4.0049e-09,0.0037906,0.0039466,-46531,46531,2.3577e+05,-0.054884,-0.054885,46062,46062,-0.054884,-0.054885,46062,46062,-4.6965e-09,-6.2621e-09,-1.1936e-08,0,-0.043226,-0.041581,-47062,46062
180,650,2.4965e+05,0.0015542,0.0016673,46544,46544,0.0015542,0.0016673,46544,46544,-9.3386e-11,3.6711e-10,-5.4282e-11,4.9636e-09,-0.0015542,-0.0016673,-46544,46544,2.6062e+05,0.035515,0.04058,47028,47028,0.035515,0.04058,47028,47028,3.3373e-09,4.95e-09,1.3768e-08,1.3853e-08,0.035207,0.035209,-46096,47028,2.4958e+05,0.00019029,0.0004151,46534,46534,0.00019029,0.00041509,46534,46534,0,0,0,4.0075e-09,-0.00019029,-0.00041509,-46534,46534,2.3903e+05,-0.035207,-0.035209,46096,46096,-0.035207,-0.035209,46096,46096,-4.6997e-09,-6.2663e-09,-1.1945e-08,0,-0.035515,-0.04058,-47028,46096
180,700,2.5325e+05,-0.0066032,-0.006747,46546,46546,-0.0066032,-0.006747,46546,46546,-9.3453e-11,3.6733e-10,-5.4324e-11,4.9667e-09,0.0066032,0.006747,-46546,46546,2.6475e+05,0.019646,0.022076,46995,46995,0.019646,0.022076,46995,46995,3.3392e-09,4.9529e-09,1.3777e-08,1.3861e-08,0.047741,0.0567,-46129,46995,2.5317e+05,-0.0038774,-0.0038775,46537,46537,-0.0038774,-0.0038775,46537,46537,0,0,0,4.0099e-09,0.0038774,0.0038775,-46537,46537,2.421e+05,-0.047741,-0.0567,46129,46129,-0.047741,-0.0567,46129,46129,-4.7027e-09,-6.2703e-09,-1.1952e-08,0,-0.019646,-0.022076,-46995,46129
180,750,2.5661e+05,0.0029166,0.0029501,46548,46548,0.0029166,0.0029501,46548,46548,-9.3516e-11,3.6753e-10,-5.4359e-11,4.9697e-09,-0.0029166,-0.0029501,-46548,46548,2.686e+05,0.026004,0.029181,46965,46965,0.026004,0.029181,46965,46965,3.3411e-09,4.9557e-09,1.3785e-08,1.387e-08,0.029748,0.029749,-46159,46965,2.5653e+05,0.0040724,0.0041574,46539,46539,0.0040724,0.0041574,46539,46539,0,0,0,4.0122e-09,-0.0040724,-0.0041574,-46539,46539,2.4497e+05,-0.029748,-0.029749,46159,46159,-0.029748,-0.029749,46159,46159,-4.7055e-09,-6.274e-09,-1.196e-08,0,-0.026004,-0.029181,-46965,46159
180,800,2.5975e+05,-0.0026468,-0.0026844,46549,46549,-0.0026468,-0.0026844,46549,46549,-9.3576e-11,3.6773e-10,-5.4393e-11,4.9725e-09,0.0026468,0.0026844,-46549,46549,2.7219e+05,0.037266,0.037256,46936,46936,0.037266,0.037256,46936,46936,3.3428e-09,4.9583e-09,1.3793e-08,1.3878e-08,0.055943,0.056779,-46188,46936,2.5967e+05,-0.0012161,-0.00075693,46542,46542,-0.0012161,-0.00075693,46542,46542,0,0,0,4.0143e-09,0.0012161,0.00075693,-46542,46542,2.4766e+05,-0.055943,-0.056779,46188,46188,-0.055943,-0.056779,46188,46188,-4.7082e-09,-6.2776e-09,-1.1966e-08,0,-0.037266,-0.037256,-46936,46188
180,850,2.6268e+05,0.00088173,0.00082783,46551,46551,0.00088173,0.00082783,46551,46551,-9.3629e-11,3.679e-10,-5.4424e-11,4.975e-09,-0.00088173,-0.00082783,-46551,46551,2.7553e+05,0.018933,0.018552,46911,46911,0.018933,0.018552,46911,46911,3.3443e-09,4.9607e-09,1.38e-08,1.3885e-08,0.018429,0.018429,-46214,46911,2.626e+05,0.00069599,0.0006004,46544,46544,0.00069599,0.0006004,46544,46544,0,0,0,4.0163e-09,-0.00069599,-0.0006004,-46544,46544,2.5017e+05,-0.018429,-0.018429,46214,46214,-0.018429,-0.018429,46214,46214,-4.7106e-09,-6.2808e-09,-1.1973e-08,0,-0.018933,-0.018552,-46911,46214
180,900,2.6541e+05,-0.001102,-0.0010363,46552,46552,-0.001102,-0.0010363,46552,46552,-9.368e-11,3.6807e-10,-5.4457e-11,4.9773e-09,0.001102,0.0010363,-46552,46552,2.7864e+05,0.032713,0.026,46886,46886,0.032713,0.026,46886,46886,3.3458e-09,4.9629e-09,1.3807e-08,1.3892e-08,0.02686,0.021967,-46239,46886,2.6534e+05,-0.0015229,-0.001802,46546,46546,-0.0015229,-0.001802,46546,46546,0,0,0,4.0181e-09,0.0015229,0.001802,-46546,46546,2.5252e+05,-0.02686,-0.021967,46239,46239,-0.02686,-0.021967,46239,46239,-4.7128e-09,-6.2838e-09,-1.1978e-08,0,-0.032713,-0.026,-46886,46239
180,950,2.6796e+05,-0.0015778,-0.0017442,46553,46553,-0.0015778,-0.0017442,46553,46553,-9.3729e-11,3.6823e-10,-5.4485e-11,4.9796e-09,0.0015778,0.0017442,-46553,46553,2.8152e+05,0.050432,0.050428,46863,46863,0.050432,0.050428,46863,46863,3.3472e-09,4.965e-09,1.3813e-08,1.3898e-08,0.049843,0.068694,-46262,46863,2.6788e+05,0.00077891,0.00033392,46547,46547,0.00077891,0.00033392,46547,46547,0,0,0,4.0198e-09,-0.00077891,-0.00033392,-46547,46547,2.5471e+05,-0.049843,-0.068694,46262,46262,-0.049843,-0.068694,46262,46262,-4.715e-09,-6.2867e-09,-1.1984e-08,0,-0.050432,-0.050428,-46863,46262
180,1000,2.7032e+05,0.00022673,0.00016357,46554,46554,0.00022673,0.00016357,46554,46554,-9.3771e-11,3.6837e-10,-5.451e-11,4.9816e-09,-0.00022673,-0.00016357,-46554,46554,2.8419e+05,0.023213,0.026844,46842,46842,0.023213,0.026844,46842,46842,3.3484e-09,4.9669e-09,1.3819e-08,1.3904e-08,0.024745,0.024746,-46283,46842,2.7025e+05,0.0010905,0.00114,46549,46549,0.0010905,0.00114,46549,46549,0,0,0,4.0214e-09,-0.0010905,-0.00114,-46549,46549,2.5676e+05,-0.024745,-0.024746,46283,46283,-0.024745,-0.024746,46283,46283,-4.7169e-09,-6.2892e-09,-1.1989e-08,0,-0.023213,-0.026844,-46842,46283
180,1050,2.7252e+05,0.0036629,0.0035151,46555,46555,0.0036629,0.0035151,46555,46555,-9.3812e-11,3.685e-10,-5.4534e-11,4.9835e-09,-0.0036629,-0.0035151,-46555,46555,2.8667e+05,0.033678,0.045289,46823,46823,0.033678,0.045289,46823,46823,3.3496e-09,4.9687e-09,1.3824e-08,1.3909e-08,0.032351,0.032667,-46303,46823,2.7245e+05,0.0053612,0.0049943,46550,46550,0.0053612,0.0049943,46550,46550,0,0,0,4.0228e-09,-0.0053612,-0.0049943,-46550,46550,2.5867e+05,-0.032351,-0.032667,46303,46303,-0.032351,-0.032667,46303,46303,-4.7187e-09,-6.2916e-09,-1.1994e-08,0,-0.033678,-0.045289,-46823,46303
180,1100,2.7456e+05,-0.0029716,-0.0028888,46556,46556,-0.0029716,-0.0028888,46556,46556,-9.385e-11,3.6863e-10,-5.4555e-11,4.9853e-09,0.0029716,0.0028888,-46556,46556,2.8896e+05,0.033872,0.029461,46804,46804,0.033872,0.029461,46804,46804,3.3507e-09,4.9704e-09,1.3829e-08,1.3914e-08,0.036683,0.036683,-46322,46804,2.7449e+05,-0.002737,-0.0025617,46552,46552,-0.002737,-0.0025617,46552,46552,0,0,0,4.0242e-09,0.002737,0.0025617,-46552,46552,2.6044e+05,-0.036683,-0.036683,46322,46322,-0.036683,-0.036683,46322,46322,-4.7204e-09,-6.2939e-09,-1.1998e-08,0,-0.033872,-0.029461,-46804,46322
180,1150,2.7646e+05,0.01089,0.011057,46557,46557,0.01089,0.011057,46557,46557,-9.3887e-11,3.6875e-10,-5.4579e-11,4.987e-09,-0.01089,-0.011057,-46557,46557,2.9109e+05,0.076413,0.065684,46786,46786,0.076413,0.065684,46786,46786,3.3518e-09,4.972e-09,1.3834e-08,1.3919e-08,0.053898,0.051693,-46339,46786,2.7639e+05,0.01213,0.01234,46553,46553,0.01213,0.01234,46553,46553,0,0,0,4.0255e-09,-0.01213,-0.01234,-46553,46553,2.621e+05,-0.053898,-0.051693,46339,46339,-0.053898,-0.051693,46339,46339,-4.7221e-09,-6.2961e-09,-1.2002e-08,0,-0.076413,-0.065684,-46786,46339
180,1200,2.7821e+05,0.00092114,0.0008705,46557,46557,0.00092114,0.0008705,46557,46557,-9.3919e-11,3.6885e-10,-5.4597e-11,4.9885e-09,-0.00092114,-0.0008705,-46557,46557,2.9305e+05,0.051271,0.045836,46771,46771,0.051271,0.045836,46771,46771,3.3527e-09,4.9734e-09,1.3838e-08,1.3923e-08,0.037353,0.037356,-46355,46771,2.7815e+05,4.447e-06,0.00024932,46554,46554,4.448e-06,0.00024932,46554,46554,0,0,0,4.0267e-09,-4.447e-06,-0.00024932,-46554,46554,2.6364e+05,-0.037353,-0.037356,46355,46355,-0.037353,-0.037356,46355,46355,-4.7235e-09,-6.298e-09,-1.2006e-08,0,-0.051271,-0.045836,-46771,46355
180,1250,2.7985e+05,0.00073754,0.00083427,46558,46558,0.00073754,0.00083427,46558,46558,-9.395e-11,3.6895e-10,-5.4617e-11,4.99e-09,-0.00073754,-0.00083427,-46558,46558,2.9487e+05,0.084325,0.084367,46756,46756,0.084325,0.084367,46756,46756,3.3536e-09,4.9748e-09,1.3842e-08,1.3928e-08,0.082574,0.082532,-46370,46756,2.7978e+05,0.00072101,0.0012943,46555,46555,0.00072101,0.0012943,46555,46555,0,0,0,4.0278e-09,-0.00072101,-0.0012943,-46555,46555,2.6507e+05,-0.082574,-0.082532,46370,46370,-0.082574,-0.082532,46370,46370,-4.7249e-09,-6.2998e-09,-1.201e-08,0,-0.084325,-0.084367,-46756,46370
180,1300,2.8136e+05,-0.0033925,-0.0032662,46558,46558,-0.0033925,-0.0032662,46558,46558,-9.3978e-11,3.6905e-10,-5.4634e-11,4.9913e-09,0.0033925,0.0032662,-46558,46558,2.9655e+05,0.056079,0.044927,46743,46743,0.056079,0.044927,46743,46743,3.3544e-09,4.976e-09,1.3846e-08,1.3931e-08,0.04704,0.04747,-46383,46743,2.813e+05,-0.0032531,-0.003051,46556,46556,-0.0032531,-0.003051,46556,46556,0,0,0,4.0288e-09,0.0032531,0.003051,-46556,46556,2.6641e+05,-0.04704,-0.04747,46383,46383,-0.04704,-0.04747,46383,46383,-4.7261e-09,-6.3015e-09,-1.2013e-08,0,-0.056079,-0.044927,-46743,46383
180,1350,2.8276e+05,-0.0012706,-0.0013603,46559,46559,-0.0012706,-0.0013603,46559,46559,-9.4004e-11,3.6913e-10,-5.4649e-11,4.9925e-09,0.0012706,0.0013603,-46559,46559,2.981e+05,0.027207,0.029416,46730,46730,0.027207,0.029416,46730,46730,3.3552e-09,4.9771e-09,1.385e-08,1.3935e-08,0.04012,0.04012,-46396,46730,2.827e+05,-0.0016486,-0.001761,46557,46557,-0.0016486,-0.001761,46557,46557,0,0,0,4.0298e-09,0.0016486,0.001761,-46557,46557,2.6765e+05,-0.04012,-0.04012,46396,46396,-0.04012,-0.04012,46396,46396,-4.7273e-09,-6.303e-09,-1.2016e-08,0,-0.027207,-0.029416,-46730,46396
180,1400,2.8406e+05,-0.0020762,-0.0022566,46560,46560,-0.0020762,-0.0022566,46560,46560,-9.4029e-11,3.6921e-10,-5.4664e-11,4.9936e-09,0.0020762,0.0022566,-46560,46560,2.9954e+05,0.080945,0.091348,46718,46718,0.080945,0.091348,46718,46718,3.3559e-09,4.9782e-09,1.3853e-08,1.3938e-08,0.085901,0.081373,-46408,46718,2.84e+05,-0.0022441,-0.001632,46558,46558,-0.0022441,-0.001632,46558,46558,0,0,0,4.0307e-09,0.0022441,0.001632,-46558,46558,2.688e+05,-0.085901,-0.081373,46408,46408,-0.085901,-0.081373,46408,46408,-4.7284e-09,-6.3045e-09,-1.2018e-08,0,-0.080945,-0.091348,-46718,46408
180,1450,2.8526e+05,-0.0059481,-0.0059166,46560,46560,-0.0059481,-0.0059166,46560,46560,-9.4051e-11,3.6929e-10,-5.4678e-11,4.9947e-09,0.0059481,0.0059166,-46560,46560,3.0086e+05,0.043726,0.043718,46707,46707,0.043726,0.043718,46707,46707,3.3565e-09,4.9792e-09,1.3856e-08,1.3941e-08,0.070287,0.07029,-46419,46707,2.8521e+05,-0.0051953,-0.0050139,46558,46558,-0.0051953,-0.0050139,46558,46558,0,0,0,4.0315e-09,0.0051953,0.0050139,-46558,46558,2.6987e+05,-0.070287,-0.07029,46419,46419,-0.070287,-0.07029,46419,46419,-4.7294e-09,-6.3058e-09,-1.2021e-08,0,-0.043726,-0.043718,-46707,46419
180,1500,2.8638e+05,-0.00031901,-0.00027363,46560,46560,-0.00031901,-0.00027363,46560,46560,-9.4072e-11,3.6935e-10,-5.4688e-11,4.9957e-09,0.00031901,0.00027364,-46560,46560,3.0208e+05,0.040102,0.040102,46697,46697,0.040102,0.040102,46697,46697,3.3571e-09,4.9801e-09,1.3859e-08,1.3944e-08,0.027324,0.024771,-46429,46697,2.8633e+05,-0.0019784,-0.0018751,46559,46559,-0.0019784,-0.0018751,46559,46559,0,0,0,4.0322e-09,0.0019784,0.0018751,-46559,46559,2.7087e+05,-0.027324,-0.024771,46429,46429,-0.027324,-0.024771,46429,46429,-4.7303e-09,-6.3071e-09,-1.2024e-08,0,-0.040102,-0.040102,-46697,46429
180,1550,2.8741e+05,0.00021203,0.00015777,46561,46561,0.00021203,0.00015777,46561,46561,-9.409e-11,3.6941e-10,-5.47e-11,4.9965e-09,-0.00021203,-0.00015777,-46561,46561,3.0321e+05,0.034108,0.032813,46689,46689,0.034108,0.032813,46689,46689,3.3577e-09,4.9809e-09,1.3861e-08,1.3946e-08,0.044629,0.043598,-46438,46689,2.8736e+05,0.00032331,8.5281e-05,46559,46559,0.00032331,8.5281e-05,46559,46559,0,0,0,4.0329e-09,-0.00032331,-8.5281e-05,-46559,46559,2.7179e+05,-0.044629,-0.043598,46438,46438,-0.044629,-0.043598,46438,46438,-4.7311e-09,-6.3081e-09,-1.2026e-08,0,-0.034108,-0.032813,-46689,46438
180,1600,2.8837e+05,-0.00078041,-0.00073141,46561,46561,-0.00078041,-0.00073141,46561,46561,-9.4109e-11,3.6947e-10,-5.4712e-11,4.9974e-09,0.00078041,0.00073141,-46561,46561,3.0426e+05,0.019272,0.024568,46680,46680,0.019272,0.024568,46680,46680,3.3582e-09,4.9817e-09,1.3863e-08,1.3949e-08,0.041964,0.03585,-46447,46680,2.8832e+05,-0.00042137,-0.00032913,46560,46560,-0.00042137,-0.00032913,46560,46560,0,0,0,4.0335e-09,0.00042137,0.00032912,-46560,46560,2.7265e+05,-0.041964,-0.03585,46447,46447,-0.041964,-0.03585,46447,46447,-4.7319e-09,-6.3093e-09,-1.2028e-08,0,-0.019272,-0.024568,-46680,46447
