"N","Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,8250,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8300,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8350,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8400,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8450,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8500,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8550,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8600,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8650,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8700,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8750,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8800,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8850,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8900,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,8950,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9000,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9050,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9100,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9150,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9200,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9250,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9300,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9350,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9400,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9450,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9500,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9550,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9600,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9650,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9700,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9750,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9800,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9850,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9900,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,9950,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
180,10000,0,0.0012237,0.0012288,46564,46564,0,0.015763,0.015504,46564,46564,0,0.00093346,0.00092997,46564,46564,0,-0.011695,-0.011588,46563,46563,0,-0.0016185,-0.00149,46563,46563,0,0.003996,0.0039361,46564,46564,0,0.0042736,0.0041204,0.42208,0.42208,1
