"N","Time","avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
180,1700,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1750,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1800,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1850,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1900,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1950,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2000,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2050,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2100,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2150,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2200,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2250,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2300,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2350,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2400,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2450,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2500,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2550,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2600,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2650,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2700,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2750,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2800,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2850,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2900,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,2950,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3000,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3050,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3100,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3150,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3200,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3250,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3300,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3350,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3400,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,3450,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
