%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,408.34,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,657.59,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,372.88,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,313.12,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,327.68,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,454.07,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,96.792,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,500.78,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,740.72,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,458.31,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,369.99,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,406.34,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,596.54,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,112.82,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,587.91,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,798.38,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,556.7,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,466.39,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,482.57,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,690.19,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,110.15,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,663.37,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,846.66,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,656.58,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,510.91,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,565.4,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,758.99,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,105.01,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,719.71,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,886.93,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,723.28,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,537.16,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,632.73,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,811.49,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.78,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,757.41,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,917.22,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,766.55,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,556.12,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,674.59,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,848.76,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.31,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,781.26,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,937.72,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,793.39,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,568.4,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,699.99,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,873.17,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,104.45,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,795.85,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,950.7,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,809.69,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,576.01,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,715.22,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,888.35,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,105.38,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,804.58,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,958.59,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,819.41,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,580.6,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,724.23,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,897.49,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.01,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,809.73,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,963.3,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,825.13,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,583.32,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,729.52,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,902.91,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.4,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
