0 	-2.12907e+09 	4.52716e+08 	6205
0.00020202 	2.9928e+07 	3.89161e+09 	2.86603e+08
0.00040404 	2.90304e+09 	1.68327e+09 	2.77999e+10
0.000606061 	1.58808e+07 	-2.04361e+07 	8.222e+08
0.000808081 	5.02905e+08 	-6.47139e+08 	2.60361e+10
0.0010101 	-4.83404e+07 	-8.44565e+07 	3.96019e+08
0.00121212 	-8.99133e+08 	-1.57089e+09 	7.36586e+09
0.00141414 	-81.1291 	71.7424 	7.29233e+08
0.00161616 	123.598 	-123.462 	9.47997e+09
0.00181818 	-3.27187e+07 	-8.81672e+07 	6.43761e+08
0.0020202 	-3.23564e+08 	-8.71874e+08 	6.36596e+09
0.00222222 	-3.99909e+07 	-1.0776e+08 	1.5503e+09
0.00242424 	-3.16293e+08 	-8.52281e+08 	1.22615e+10
0.00262626 	6.88936e+07 	-8.9496e+07 	1.83218e+09
0.00282828 	4.50458e+08 	-7.75977e+08 	1.19796e+10
0.0030303 	7.94927e+07 	-1.24813e+09 	6.57449e+08
0.00323232 	4.39859e+08 	-5.71398e+08 	3.63769e+09
0.00343434 	-19.8913 	185.555 	3.61015e+09
0.00363636 	-105.039 	-67.4775 	4.14702e+10
0.00383838 	1.17884e+07 	6.24234e+07 	1.11064e+11
0.0040404 	4.90145e+07 	2.59553e+08 	1.33142e+10
0.00424242 	1.30288e+07 	6.89952e+07 	1.40456e+09
0.00444444 	4.77738e+07 	2.52982e+08 	1.69216e+10
0.00464646 	-248.039 	1511.54 	4.22036e+10
0.00484848 	-130.372 	330.642 	5.01629e+09
0.00505051 	-546.063 	-147.961 	6687.68
0.00525253 	72.4352 	-139.888 	7514.92
0.00545455 	374.332 	-254.067 	6389.8
0.00565657 	107.241 	-197.483 	6829.22
0.00585859 	1.87127e+08 	-3.68662e+08 	6138.99
0.00606061 	4.45234e+08 	-8.77161e+08 	6731.09
0.00626263 	2.00032e+08 	-3.94087e+08 	5826.27
0.00646465 	4.32329e+08 	-8.51736e+08 	6690.84
0.00666667 	660.63 	9.49963 	2.21726e+09
0.00686869 	13.0145 	-161.847 	4.36733e+09
0.00707071 	1.59719e+08 	1.63487e+08 	2.35165e+09
0.00727273 	2.87494e+08 	1.65664e+09 	4.23295e+09
0.00747475 	1.68845e+08 	2.51913e+09 	2.13928e+09
0.00767677 	2.78367e+08 	2.84935e+08 	3.52692e+09
0.00787879 	169.461 	92.079 	2.25492e+09
0.00808081 	40.0238 	-40.5419 	3.41128e+09
0.00828283 	62.8829 	-18.3667 	6453.72
0.00848485 	-126.786 	15.9413 	6166.99
