%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
816,500,0.0015,0.0015,0.01,7.4858e+07,-8.7749e+07,2.0848e+09,3.17e+09,0.003,0.003,0.02,1.9139e+10,1.1687e+10,1.338e+11,1.338e+11,0.0015,0.0015,0.01,-0.76987,1.3352,381.25,11809,0,0,0,-1.145e+10,-1.5613e+10,-6.7325e+09,10.634,0.0005,0.0005,0.0048,-67.372,-53.887,-902.05,813.79,0.0025,0.0025,0.0152,34.267,72.947,5350.7,2.1194e+09,0.0011187,0.0011187,0.0058915,1.5099e+09,1.345e+09,1.0379e+10,1.0301e+10,1
816,1000,0.0015,0.0015,0.01,9.8004e+07,-9.9784e+07,2.6965e+09,3.6751e+09,0.003,0.003,0.02,1.9335e+10,1.1698e+10,1.3683e+11,1.3683e+11,0.0015,0.0015,0.01,0.36577,0.38848,2606.1,21380,0,0,0,-1.1146e+10,-1.5883e+10,-4.561e+09,24.662,0.0005,0.0005,0.0048,-80.993,-80.224,-592.25,1753.7,0.0025,0.0025,0.0152,64.966,89.472,7228.6,2.1122e+09,0.0011187,0.0011187,0.0058915,1.5743e+09,1.378e+09,1.1173e+10,1.109e+10,1
816,1500,0.0015,0.0015,0.01,1.2905e+08,-9.9956e+07,3.1852e+09,3.8736e+09,0.003,0.003,0.02,1.9393e+10,1.1696e+10,1.3767e+11,1.3767e+11,0.0015,0.0015,0.01,4.7727,-0.3007,4213.6,23990,0,0,0,-1.1065e+10,-1.5957e+10,-1.867e+09,17.28,0.0005,0.0005,0.0048,-86.297,-93.922,727.89,3403.2,0.0025,0.0025,0.0152,126.26,100.56,8462.7,1.9344e+09,0.0011187,0.0011187,0.0058915,1.6206e+09,1.3744e+09,1.1423e+10,1.1409e+10,1
816,2000,0.0015,0.0015,0.01,1.6223e+08,-9.1251e+07,3.7434e+09,4.4214e+09,0.003,0.003,0.02,1.9422e+10,1.1695e+10,1.381e+11,1.381e+11,0.0015,0.0015,0.01,7.8945,0.51134,5685.1,25237,0,0,0,-1.1023e+10,-1.5994e+10,615.88,633.76,0.0005,0.0005,0.0048,-91.373,-141.79,3284.2,4310.5,0.0025,0.0025,0.0152,230.78,132.98,15094,3.6467e+09,0.0011187,0.0011187,0.0058915,1.6992e+09,1.4522e+09,1.1616e+10,1.1594e+10,1
816,2500,0.0015,0.0015,0.01,1.9252e+08,-7.7443e+07,4.2996e+09,5.1263e+09,0.003,0.003,0.02,1.946e+10,2.0262e+10,1.3863e+11,1.3863e+11,0.0015,0.0015,0.01,19.202,1.4204,6205,26532,0,0,0,-1.0974e+10,-1.6041e+10,1541.3,1593.5,0.0005,0.0005,0.0048,-133.23,-193.49,4414,5226.2,0.0025,0.0025,0.0152,270.63,182.58,15881,5.324e+09,0.0011187,0.0011187,0.0058915,1.8199e+09,1.7628e+09,1.1982e+10,1.1926e+10,1
816,3000,0.0015,0.0015,0.01,2.1798e+08,-6.6448e+07,4.7688e+09,5.72e+09,0.003,0.003,0.02,1.9505e+10,3.1036e+10,1.3924e+11,1.3924e+11,0.0015,0.0015,0.01,22.835,1.5979,6748,27881,0,0,0,-1.0919e+10,-1.6096e+10,2288.7,2370.8,0.0005,0.0005,0.0048,-159.64,-210.74,5344.2,5943.9,0.0025,0.0025,0.0152,304.98,217.77,16700,6.6333e+09,0.0011187,0.0011187,0.0058915,1.9546e+09,2.1379e+09,1.2446e+10,1.2384e+10,1
816,3500,0.0015,0.0015,0.01,2.367e+08,-5.9115e+07,5.1131e+09,6.1544e+09,0.003,0.003,0.02,1.9542e+10,3.8605e+10,1.3977e+11,1.3977e+11,0.0015,0.0015,0.01,25.718,1.0068,7321.1,28988,0,0,0,-1.0869e+10,-1.614e+10,2814,2917.2,0.0005,0.0005,0.0048,-174.95,-245.43,5926.1,6600.5,0.0025,0.0025,0.0152,331.5,235.17,17371,7.4234e+09,0.0011187,0.0011187,0.0058915,2.068e+09,2.4393e+09,1.2861e+10,1.2804e+10,1
816,4000,0.0015,0.0015,0.01,2.4919e+08,-5.4551e+07,5.3427e+09,6.444e+09,0.003,0.003,0.02,1.9573e+10,4.3547e+10,1.4015e+11,1.4015e+11,0.0015,0.0015,0.01,26.648,-0.36987,7745.3,29764,0,0,0,-1.0852e+10,-1.6175e+10,3157.1,3274.2,0.0005,0.0005,0.0048,-181.24,-266.69,6205,7036.8,0.0025,0.0025,0.0152,348.51,245.31,17842,8.007e+09,0.0011187,0.0011187,0.0058915,2.1492e+09,2.6471e+09,1.3166e+10,1.3116e+10,1
816,4500,0.0015,0.0015,0.01,2.5702e+08,-5.1693e+07,5.487e+09,6.6258e+09,0.003,0.003,0.02,1.9587e+10,4.6622e+10,1.4039e+11,1.4039e+11,0.0015,0.0015,0.01,28.089,-0.82085,8020.6,30264,0,0,0,-1.1626e+10,-1.6194e+10,3370.9,3496.5,0.0005,0.0005,0.0048,-184.01,-279.21,6358.4,7328.6,0.0025,0.0025,0.0152,362.4,259.58,18145,8.3576e+09,0.0011187,0.0011187,0.0058915,2.202e+09,2.7796e+09,1.3368e+10,1.3324e+10,1
816,5000,0.0015,0.0015,0.01,2.6178e+08,-5.0007e+07,5.5747e+09,6.7363e+09,0.003,0.003,0.02,1.9598e+10,4.8481e+10,1.4054e+11,1.4054e+11,0.0015,0.0015,0.01,29.819,-1.0094,8179.7,30570,0,0,0,-1.2094e+10,-1.6208e+10,3500,3630.8,0.0005,0.0005,0.0048,-188.93,-286.5,6511.7,7441.1,0.0025,0.0025,0.0152,371.24,263.47,18331,8.5768e+09,0.0011187,0.0011187,0.0058915,2.2347e+09,2.8608e+09,1.3494e+10,1.3454e+10,1
