%"Time","avg(Temp)"
10,311.92
20,326.24
30,339.83
40,352.48
50,364.17
60,374.95
70,384.96
80,394.3
90,403.11
100,411.45
110,419.41
120,427.03
130,434.37
140,441.44
150,448.28
160,454.91
170,461.35
180,467.61
190,473.7
200,479.65
210,485.46
220,491.13
230,496.69
240,502.13
250,507.47
260,512.71
270,517.86
280,522.92
290,527.89
300,532.79
310,537.61
320,542.36
330,547.04
340,551.65
350,556.2
360,560.69
370,565.11
380,569.48
390,573.8
400,578.06
410,582.26
420,586.42
430,590.52
440,594.57
450,598.57
460,602.53
470,606.43
480,610.29
490,614.1
500,617.87
510,621.59
520,625.27
530,628.9
540,632.5
550,636.04
560,639.55
570,643.01
580,646.43
590,649.81
600,653.16
610,656.46
620,659.72
630,662.94
640,666.12
650,669.26
660,672.36
670,675.43
680,678.46
690,681.45
700,684.4
710,687.31
720,690.19
730,693.03
740,695.83
750,698.6
760,701.33
770,704.03
780,706.68
790,709.31
800,711.89
810,714.44
820,716.96
830,719.43
840,721.87
850,724.28
860,726.65
870,728.98
880,731.28
890,733.55
900,735.77
910,737.96
920,740.12
930,742.24
940,744.32
950,746.37
960,748.38
970,750.35
980,752.3
990,754.2
1000,756.07
1010,757.9
1020,759.7
1030,761.47
1040,763.19
1050,764.89
1060,766.55
1070,768.17
1080,769.76
1090,771.32
1100,772.85
1110,774.34
1120,775.8
1130,777.22
1140,778.62
1150,779.98
1160,781.31
1170,782.61
1180,783.88
1190,785.12
1200,786.33
1210,787.51
1220,788.66
1230,789.78
1240,790.88
1250,791.95
1260,792.99
1270,794
1280,794.99
1290,795.96
1300,796.9
1310,797.81
1320,798.7
1330,799.57
1340,800.41
1350,801.24
1360,802.04
1370,802.82
1380,803.57
1390,804.31
1400,805.03
1410,805.72
1420,806.4
1430,807.06
1440,807.7
1450,808.33
1460,808.93
1470,809.52
1480,810.09
1490,810.65
1500,811.19
1510,811.72
1520,812.23
1530,812.72
1540,813.21
1550,813.67
1560,814.13
1570,814.57
1580,815
1590,815.42
1600,815.82
1610,816.21
1620,816.59
1630,816.96
1640,817.32
1650,817.67
1660,818.01
1670,818.34
1680,818.66
1690,818.97
1700,819.27
1710,819.56
1720,819.84
1730,820.12
1740,820.38
1750,820.64
1760,820.89
1770,821.14
1780,821.37
1790,821.6
1800,821.82
1810,822.04
1820,822.25
1830,822.45
1840,822.65
1850,822.84
1860,823.03
1870,823.21
1880,823.38
1890,823.55
1900,823.71
1910,823.87
1920,824.03
1930,824.18
1940,824.32
1950,824.46
1960,824.6
1970,824.73
1980,824.86
1990,824.98
2000,825.1
2010,825.22
2020,825.33
2030,825.44
2040,825.55
2050,825.65
2060,825.75
2070,825.85
2080,825.95
2090,826.04
2100,826.13
2110,826.21
2120,826.3
2130,826.38
2140,826.45
2150,826.53
2160,826.6
2170,826.68
2180,826.74
2190,826.81
2200,826.88
2210,826.94
2220,827
2230,827.06
2240,827.12
2250,827.17
2260,827.23
2270,827.28
2280,827.33
2290,827.38
2300,827.43
2310,827.47
2320,827.52
2330,827.56
2340,827.6
2350,827.65
2360,827.68
2370,827.72
2380,827.76
2390,827.8
2400,827.83
2410,827.87
2420,827.9
2430,827.93
2440,827.96
2450,827.99
2460,828.02
2470,828.05
2480,828.07
2490,828.1
2500,828.13
2510,828.15
2520,828.17
2530,828.2
2540,828.22
2550,828.24
2560,828.26
2570,828.28
2580,828.3
2590,828.32
2600,828.34
2610,828.36
2620,828.37
2630,828.39
2640,828.41
2650,828.42
2660,828.44
2670,828.45
2680,828.47
2690,828.48
2700,828.5
2710,828.51
2720,828.52
2730,828.53
2740,828.55
2750,828.56
2760,828.57
2770,828.58
2780,828.59
2790,828.6
2800,828.61
2810,828.62
2820,828.63
2830,828.64
2840,828.65
2850,828.66
2860,828.66
2870,828.67
2880,828.68
2890,828.69
2900,828.69
2910,828.7
2920,828.71
2930,828.71
2940,828.72
2950,828.73
2960,828.73
2970,828.74
2980,828.74
2990,828.75
3000,828.75
3010,828.76
3020,828.76
3030,828.77
3040,828.77
3050,828.78
3060,828.78
3070,828.79
3080,828.79
3090,828.79
3100,828.8
3110,828.8
3120,828.81
3130,828.81
3140,828.81
3150,828.82
3160,828.82
3170,828.82
3180,828.83
3190,828.83
3200,828.83
3210,828.83
3220,828.84
3230,828.84
3240,828.84
3250,828.84
3260,828.85
3270,828.85
3280,828.85
3290,828.85
3300,828.85
3310,828.86
3320,828.86
3330,828.86
3340,828.86
3350,828.86
3360,828.87
3370,828.87
3380,828.87
3390,828.87
3400,828.87
3410,828.87
3420,828.87
3430,828.88
3440,828.88
3450,828.88
3460,828.88
3470,828.88
3480,828.88
3490,828.88
3500,828.88
3510,828.88
3520,828.89
3530,828.89
3540,828.89
3550,828.89
3560,828.89
3570,828.89
3580,828.89
3590,828.89
3600,828.89
3610,828.89
3620,828.89
3630,828.89
3640,828.9
3650,828.9
3660,828.9
3670,828.9
3680,828.9
3690,828.9
3700,828.9
3710,828.9
3720,828.9
3730,828.9
3740,828.9
3750,828.9
3760,828.9
3770,828.9
3780,828.9
