%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(gammaRad)","max(X)","max(Y)","max(Z)","max(gammaRad)","med(X)","med(Y)","med(Z)","med(gammaRad)","min(X)","min(Y)","min(Z)","min(gammaRad)","q1(X)","q1(Y)","q1(Z)","q1(gammaRad)","q3(X)","q3(Y)","q3(Z)","q3(gammaRad)","std(X)","std(Y)","std(Z)","std(gammaRad)","vtkValidPointMask"
336,500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,1000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,1500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,2000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,2500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,3000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,3500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,4000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,4500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,5000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,5500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,6000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,6500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,7000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,7500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,8000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,8500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,9000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,9500,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
336,10000,0.0015,0.0015,0.01,0.0007056,0.003,0.003,0.02,0.0014695,0.0015,0.0015,0.01,0.00066712,0,0,0,0.00044313,0.0005,0.0005,0.005,0.00061278,0.0025,0.0025,0.015,0.00075876,0.0011197,0.0011197,0.0060643,0.00014969,1
