%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
336,500,0.0015,0.0015,0.01,6.9714,2.4897,1325.7,1957.7,0.003,0.003,0.02,1659.7,1930,7283.6,7286.6,0.0015,0.0015,0.01,0.78879,-0.53487,320.31,1181.3,0,0,0,-574.6,-1169.6,-1646.4,3.2658,0.0005,0.0005,0.005,-8.7812,-12.508,-480.8,424.95,0.0025,0.0025,0.015,11.608,11.067,3019.7,3020.4,0.0011197,0.0011197,0.0060643,148.57,203.48,2481.9,2035.1,1
336,1000,0.0015,0.0015,0.01,7.5891,3.3758,2167,2624.3,0.003,0.003,0.02,1680.8,1949.5,8014.7,8015.8,0.0015,0.0015,0.01,2.1138,0.49081,1635.8,1636.1,0,0,0,-580.16,-1187.3,-1167.7,83.412,0.0005,0.0005,0.005,-14.597,-15.927,-394.92,731.52,0.0025,0.0025,0.015,15.399,16.833,4773,4773.7,0.0011197,0.0011197,0.0060643,149.99,205.39,2667.9,2232.8,1
336,1500,0.0015,0.0015,0.01,8.9694,3.9967,2922.5,3030.2,0.003,0.003,0.02,1686.6,1954.8,8203.1,8204.3,0.0015,0.0015,0.01,2.3431,-0.12529,3023.7,3023.9,0,0,0,-581.6,-1192.2,-457.28,12.304,0.0005,0.0005,0.005,-15.47,-17.928,532.94,533.33,0.0025,0.0025,0.015,19.452,24.02,5179.8,5181.9,0.0011197,0.0011197,0.0060643,150.17,205.6,2425.1,2302.9,1
336,2000,0.0015,0.0015,0.01,10.334,4.7693,3671.8,3677.7,0.003,0.003,0.02,1689.4,1957.4,8293.7,8294.9,0.0015,0.0015,0.01,3.1237,2.1672,3716.2,3716.5,0,0,0,-582.29,-1194.6,692.54,702.52,0.0005,0.0005,0.005,-24.456,-24.299,1876,1876.1,0.0025,0.0025,0.015,31.221,30.152,5364.7,5365.4,0.0011197,0.0011197,0.0060643,153.21,207.12,1920.2,1926.2,1
336,2500,0.0015,0.0015,0.01,11.692,5.4583,4395.6,4402.6,0.003,0.003,0.02,1692.9,1960.6,8399.8,8401.1,0.0015,0.0015,0.01,3.0019,2.5859,4340.2,4340.8,0,0,0,-583.1,-1197.5,2050.8,2056.3,0.0005,0.0005,0.005,-28.866,-29.247,3114.2,3114.5,0.0025,0.0025,0.015,37.173,36.425,5496.2,5497.2,0.0011197,0.0011197,0.0060643,166.1,214.82,1414.7,1419,1
336,3000,0.0015,0.0015,0.01,12.841,6.033,5011.2,5019,0.003,0.003,0.02,1696.9,1964.2,8521.1,8522.4,0.0015,0.0015,0.01,4.4702,1.6152,4870.3,4870.8,0,0,0,-584.03,-1201,3107.3,3107.8,0.0005,0.0005,0.005,-33.808,-33.004,4220.3,4220.4,0.0025,0.0025,0.015,42.494,42.388,5707.6,5707.8,0.0011197,0.0011197,0.0060643,183.34,225.82,1053.1,1055.8,1
336,3500,0.0015,0.0015,0.01,13.675,6.456,5465,5473.5,0.003,0.003,0.02,1700.4,1967.4,8624.1,8625.4,0.0015,0.0015,0.01,3.9622,1.2252,5415.8,5416.2,0,0,0,-679.33,-1203.9,3844,3844.7,0.0005,0.0005,0.005,-37.558,-35.89,4842.6,4843,0.0025,0.0025,0.015,46.975,46.109,5998.8,5998.9,0.0011197,0.0011197,0.0060643,198.19,235.74,841.74,842.91,1
336,4000,0.0015,0.0015,0.01,14.233,6.7358,5767.7,5776.6,0.003,0.003,0.02,1702.9,1969.6,8697.4,8698.8,0.0015,0.0015,0.01,4.0443,1.4192,5696.4,5696.7,0,0,0,-765.64,-1300.3,4324.1,4324.8,0.0005,0.0005,0.005,-40.389,-37.942,5243.6,5251.5,0.0025,0.0025,0.015,48.087,47.503,6205,6209.4,0.0011197,0.0011197,0.0060643,208.84,243.04,737.25,737.15,1
336,4500,0.0015,0.0015,0.01,14.574,6.9095,5957.8,5967,0.003,0.003,0.02,1704.5,1971.1,8745,8746.3,0.0015,0.0015,0.01,4.2107,1.5722,5864,5864.4,0,0,0,-819.24,-1391.3,4622.2,4623,0.0005,0.0005,0.005,-41.837,-39.223,5480.9,5491.1,0.0025,0.0025,0.015,49.559,50.487,6274.6,6325.2,0.0011197,0.0011197,0.0060643,215.75,247.89,691.8,690.86,1
336,5000,0.0015,0.0015,0.01,14.785,7.0165,6073,6082.3,0.003,0.003,0.02,1747,1972,8774.4,8775.8,0.0015,0.0015,0.01,4.1677,2.0813,5974.7,5975.3,0,0,0,-851.55,-1446.2,4770.6,4776.6,0.0005,0.0005,0.005,-43.084,-40.193,5596.4,5620.5,0.0025,0.0025,0.015,50.299,51.136,6377.5,6436.1,0.0011197,0.0011197,0.0060643,220.04,250.91,673.19,671.76,1
336,5500,0.0015,0.0015,0.01,14.91,7.0801,6141.3,6150.7,0.003,0.003,0.02,1786.3,1972.5,8792,8793.4,0.0015,0.0015,0.01,4.0516,2.4601,6067.5,6071.5,0,0,0,-870.66,-1478.6,4789.9,4796,0.0005,0.0005,0.005,-43.823,-40.695,5681.2,5687.3,0.0025,0.0025,0.015,50.576,51.316,6466.4,6487.8,0.0011197,0.0011197,0.0060643,222.6,252.74,665.58,663.87,1
336,6000,0.0015,0.0015,0.01,14.987,7.1204,6181.3,6190.8,0.003,0.003,0.02,1809.3,1972.9,8802.3,8803.7,0.0015,0.0015,0.01,3.9775,2.6819,6106,6116.1,0,0,0,-881.83,-1497.5,4801.2,4807.3,0.0005,0.0005,0.005,-43.975,-40.844,5733.6,5741.6,0.0025,0.0025,0.015,50.873,51.713,6516.1,6525.6,0.0011197,0.0011197,0.0060643,224.12,253.82,662.34,660.46,1
336,6500,0.0015,0.0015,0.01,15.028,7.1366,6204.4,6213.9,0.003,0.003,0.02,1822.6,1973,8808.3,8809.7,0.0015,0.0015,0.01,3.9472,2.8468,6127.1,6135.1,0,0,0,-888.29,-1508.5,4807.7,4813.7,0.0005,0.0005,0.005,-44.064,-40.905,5775.1,5781.5,0.0025,0.0025,0.015,51.112,51.795,6536.9,6539.7,0.0011197,0.0011197,0.0060643,224.99,254.45,660.87,658.91,1
336,7000,0.0015,0.0015,0.01,15.05,7.1496,6217.5,6227,0.003,0.003,0.02,1830.2,1973.1,8811.5,8813,0.0015,0.0015,0.01,3.9044,2.9268,6141,6147.3,0,0,0,-891.98,-1514.7,4811.4,4817.4,0.0005,0.0005,0.005,-44.056,-40.952,5798.7,5804.3,0.0025,0.0025,0.015,51.325,51.84,6552.3,6555,0.0011197,0.0011197,0.0060643,225.5,254.8,660.17,658.15,1
336,7500,0.0015,0.0015,0.01,15.063,7.1582,6225,6234.5,0.003,0.003,0.02,1834.5,1973.2,8813.5,8814.9,0.0015,0.0015,0.01,3.8978,2.9293,6144.9,6154.3,0,0,0,-894.07,-1518.3,4813.5,4819.6,0.0005,0.0005,0.005,-44.106,-40.979,5808.5,5812,0.0025,0.0025,0.015,51.389,51.887,6561,6563.8,0.0011197,0.0011197,0.0060643,225.78,255.01,659.81,657.77,1
336,8000,0.0015,0.0015,0.01,15.074,7.1633,6229.3,6238.8,0.003,0.003,0.02,1837,1973.2,8814.6,8816,0.0015,0.0015,0.01,3.8982,2.9546,6152.1,6159.7,0,0,0,-895.26,-1520.3,4814.7,4820.7,0.0005,0.0005,0.005,-44.13,-40.982,5812.7,5815,0.0025,0.0025,0.015,51.407,51.94,6564.4,6567.5,0.0011197,0.0011197,0.0060643,225.95,255.12,659.63,657.57,1
336,8500,0.0015,0.0015,0.01,15.077,7.1634,6231.7,6241.2,0.003,0.003,0.02,1838.4,1973.2,8815.2,8816.6,0.0015,0.0015,0.01,3.8691,3.0158,6155.5,6162.2,0,0,0,-895.95,-1521.5,4815.3,4821.4,0.0005,0.0005,0.005,-44.085,-41.017,5813.7,5817.7,0.0025,0.0025,0.015,51.455,51.929,6565.1,6568.2,0.0011197,0.0011197,0.0060643,226.05,255.19,659.52,657.45,1
336,9000,0.0015,0.0015,0.01,15.079,7.1645,6232.9,6242.5,0.003,0.003,0.02,1839.1,1973.2,8815.5,8816.9,0.0015,0.0015,0.01,3.8891,2.9907,6156.9,6163.6,0,0,0,-896.31,-1522.1,4815.7,4821.7,0.0005,0.0005,0.005,-44.123,-41.016,5814.1,5819.9,0.0025,0.0025,0.015,51.488,51.947,6565.3,6568.4,0.0011197,0.0011197,0.0060643,226.09,255.22,659.47,657.4,1
336,9500,0.0015,0.0015,0.01,15.079,7.164,6233.5,6243.1,0.003,0.003,0.02,1839.5,1973.2,8815.5,8817,0.0015,0.0015,0.01,3.8996,2.9718,6157.5,6164.3,0,0,0,-896.49,-1522.4,4815.8,4821.9,0.0005,0.0005,0.005,-44.135,-41.014,5814.2,5820.9,0.0025,0.0025,0.015,51.444,51.968,6565.5,6568.6,0.0011197,0.0011197,0.0060643,226.11,255.24,659.44,657.36,1
336,10000,0.0015,0.0015,0.01,15.079,7.164,6233.5,6243.1,0.003,0.003,0.02,1839.5,1973.2,8815.5,8817,0.0015,0.0015,0.01,3.8996,2.9718,6157.5,6164.3,0,0,0,-896.49,-1522.4,4815.8,4821.9,0.0005,0.0005,0.005,-44.135,-41.014,5814.2,5820.9,0.0025,0.0025,0.015,51.444,51.968,6565.5,6568.6,0.0011197,0.0011197,0.0060643,226.11,255.24,659.44,657.36,1
