%"Time","avg(Temp)"
500,407.37
1000,499.25
1500,586.59
2000,663.8
2500,722.93
3000,763.27
3500,789.22
4000,805.36
4500,815.16
5000,821.04
5500,824.53
6000,826.59
6500,827.79
7000,828.49
7500,828.89
8000,829.12
8500,829.26
9000,829.33
9500,829.37
10000,829.37
