%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
336,10,0.0015,0.0015,0.01,0.95926,-4.3218,5515.5,6197.4,0.003,0.003,0.02,5046.3,5976.8,57236,57310,0.0015,0.0015,0.01,-0.045034,-0.042646,77.417,615.93,0,0,0,-3288,-11006,-3245.9,1.4586,0.0005,0.0005,0.005,-10.231,-13.82,-127.07,105.99,0.0025,0.0025,0.015,11.825,10.64,2740.2,3143.9,0.0011197,0.0011197,0.0060643,524.94,921.63,13343,13083,1
336,20,0.0015,0.0015,0.01,2.5432,-1.7515,5597.4,6280.4,0.003,0.003,0.02,4735,5992.7,54628,54715,0.0015,0.0015,0.01,-0.098691,-0.073532,95.402,714.01,0,0,0,-2974.6,-10892,-3203.6,3.8507,0.0005,0.0005,0.005,-10.6,-15.618,-134.99,112.77,0.0025,0.0025,0.015,8.2046,11.354,3153.4,3206,0.0011197,0.0011197,0.0060643,500.83,918.64,13029,12756,1
336,30,0.0015,0.0015,0.01,4.1538,0.42223,5713.4,6397.4,0.003,0.003,0.02,4460.2,5995.5,51096,51198,0.0015,0.0015,0.01,-0.069822,-0.063487,120.1,857.64,0,0,0,-2709.5,-10782,-3159.4,7.4885,0.0005,0.0005,0.005,-11.412,-15.867,-142.95,125.27,0.0025,0.0025,0.015,11.652,13.119,3751.9,3760.2,0.0011197,0.0011197,0.0060643,478.96,916.26,12634,12344,1
336,40,0.0015,0.0015,0.01,5.0162,1.092,5841,6526,0.003,0.003,0.02,4309,5904,47419,47527,0.0015,0.0015,0.01,0.026728,-0.10036,150.82,1021.6,0,0,0,-2613.6,-10599,-3113.6,12.295,0.0005,0.0005,0.005,-10.63,-15.558,-150.94,150.93,0.0025,0.0025,0.015,11.163,15.069,4483.9,4493.3,0.0011197,0.0011197,0.0060643,463.54,904.33,12252,11944,1
336,50,0.0015,0.0015,0.01,5.1336,1.2966,5965.8,6651.4,0.003,0.003,0.02,4167.8,5708.5,44016,44122,0.0015,0.0015,0.01,0.047425,-0.0060144,187.33,1124.6,0,0,0,-2523.6,-10276,-3066.8,12.932,0.0005,0.0005,0.005,-12.176,-15.937,-158.91,185.38,0.0025,0.0025,0.015,13.588,17.766,5313.3,5323.7,0.0011197,0.0011197,0.0060643,448.08,877.77,11916,11588,1
336,60,0.0015,0.0015,0.01,4.9316,1.9843,6080.1,6765.8,0.003,0.003,0.02,3988.7,5459.6,41044,41145,0.0015,0.0015,0.01,0.15456,-0.066191,229.75,1195.1,0,0,0,-2437,-9850.7,-3019.1,9.8049,0.0005,0.0005,0.005,-11.66,-16.95,-166.84,226.78,0.0025,0.0025,0.015,14.036,19.233,6216.6,6227.8,0.0011197,0.0011197,0.0060643,430.72,841.98,11622,11275,1
336,70,0.0015,0.0015,0.01,4.6738,3.1902,6181.5,6866.8,0.003,0.003,0.02,3789.4,5201.8,39133,39136,0.0015,0.0015,0.01,0.71344,0.22132,278.68,1336.5,0,0,0,-2349.2,-9393.5,-2971.1,5.7319,0.0005,0.0005,0.005,-13.442,-18.217,-174.64,259.86,0.0025,0.0025,0.015,15.265,23.895,7176.8,7188.7,0.0011197,0.0011197,0.0060643,412.85,803.86,11356,10991,1
336,80,0.0015,0.0015,0.01,4.3809,4.6192,6270,6954.8,0.003,0.003,0.02,3592.9,4957.3,37807,37811,0.0015,0.0015,0.01,0.58289,0.25699,334.6,1389.3,0,0,0,-2259.8,-8950.2,-2922.9,3.9404,0.0005,0.0005,0.005,-14.68,-19.451,-182.29,279.91,0.0025,0.0025,0.015,18.503,23.034,8176.3,8188.7,0.0011197,0.0011197,0.0060643,395.76,767.51,11107,10725,1
336,90,0.0015,0.0015,0.01,3.9574,5.9811,6346.9,7031,0.003,0.003,0.02,3411,4732.9,36424,36430,0.0015,0.0015,0.01,1.0481,0.20445,398.17,1462.1,0,0,0,-2171.7,-8539.6,-2874.8,1.3056,0.0005,0.0005,0.005,-16.654,-21.127,-189.69,291.17,0.0025,0.0025,0.015,19.392,27.309,9193.7,9206.3,0.0011197,0.0011197,0.0060643,380.05,734.49,10871,10473,1
336,100,0.0015,0.0015,0.01,3.3502,7.0833,6413.7,7097.1,0.003,0.003,0.02,3247.5,4529.9,35070,35077,0.0015,0.0015,0.01,0.98337,0.18236,469.94,1583.2,0,0,0,-2087.9,-8167.2,-2827.1,2.0117,0.0005,0.0005,0.005,-17.567,-21.589,-196.8,317.42,0.0025,0.0025,0.015,20.21,31.696,10204,10216,0.0011197,0.0011197,0.0060643,365.85,704.98,10646,10233,1
336,110,0.0015,0.0015,0.01,2.5959,7.8683,6471.6,7154.4,0.003,0.003,0.02,3102.2,4347,33790,33797,0.0015,0.0015,0.01,0.8398,0.14725,550.45,1686.5,0,0,0,-2010,-7832.1,-2780,5.6515,0.0005,0.0005,0.005,-19.069,-20.775,-203.55,336.23,0.0025,0.0025,0.015,21.87,34.244,11181,11193,0.0011197,0.0011197,0.0060643,353.13,678.6,10432,10004,1
336,120,0.0015,0.0015,0.01,1.7799,8.3922,6522,7203.9,0.003,0.003,0.02,2973.4,4182.2,32603,32610,0.0015,0.0015,0.01,1.079,0.44679,640.25,1804.6,0,0,0,-1938.3,-7531.2,-2733.6,10.362,0.0005,0.0005,0.005,-20.879,-20.607,-209.7,358.13,0.0025,0.0025,0.015,26.797,36.634,12038,12045,0.0011197,0.0011197,0.0060643,341.75,654.84,10227,9784.7,1
336,130,0.0015,0.0015,0.01,0.98401,8.7618,6565.9,7246.7,0.003,0.003,0.02,2859,4033.4,31511,31519,0.0015,0.0015,0.01,1.5756,0.77396,739.86,1864.9,0,0,0,-1872.7,-7260.5,-2688,21.578,0.0005,0.0005,0.005,-21.911,-21.911,-215.29,388.24,0.0025,0.0025,0.015,27.249,36.965,12845,12849,0.0011197,0.0011197,0.0060643,331.59,633.23,10031,9575.9,1
336,140,0.0015,0.0015,0.01,0.26207,9.0725,6604.4,7283.9,0.003,0.003,0.02,2756.9,3898.8,30510,30518,0.0015,0.0015,0.01,1.6288,0.85165,849.8,1856.1,0,0,0,-1812.6,-7015.9,-2643.3,33.856,0.0005,0.0005,0.005,-22.456,-22.193,-220.32,432.63,0.0025,0.0025,0.015,27.453,39.226,13636,13642,0.0011197,0.0011197,0.0060643,322.47,613.43,9844.2,9376.7,1
336,150,0.0015,0.0015,0.01,-0.35948,9.3801,6638.4,7316.2,0.003,0.003,0.02,2665.2,3776.3,29591,29599,0.0015,0.0015,0.01,1.6988,1.1528,970.6,1911.8,0,0,0,-1757.4,-6793.9,-2599.6,46.101,0.0005,0.0005,0.005,-23.288,-21.721,-224.72,467.36,0.0025,0.0025,0.015,28.275,44.584,14128,14130,0.0011197,0.0011197,0.0060643,314.25,595.17,9665.9,9186.7,1
336,160,0.0015,0.0015,0.01,-0.87082,9.7012,6668.6,7344.6,0.003,0.003,0.02,2582.2,3664.4,28745,28753,0.0015,0.0015,0.01,1.7823,1.092,1103,2021.9,0,0,0,-1706.7,-6591.4,-2556.9,40.891,0.0005,0.0005,0.005,-23.002,-21.679,-228.41,516.95,0.0025,0.0025,0.015,30.112,45,14733,14735,0.0011197,0.0011197,0.0060643,306.79,578.27,9495.7,9005.3,1
336,170,0.0015,0.0015,0.01,-1.2703,10.028,6695.8,7369.5,0.003,0.003,0.02,2506.8,3561.8,27965,27973,0.0015,0.0015,0.01,1.3912,1.3889,1247.5,2197.9,0,0,0,-1659.9,-6405.8,-2515.2,34.51,0.0005,0.0005,0.005,-22.863,-21.689,-231.33,574.46,0.0025,0.0025,0.015,30.052,44.392,15245,15247,0.0011197,0.0011197,0.0060643,299.98,562.58,9333.1,8832.2,1
336,180,0.0015,0.0015,0.01,-1.559,10.347,6720.3,7391.4,0.003,0.003,0.02,2437.6,3467.2,27376,27379,0.0015,0.0015,0.01,1.3861,1.4228,1404.3,2276.6,0,0,0,-1616.7,-6235,-2474.6,26.925,0.0005,0.0005,0.005,-24.04,-22.93,-233.44,625.88,0.0025,0.0025,0.015,30.381,43.996,15666,15668,0.0011197,0.0011197,0.0060643,293.71,547.98,9177.6,8666.9,1
336,190,0.0015,0.0015,0.01,-1.7449,10.641,6742.6,7410.7,0.003,0.003,0.02,2374.1,3379.8,27002,27005,0.0015,0.0015,0.01,1.5543,1.4424,1573.6,2287.5,0,0,0,-1576.6,-6077.2,-2434.9,17.962,0.0005,0.0005,0.005,-24.169,-24.473,-234.54,657.91,0.0025,0.0025,0.015,31.181,44.028,16003,16005,0.0011197,0.0011197,0.0060643,287.93,534.39,9028.6,8508.8,1
336,200,0.0015,0.0015,0.01,-1.8347,10.905,6762.9,7427.6,0.003,0.003,0.02,2315.4,3298.8,26616,26619,0.0015,0.0015,0.01,1.6155,2.5397,1755.7,2251.4,0,0,0,-1539.3,-5930.8,-2396.3,7.4546,0.0005,0.0005,0.005,-24.544,-25.673,-234.61,702.36,0.0025,0.0025,0.015,31.363,45.477,16191,16194,0.0011197,0.0011197,0.0060643,282.56,521.72,8885.6,8357.4,1
