%"Time","avg(Temp)"
10,315.53
20,332.79
30,347.63
40,360.49
50,371.92
60,382.34
70,392.01
80,401.1
90,409.7
100,417.9
110,425.75
120,433.28
130,440.52
140,447.51
150,454.26
160,460.8
170,467.16
180,473.34
190,479.36
200,485.24
210,490.98
220,496.61
230,502.12
240,507.54
250,512.85
260,518.08
270,523.23
280,528.3
290,533.29
300,538.21
310,543.07
320,547.85
330,552.58
340,557.25
350,561.85
360,566.4
370,570.89
380,575.33
390,579.72
400,584.05
410,588.33
420,592.55
430,596.73
440,600.86
450,604.94
460,608.98
470,612.97
480,616.91
490,620.8
500,624.65
510,628.46
520,632.22
530,635.94
540,639.62
550,643.26
560,646.85
570,650.4
580,653.91
590,657.38
600,660.81
610,664.21
620,667.56
630,670.87
640,674.15
650,677.38
660,680.58
670,683.74
680,686.86
690,689.95
700,692.99
710,696
720,698.97
730,701.9
740,704.8
750,707.65
760,710.46
770,713.23
780,715.97
790,718.66
800,721.31
810,723.92
820,726.49
830,729.01
840,731.49
850,733.93
860,736.33
870,738.68
880,740.99
890,743.26
900,745.48
910,747.66
920,749.79
930,751.88
940,753.93
950,755.93
960,757.9
970,759.81
980,761.69
990,763.52
1000,765.31
1010,767.06
1020,768.76
1030,770.43
1040,772.06
1050,773.64
1060,775.19
1070,776.69
1080,778.16
1090,779.59
1100,780.99
1110,782.35
1120,783.67
1130,784.96
1140,786.21
1150,787.43
1160,788.61
1170,789.77
1180,790.89
1190,791.98
1200,793.04
1210,794.07
1220,795.07
1230,796.05
1240,796.99
1250,797.91
1260,798.8
1270,799.67
1280,800.51
1290,801.33
1300,802.12
1310,802.89
1320,803.64
1330,804.37
1340,805.07
1350,805.76
1360,806.42
1370,807.06
1380,807.69
1390,808.29
1400,808.88
1410,809.45
1420,810
1430,810.54
1440,811.06
1450,811.56
1460,812.05
1470,812.53
1480,812.99
1490,813.43
1500,813.86
1510,814.28
1520,814.69
1530,815.08
1540,815.46
1550,815.83
1560,816.19
1570,816.54
1580,816.87
1590,817.2
1600,817.52
1610,817.82
1620,818.12
1630,818.41
1640,818.68
1650,818.95
1660,819.22
1670,819.47
1680,819.71
1690,819.95
1700,820.18
1710,820.4
1720,820.62
1730,820.83
1740,821.03
1750,821.23
1760,821.42
1770,821.6
1780,821.78
1790,821.95
1800,822.12
1810,822.28
1820,822.44
1830,822.59
1840,822.74
1850,822.88
1860,823.02
1870,823.15
1880,823.28
1890,823.4
1900,823.53
1910,823.64
1920,823.76
1930,823.87
1940,823.97
1950,824.08
1960,824.18
1970,824.27
1980,824.37
1990,824.46
2000,824.54
2010,824.63
2020,824.71
2030,824.79
2040,824.87
2050,824.94
2060,825.01
2070,825.08
2080,825.15
2090,825.22
2100,825.28
2110,825.34
2120,825.4
2130,825.46
2140,825.51
2150,825.57
2160,825.62
2170,825.67
2180,825.72
2190,825.77
2200,825.81
2210,825.86
2220,825.9
2230,825.94
2240,825.98
2250,826.02
2260,826.06
2270,826.09
2280,826.13
2290,826.16
2300,826.2
2310,826.23
2320,826.26
2330,826.29
2340,826.32
2350,826.35
2360,826.37
2370,826.4
2380,826.42
2390,826.45
2400,826.47
2410,826.5
2420,826.52
2430,826.54
2440,826.56
2450,826.58
2460,826.6
2470,826.62
2480,826.63
2490,826.65
2500,826.67
2510,826.68
2520,826.7
2530,826.72
2540,826.73
2550,826.74
2560,826.76
2570,826.77
2580,826.78
2590,826.8
2600,826.81
2610,826.82
2620,826.83
2630,826.84
2640,826.85
2650,826.86
2660,826.87
2670,826.88
2680,826.89
2690,826.9
2700,826.91
2710,826.92
2720,826.93
2730,826.93
2740,826.94
2750,826.95
2760,826.96
2770,826.96
2780,826.97
2790,826.98
2800,826.98
2810,826.99
2820,826.99
2830,827
2840,827.01
2850,827.01
2860,827.02
2870,827.02
2880,827.03
2890,827.03
2900,827.03
2910,827.04
2920,827.04
2930,827.05
2940,827.05
2950,827.05
2960,827.06
2970,827.06
2980,827.06
2990,827.07
3000,827.07
3010,827.07
3020,827.08
3030,827.08
3040,827.08
3050,827.08
3060,827.09
3070,827.09
3080,827.09
3090,827.09
3100,827.1
3110,827.1
3120,827.1
3130,827.1
3140,827.1
3150,827.11
3160,827.11
3170,827.11
3180,827.11
3190,827.11
3200,827.11
3210,827.12
3220,827.12
3230,827.12
3240,827.12
3250,827.12
3260,827.12
3270,827.12
3280,827.12
3290,827.13
3300,827.13
3310,827.13
3320,827.13
3330,827.13
3340,827.13
3350,827.13
3360,827.13
3370,827.13
3380,827.13
3390,827.13
3400,827.13
3410,827.13
3420,827.13
3430,827.14
3440,827.14
3450,827.14
3460,827.14
3470,827.14
3480,827.14
3490,827.14
3500,827.14
3510,827.14
3520,827.14
3530,827.14
3540,827.14
3550,827.14
3560,827.14
3570,827.14
3580,827.14
3590,827.14
3600,827.14
3610,827.14
3620,827.14
3630,827.14
3640,827.14
3650,827.14
3660,827.14
3670,827.14
3680,827.14
3690,827.14
3700,827.14
3710,827.14
3720,827.14
3730,827.14
3740,827.14
3750,827.14
3760,827.14
3770,827.14
3780,827.14
3790,827.14
3800,827.14
3810,827.14
3820,827.14
3830,827.14
3840,827.14
3850,827.14
3860,827.14
3870,827.14
3880,827.14
3890,827.14
3900,827.14
3910,827.14
3920,827.14
3930,827.14
3940,827.14
3950,827.14
3960,827.14
3970,827.14
3980,827.14
3990,827.14
4000,827.14
4010,827.14
4020,827.14
4030,827.14
4040,827.14
4050,827.14
4060,827.14
4070,827.14
4080,827.14
4090,827.14
4100,827.14
4110,827.14
4120,827.14
4130,827.14
4140,827.14
4150,827.14
4160,827.14
4170,827.14
4180,827.14
4190,827.14
4200,827.14
4210,827.14
4220,827.14
4230,827.14
4240,827.14
4250,827.14
4260,827.14
4270,827.14
4280,827.14
4290,827.14
4300,827.14
4310,827.14
4320,827.14
4330,827.14
4340,827.14
4350,827.14
4360,827.14
4370,827.14
4380,827.14
4390,827.14
4400,827.14
4410,827.14
4420,827.14
4430,827.14
4440,827.14
4450,827.14
4460,827.14
4470,827.14
4480,827.14
4490,827.14
4500,827.14
4510,827.14
4520,827.14
4530,827.14
4540,827.14
4550,827.14
4560,827.14
4570,827.14
4580,827.14
4590,827.14
4600,827.14
4610,827.14
4620,827.14
4630,827.14
4640,827.14
4650,827.14
4660,827.14
4670,827.14
4680,827.14
4690,827.14
4700,827.14
4710,827.14
4720,827.14
4730,827.14
4740,827.14
4750,827.14
4760,827.14
4770,827.14
4780,827.14
4790,827.14
4800,827.14
4810,827.14
4820,827.14
4830,827.14
4840,827.14
4850,827.14
4860,827.14
4870,827.14
4880,827.14
4890,827.14
4900,827.14
4910,827.14
4920,827.14
4930,827.14
4940,827.14
4950,827.14
4960,827.14
4970,827.14
4980,827.14
4990,827.14
5000,827.14
