%"Time","avg(Temp)"
10,312.19
20,326.51
30,339.8
40,351.9
50,362.93
60,373.08
70,382.51
80,391.36
90,399.73
100,407.68
110,415.28
120,422.56
130,429.57
140,436.33
150,442.87
160,449.21
170,455.36
180,461.35
190,467.18
200,472.87
210,478.42
220,483.84
230,489.15
240,494.35
250,499.45
260,504.45
270,509.35
280,514.17
290,518.91
300,523.56
310,528.14
320,532.65
330,537.1
340,541.47
350,545.78
360,550.04
370,554.23
380,558.37
390,562.46
400,566.49
410,570.48
420,574.41
430,578.3
440,582.15
450,585.95
460,589.71
470,593.43
480,597.1
490,600.74
500,604.34
510,607.91
520,611.44
530,614.93
540,618.39
550,621.81
560,625.2
570,628.56
580,631.89
590,635.19
600,638.45
610,641.69
620,644.89
630,648.07
640,651.21
650,654.33
660,657.42
670,660.48
680,663.51
690,666.52
700,669.49
710,672.44
720,675.36
730,678.25
740,681.12
750,683.95
760,686.76
770,689.54
780,692.29
790,695.01
800,697.71
810,700.37
820,703.01
830,705.62
840,708.19
850,710.74
860,713.26
870,715.75
880,718.2
890,720.63
900,723.02
910,725.38
920,727.72
930,730.01
940,732.28
950,734.51
960,736.71
970,738.88
980,741.02
990,743.12
1000,745.18
1010,747.22
1020,749.22
1030,751.18
1040,753.11
1050,755.01
1060,756.87
1070,758.7
1080,760.5
1090,762.26
1100,763.99
1110,765.68
1120,767.35
1130,768.97
1140,770.57
1150,772.13
1160,773.66
1170,775.16
1180,776.63
1190,778.06
1200,779.47
1210,780.84
1220,782.18
1230,783.5
1240,784.78
1250,786.04
1260,787.26
1270,788.46
1280,789.63
1290,790.78
1300,791.89
1310,792.99
1320,794.05
1330,795.09
1340,796.11
1350,797.1
1360,798.06
1370,799.01
1380,799.93
1390,800.83
1400,801.7
1410,802.56
1420,803.39
1430,804.21
1440,805
1450,805.77
1460,806.53
1470,807.26
1480,807.98
1490,808.67
1500,809.36
1510,810.02
1520,810.67
1530,811.3
1540,811.91
1550,812.51
1560,813.09
1570,813.66
1580,814.21
1590,814.75
1600,815.27
1610,815.79
1620,816.28
1630,816.77
1640,817.24
1650,817.7
1660,818.15
1670,818.59
1680,819.01
1690,819.42
1700,819.83
1710,820.22
1720,820.6
1730,820.97
1740,821.33
1750,821.69
1760,822.03
1770,822.36
1780,822.69
1790,823
1800,823.31
1810,823.61
1820,823.9
1830,824.18
1840,824.46
1850,824.73
1860,824.99
1870,825.25
1880,825.49
1890,825.73
1900,825.97
1910,826.2
1920,826.42
1930,826.63
1940,826.84
1950,827.05
1960,827.25
1970,827.44
1980,827.63
1990,827.81
2000,827.99
2010,828.16
2020,828.33
2030,828.5
2040,828.66
2050,828.81
2060,828.96
2070,829.11
2080,829.25
2090,829.39
2100,829.53
2110,829.66
2120,829.79
2130,829.91
2140,830.03
2150,830.15
2160,830.26
2170,830.37
2180,830.48
2190,830.59
2200,830.69
2210,830.79
2220,830.89
2230,830.98
2240,831.07
2250,831.16
2260,831.25
2270,831.33
2280,831.41
2290,831.49
2300,831.57
2310,831.65
2320,831.72
2330,831.79
2340,831.86
2350,831.93
2360,831.99
2370,832.06
2380,832.12
2390,832.18
2400,832.24
2410,832.3
2420,832.35
2430,832.4
2440,832.46
2450,832.51
2460,832.56
2470,832.6
2480,832.65
2490,832.7
2500,832.74
2510,832.78
2520,832.83
2530,832.87
2540,832.91
2550,832.94
2560,832.98
2570,833.02
2580,833.05
2590,833.09
2600,833.12
2610,833.15
2620,833.18
2630,833.22
2640,833.24
2650,833.27
2660,833.3
2670,833.33
2680,833.36
2690,833.38
2700,833.41
2710,833.43
2720,833.46
2730,833.48
2740,833.5
2750,833.52
2760,833.54
2770,833.56
2780,833.58
2790,833.6
2800,833.62
2810,833.64
2820,833.66
2830,833.67
2840,833.69
2850,833.71
2860,833.72
2870,833.74
2880,833.75
2890,833.77
2900,833.78
2910,833.79
2920,833.81
2930,833.82
2940,833.83
2950,833.84
2960,833.86
2970,833.87
2980,833.88
2990,833.89
3000,833.9
3010,833.91
3020,833.92
3030,833.93
3040,833.94
3050,833.95
3060,833.96
3070,833.96
3080,833.97
3090,833.98
3100,833.99
3110,834
3120,834
3130,834.01
3140,834.02
3150,834.02
3160,834.03
3170,834.04
3180,834.04
3190,834.05
3200,834.06
3210,834.06
3220,834.07
3230,834.07
3240,834.08
3250,834.08
3260,834.09
3270,834.09
3280,834.1
3290,834.1
3300,834.11
3310,834.11
3320,834.11
3330,834.12
3340,834.12
3350,834.13
3360,834.13
3370,834.13
3380,834.14
3390,834.14
3400,834.14
3410,834.15
3420,834.15
3430,834.15
3440,834.15
3450,834.16
3460,834.16
3470,834.16
3480,834.16
3490,834.17
3500,834.17
3510,834.17
3520,834.17
3530,834.18
3540,834.18
3550,834.18
3560,834.18
3570,834.18
3580,834.18
3590,834.19
3600,834.19
3610,834.19
3620,834.19
3630,834.19
3640,834.19
3650,834.2
3660,834.2
3670,834.2
3680,834.2
3690,834.2
3700,834.2
3710,834.2
3720,834.2
3730,834.21
3740,834.21
3750,834.21
3760,834.21
3770,834.21
3780,834.21
3790,834.21
3800,834.21
3810,834.21
3820,834.21
3830,834.21
3840,834.21
3850,834.22
3860,834.22
3870,834.22
3880,834.22
3890,834.22
3900,834.22
3910,834.22
3920,834.22
3930,834.22
3940,834.22
3950,834.22
3960,834.22
3970,834.22
3980,834.22
3990,834.22
4000,834.22
4010,834.22
4020,834.22
4030,834.22
4040,834.22
4050,834.22
4060,834.22
4070,834.22
4080,834.22
4090,834.22
4100,834.22
4110,834.22
4120,834.22
4130,834.22
4140,834.22
4150,834.22
4160,834.22
4170,834.22
4180,834.22
4190,834.22
4200,834.22
4210,834.22
4220,834.22
4230,834.22
4240,834.22
4250,834.22
4260,834.22
4270,834.22
4280,834.22
4290,834.22
4300,834.22
4310,834.22
4320,834.22
4330,834.22
4340,834.22
4350,834.22
4360,834.22
4370,834.22
4380,834.22
4390,834.22
4400,834.22
4410,834.22
4420,834.22
4430,834.22
4440,834.22
4450,834.22
4460,834.22
4470,834.22
4480,834.22
4490,834.22
4500,834.22
4510,834.22
4520,834.22
4530,834.22
4540,834.22
4550,834.22
4560,834.22
4570,834.22
4580,834.22
4590,834.22
4600,834.22
4610,834.22
4620,834.22
4630,834.22
4640,834.22
4650,834.22
4660,834.22
4670,834.22
4680,834.22
4690,834.22
4700,834.22
4710,834.22
4720,834.22
4730,834.22
4740,834.22
4750,834.22
4760,834.22
4770,834.22
4780,834.22
4790,834.22
4800,834.22
4810,834.22
4820,834.22
4830,834.22
4840,834.22
4850,834.22
4860,834.22
4870,834.22
4880,834.22
4890,834.22
4900,834.22
4910,834.22
4920,834.22
4930,834.22
4940,834.22
4950,834.22
4960,834.22
4970,834.22
4980,834.22
