%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(gammaRad)","max(X)","max(Y)","max(Z)","max(gammaRad)","med(X)","med(Y)","med(Z)","med(gammaRad)","min(X)","min(Y)","min(Z)","min(gammaRad)","q1(X)","q1(Y)","q1(Z)","q1(gammaRad)","q3(X)","q3(Y)","q3(Z)","q3(gammaRad)","std(X)","std(Y)","std(Z)","std(gammaRad)","vtkValidPointMask"
816,500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,1000,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,1500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,2000,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,2500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,3000,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,3500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,4000,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,4500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,5000,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,5500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,6000,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
816,6500,0.0015,0.0015,0.01,0.00076991,0.003,0.003,0.02,0.0028292,0.0015,0.0015,0.01,0.0006838,0,0,0,0.00027052,0.0005,0.0005,0.0048,0.00056775,0.0025,0.0025,0.0152,0.0008917,0.0011187,0.0011187,0.0058915,0.00029735,1
