%"Time","avg(Temp)"
1,300
2,301.28
3,305.72
4,310.07
5,314.35
6,318.55
7,322.64
8,326.63
9,330.5
10,334.25
11,337.88
12,341.39
13,344.79
14,348.08
15,351.27
16,354.36
17,357.36
18,360.28
19,363.13
20,365.9
21,368.6
22,371.25
23,373.84
24,376.37
25,378.86
26,381.29
27,383.69
28,386.05
29,388.36
30,390.64
31,392.89
32,395.1
33,397.28
34,399.43
35,401.55
36,403.65
37,405.71
38,407.76
39,409.77
40,411.76
41,413.73
42,415.68
43,417.61
44,419.51
45,421.4
46,423.26
47,425.11
48,426.94
49,428.75
50,430.54
51,432.31
52,434.07
53,435.82
54,437.54
55,439.26
56,440.96
57,442.64
58,444.31
59,445.97
60,447.61
61,449.24
62,450.85
63,452.46
64,454.05
65,455.63
66,457.2
67,458.76
68,460.3
69,461.84
70,463.36
71,464.88
72,466.38
73,467.88
74,469.36
75,470.83
76,472.3
77,473.75
78,475.2
79,476.64
80,478.07
81,479.49
82,480.9
83,482.3
84,483.7
85,485.08
86,486.46
87,487.83
88,489.2
89,490.55
90,491.9
91,493.24
92,494.57
93,495.9
94,497.22
95,498.53
96,499.84
97,501.14
98,502.43
99,503.72
100,505
101,506.27
102,507.54
103,508.8
104,510.06
105,511.31
106,512.55
107,513.79
108,515.02
109,516.25
110,517.47
111,518.69
112,519.9
113,521.1
114,522.3
115,523.5
116,524.69
117,525.87
118,527.05
119,528.23
120,529.4
121,530.56
122,531.72
123,532.88
124,534.03
125,535.18
126,536.32
127,537.45
128,538.59
129,539.72
130,540.84
131,541.96
132,543.08
133,544.19
134,545.29
135,546.4
136,547.5
137,548.59
138,549.68
139,550.77
140,551.85
141,552.93
142,554.01
143,555.08
144,556.15
145,557.21
146,558.27
147,559.33
148,560.38
149,561.43
150,562.48
151,563.52
152,564.56
153,565.6
154,566.63
155,567.66
156,568.69
157,569.71
158,570.73
159,571.74
160,572.76
161,573.76
162,574.77
163,575.77
164,576.77
165,577.77
166,578.76
167,579.75
168,580.74
169,581.73
170,582.71
171,583.69
172,584.66
173,585.63
174,586.6
175,587.57
176,588.53
177,589.5
178,590.45
179,591.41
180,592.36
181,593.31
182,594.26
183,595.2
184,596.14
185,597.08
186,598.02
187,598.95
188,599.88
189,600.81
190,601.74
191,602.66
192,603.58
193,604.5
194,605.41
195,606.33
196,607.24
197,608.15
198,609.05
199,609.95
200,610.85
201,611.75
202,612.65
203,613.54
204,614.43
205,615.32
206,616.2
207,617.09
208,617.97
209,618.85
210,619.72
211,620.6
212,621.47
213,622.34
214,623.2
215,624.07
216,624.93
217,625.79
218,626.65
219,627.5
220,628.35
221,629.21
222,630.05
223,630.9
224,631.74
225,632.59
226,633.43
227,634.26
228,635.1
229,635.93
230,636.76
231,637.59
232,638.42
233,639.24
234,640.06
235,640.88
236,641.7
237,642.52
238,643.33
239,644.14
240,644.95
241,645.76
242,646.57
243,647.37
244,648.17
245,648.97
246,649.77
247,650.56
248,651.35
249,652.14
250,652.93
251,653.72
252,654.5
253,655.29
254,656.07
255,656.84
256,657.62
257,658.4
258,659.17
259,659.94
260,660.71
261,661.47
262,662.24
263,663
264,663.76
265,664.52
266,665.27
267,666.03
268,666.78
269,667.53
270,668.28
271,669.03
272,669.77
273,670.51
274,671.25
275,671.99
276,672.73
277,673.46
278,674.2
279,674.93
280,675.66
281,676.38
282,677.11
283,677.83
284,678.55
285,679.27
286,679.99
287,680.7
288,681.42
289,682.13
290,682.84
291,683.54
292,684.25
293,684.95
294,685.66
295,686.35
296,687.05
297,687.75
298,688.44
299,689.13
300,689.82
301,690.51
302,691.2
303,691.88
304,692.57
305,693.25
306,693.92
307,694.6
308,695.28
309,695.95
310,696.62
311,697.29
312,697.95
313,698.62
314,699.28
315,699.94
316,700.6
317,701.26
318,701.91
319,702.57
320,703.22
321,703.87
322,704.52
323,705.16
324,705.8
325,706.45
326,707.09
327,707.72
328,708.36
329,708.99
330,709.62
331,710.25
332,710.88
333,711.51
334,712.13
335,712.75
336,713.37
337,713.99
338,714.61
339,715.22
340,715.83
341,716.44
342,717.05
343,717.66
344,718.26
345,718.86
346,719.46
347,720.06
348,720.66
349,721.25
350,721.84
351,722.43
352,723.02
353,723.61
354,724.19
355,724.77
356,725.35
357,725.93
358,726.5
359,727.08
360,727.65
361,728.22
362,728.79
363,729.35
364,729.91
365,730.48
366,731.03
367,731.59
368,732.15
369,732.7
370,733.25
371,733.8
372,734.35
373,734.89
374,735.43
375,735.97
376,736.51
377,737.05
378,737.58
379,738.11
380,738.64
381,739.17
382,739.7
383,740.22
384,740.74
385,741.26
386,741.78
387,742.3
388,742.81
389,743.32
390,743.83
391,744.34
392,744.84
393,745.34
394,745.84
395,746.34
396,746.84
397,747.33
398,747.82
399,748.31
400,748.8
401,749.29
402,749.77
403,750.25
404,750.73
405,751.21
406,751.68
407,752.16
408,752.63
409,753.1
410,753.56
411,754.03
412,754.49
413,754.95
414,755.41
415,755.86
416,756.32
417,756.77
418,757.22
419,757.67
420,758.11
421,758.56
422,759
423,759.44
424,759.87
425,760.31
426,760.74
427,761.17
428,761.6
429,762.03
430,762.45
431,762.88
432,763.3
433,763.72
434,764.13
435,764.55
436,764.96
437,765.37
438,765.78
439,766.18
440,766.59
441,766.99
442,767.39
443,767.79
444,768.19
445,768.58
446,768.97
447,769.36
448,769.75
449,770.14
450,770.52
451,770.9
452,771.28
453,771.66
454,772.04
455,772.41
456,772.78
457,773.16
458,773.52
459,773.89
460,774.26
461,774.62
462,774.98
463,775.34
464,775.69
465,776.05
466,776.4
467,776.75
468,777.1
469,777.45
470,777.8
471,778.14
472,778.48
473,778.82
474,779.16
475,779.5
476,779.83
477,780.16
478,780.5
479,780.82
480,781.15
481,781.48
482,781.8
483,782.12
484,782.44
485,782.76
486,783.08
487,783.39
488,783.71
489,784.02
490,784.33
491,784.63
492,784.94
493,785.25
494,785.55
495,785.85
496,786.15
497,786.45
498,786.74
499,787.04
500,787.33
501,787.62
502,787.91
503,788.2
504,788.48
505,788.77
506,789.05
507,789.33
508,789.61
509,789.89
510,790.16
511,790.44
512,790.71
513,790.98
514,791.25
515,791.52
516,791.79
517,792.05
518,792.32
519,792.58
520,792.84
521,793.1
522,793.36
523,793.61
524,793.87
525,794.12
526,794.37
527,794.62
528,794.87
529,795.12
530,795.36
531,795.61
532,795.85
533,796.09
534,796.33
535,796.57
536,796.81
537,797.04
538,797.28
539,797.51
540,797.74
541,797.97
542,798.2
543,798.43
544,798.66
545,798.88
546,799.1
547,799.33
