%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,429.08,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,685.16,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,391.21,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,321.31,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,343.85,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,471.6,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.49,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,538.12,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,770.17,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,480.91,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,407.84,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,442.13,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,636.19,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,112.41,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,635.1,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,830.48,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,620.35,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,499.94,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,530.93,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,730.15,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,106.08,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,707.86,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,879.57,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,708.08,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,532.67,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,619.64,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,797.06,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,101.64,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,753.52,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,915.14,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,760.26,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,555.97,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,670.76,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,841.71,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,101.54,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,779.67,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,937.27,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,789.66,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,569.72,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,698.27,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,868.28,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.56,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,793.94,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,949.8,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,805.48,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,577.33,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,712.97,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,883.02,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.36,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,801.51,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,956.56,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,813.85,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,581.39,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,720.71,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,890.89,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.84,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,805.46,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,960.11,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,818.21,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,583.52,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,724.73,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,895.02,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,104.1,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,807.51,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,961.96,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,820.47,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,584.63,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,726.81,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,897.15,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,104.24,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
