%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(gammaRad)","max(X)","max(Y)","max(Z)","max(gammaRad)","med(X)","med(Y)","med(Z)","med(gammaRad)","min(X)","min(Y)","min(Z)","min(gammaRad)","q1(X)","q1(Y)","q1(Z)","q1(gammaRad)","q3(X)","q3(Y)","q3(Z)","q3(gammaRad)","std(X)","std(Y)","std(Z)","std(gammaRad)","vtkValidPointMask"
176,47000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,47500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,48000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,48500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,49000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,49500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,50000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,50500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,51000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,51500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,52000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,52500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,53000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,53500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,54000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,54500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,55000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,55500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,56000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,56500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,57000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,57500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,58000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,58500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,59000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,59500,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
176,60000,0.0015,0.0015,0.01,0.00072165,0.003,0.003,0.02,0.0012052,0.0015,0.0015,0.01,0.00070157,0,0,0,0.00055025,0.0005,0.0005,0.004,0.00065522,0.0025,0.0025,0.016,0.00076233,0.0011212,0.0011212,0.0063426,0.00010203,1
