%"Time","avg(Temp)"
10,306.09
20,313.64
30,321.16
40,328.65
50,336.09
60,343.48
70,350.82
80,358.08
90,365.27
100,372.37
110,379.38
120,386.3
130,393.12
140,399.83
150,406.43
160,412.92
170,419.3
180,425.57
190,431.72
200,437.76
210,443.68
220,449.49
230,455.19
240,460.78
250,466.27
260,471.65
270,476.92
280,482.1
290,487.18
300,492.16
310,497.06
320,501.86
330,506.57
340,511.2
350,515.75
360,520.22
370,524.62
380,528.93
390,533.18
400,537.35
410,541.46
420,545.5
430,549.48
440,553.39
450,557.25
460,561.04
470,564.78
480,568.46
490,572.09
500,575.66
510,579.18
520,582.65
530,586.08
540,589.45
550,592.78
560,596.06
570,599.3
580,602.5
590,605.65
600,608.76
610,611.83
620,614.86
630,617.85
640,620.8
650,623.71
660,626.59
670,629.43
680,632.23
690,635
700,637.73
710,640.43
720,643.1
730,645.73
740,648.33
750,650.9
760,653.44
770,655.94
780,658.42
790,660.86
800,663.28
810,665.66
820,668.02
830,670.34
840,672.64
850,674.91
860,677.15
870,679.37
880,681.55
890,683.72
900,685.85
910,687.96
920,690.04
930,692.1
940,694.13
950,696.13
960,698.11
970,700.07
980,702
990,703.91
1000,705.79
1010,707.65
1020,709.49
1030,711.3
1040,713.09
1050,714.86
1060,716.61
1070,718.33
1080,720.03
1090,721.71
1100,723.37
1110,725.01
1120,726.62
1130,728.22
1140,729.79
1150,731.34
1160,732.88
1170,734.39
1180,735.88
1190,737.36
1200,738.81
1210,740.24
1220,741.66
1230,743.05
1240,744.43
1250,745.79
1260,747.13
1270,748.45
1280,749.76
1290,751.04
1300,752.31
1310,753.56
1320,754.8
1330,756.02
1340,757.22
1350,758.4
1360,759.57
1370,760.72
1380,761.85
1390,762.97
1400,764.07
1410,765.16
1420,766.23
1430,767.28
1440,768.32
1450,769.35
1460,770.36
1470,771.36
1480,772.34
1490,773.31
1500,774.26
1510,775.2
1520,776.12
1530,777.03
1540,777.93
1550,778.82
1560,779.69
1570,780.55
1580,781.39
1590,782.23
1600,783.05
1610,783.85
1620,784.65
1630,785.43
1640,786.2
1650,786.96
1660,787.71
1670,788.44
1680,789.17
1690,789.88
1700,790.58
1710,791.27
1720,791.96
1730,792.62
1740,793.28
1750,793.93
1760,794.57
1770,795.2
1780,795.82
1790,796.42
1800,797.02
1810,797.61
1820,798.19
1830,798.76
1840,799.32
1850,799.87
1860,800.41
1870,800.94
1880,801.47
1890,801.98
1900,802.49
1910,802.99
1920,803.48
1930,803.96
1940,804.44
1950,804.9
1960,805.36
1970,805.81
1980,806.26
1990,806.69
2000,807.12
2010,807.54
2020,807.95
2030,808.36
2040,808.76
2050,809.15
2060,809.54
2070,809.92
2080,810.29
2090,810.66
2100,811.02
2110,811.37
2120,811.72
2130,812.06
2140,812.4
2150,812.72
2160,813.05
2170,813.37
2180,813.68
2190,813.99
2200,814.29
2210,814.58
2220,814.87
2230,815.16
2240,815.44
2250,815.72
2260,815.99
2270,816.25
2280,816.51
2290,816.77
2300,817.02
2310,817.27
2320,817.51
2330,817.75
2340,817.98
2350,818.21
2360,818.44
2370,818.66
2380,818.88
2390,819.09
2400,819.3
2410,819.51
2420,819.71
2430,819.91
2440,820.1
2450,820.29
2460,820.48
2470,820.66
2480,820.85
2490,821.02
2500,821.2
2510,821.37
2520,821.53
2530,821.7
2540,821.86
2550,822.02
2560,822.17
2570,822.33
2580,822.48
2590,822.62
2600,822.77
2610,822.91
2620,823.05
2630,823.18
2640,823.32
2650,823.45
2660,823.58
2670,823.7
2680,823.83
2690,823.95
2700,824.07
2710,824.18
2720,824.3
2730,824.41
2740,824.52
2750,824.63
2760,824.74
2770,824.84
2780,824.94
2790,825.04
2800,825.14
2810,825.24
2820,825.33
2830,825.43
2840,825.52
2850,825.61
2860,825.69
2870,825.78
2880,825.86
2890,825.95
2900,826.03
2910,826.11
2920,826.18
2930,826.26
2940,826.34
2950,826.41
2960,826.48
2970,826.55
2980,826.62
2990,826.69
3000,826.76
3010,826.82
3020,826.89
3030,826.95
3040,827.01
3050,827.07
3060,827.13
3070,827.19
3080,827.25
3090,827.3
3100,827.36
3110,827.41
3120,827.46
3130,827.51
3140,827.57
3150,827.62
3160,827.66
3170,827.71
3180,827.76
3190,827.8
3200,827.85
3210,827.89
3220,827.94
3230,827.98
3240,828.02
3250,828.06
3260,828.1
3270,828.14
3280,828.18
3290,828.22
3300,828.25
3310,828.29
3320,828.33
3330,828.36
3340,828.4
3350,828.43
3360,828.46
3370,828.49
3380,828.53
3390,828.56
3400,828.59
3410,828.62
3420,828.65
3430,828.68
3440,828.7
3450,828.73
3460,828.76
3470,828.78
3480,828.81
3490,828.84
3500,828.86
3510,828.88
3520,828.91
3530,828.93
3540,828.96
3550,828.98
3560,829
3570,829.02
3580,829.04
3590,829.06
3600,829.08
3610,829.1
3620,829.12
3630,829.14
3640,829.16
3650,829.18
3660,829.2
3670,829.22
3680,829.23
3690,829.25
3700,829.27
3710,829.28
3720,829.3
3730,829.32
3740,829.33
3750,829.35
3760,829.36
3770,829.38
3780,829.39
3790,829.4
3800,829.42
3810,829.43
3820,829.45
3830,829.46
3840,829.47
3850,829.48
3860,829.5
3870,829.51
3880,829.52
3890,829.53
3900,829.54
3910,829.55
3920,829.56
3930,829.57
3940,829.58
3950,829.59
3960,829.6
3970,829.61
3980,829.62
3990,829.63
4000,829.64
4010,829.65
4020,829.66
4030,829.67
4040,829.68
4050,829.69
4060,829.69
4070,829.7
4080,829.71
4090,829.72
4100,829.73
4110,829.73
4120,829.74
4130,829.75
4140,829.75
4150,829.76
4160,829.77
4170,829.77
4180,829.78
4190,829.79
4200,829.79
4210,829.8
4220,829.81
4230,829.81
4240,829.82
4250,829.82
4260,829.83
4270,829.83
4280,829.84
4290,829.84
4300,829.85
4310,829.85
4320,829.86
4330,829.86
4340,829.87
4350,829.87
4360,829.88
4370,829.88
4380,829.89
4390,829.89
4400,829.89
4410,829.9
4420,829.9
4430,829.91
4440,829.91
4450,829.91
4460,829.92
4470,829.92
4480,829.92
4490,829.93
4500,829.93
4510,829.93
4520,829.94
4530,829.94
4540,829.94
4550,829.95
4560,829.95
4570,829.95
4580,829.96
4590,829.96
4600,829.96
4610,829.96
4620,829.97
4630,829.97
4640,829.97
4650,829.98
4660,829.98
4670,829.98
4680,829.98
4690,829.98
4700,829.99
4710,829.99
4720,829.99
4730,829.99
4740,830
4750,830
4760,830
4770,830
4780,830
4790,830.01
4800,830.01
4810,830.01
4820,830.01
4830,830.01
4840,830.01
4850,830.02
4860,830.02
4870,830.02
4880,830.02
4890,830.02
4900,830.02
4910,830.03
4920,830.03
4930,830.03
4940,830.03
4950,830.03
4960,830.03
4970,830.03
4980,830.04
4990,830.04
5000,830.04
