%"Time","avg(Temp)"
10,300
20,300
30,300
40,300
50,300
60,300
70,300
80,300
90,300
100,300
110,300
120,300
130,300
140,300
150,300
160,300
170,300
180,300
190,300
200,300
210,300
220,300
230,300
240,300
250,300
260,300
270,300
280,300
290,300
300,300
310,300
320,300
330,300
340,300
350,300
360,300
370,300
380,300
390,300
400,300
410,300
420,300
430,300
440,300
450,300
460,300
470,300
480,300
490,300
500,300
510,300
520,300
530,300
540,300
550,300
560,300
570,300
580,300
590,300
600,300
610,300
620,300
630,300
640,300
650,300
660,300
670,300
680,300
690,300
700,300
710,300
720,300
730,300
740,300
750,300
760,300
770,300
780,300
790,300
800,300
810,300
820,300
830,300
840,300
850,300
860,300
870,300
880,300
890,300
900,300
910,300
920,300
930,300
940,300
950,300
960,300
970,300
980,300
990,300
1000,300
1010,300
1020,300
1030,300
1040,300
1050,300
1060,300
1070,300
1080,300
1090,300
1100,300
1110,300
1120,300
1130,300
1140,300
1150,300
1160,300
1170,300
1180,300
1190,300
1200,300
1210,300
1220,300
1230,300
1240,300
1250,300
1260,300
1270,300
1280,300
1290,300
1300,300
1310,300
1320,300
1330,300
1340,300
1350,300
1360,300
1370,300
1380,300
1390,300
1400,300
1410,300
1420,300
1430,300
1440,300
1450,300
1460,300
1470,300
1480,300
1490,300
1500,300
1510,300
1520,300
1530,300
1540,300
1550,300
1560,300
1570,300
1580,300
1590,300
1600,300
1610,300
1620,300
1630,300
1640,300
1650,300
1660,300
1670,300
1680,300
1690,300
1700,300
1710,300
1720,300
1730,300
1740,300
1750,300
1760,300
1770,300
1780,300
1790,300
1800,300
1810,300
1820,300
1830,300
1840,300
1850,300
1860,300
1870,300
1880,300
1890,300
1900,300
1910,300
1920,300
1930,300
1940,300
1950,300
1960,300
1970,300
1980,300
1990,300
2000,300
2010,300
2020,300
2030,300
2040,300
2050,300
2060,300
2070,300
2080,300
2090,300
2100,300
2110,300
2120,300
2130,300
2140,300
2150,300
2160,300
2170,300
2180,300
2190,300
2200,300
2210,300
2220,300
2230,300
2240,300
2250,300
2260,300
2270,300
2280,300
2290,300
2300,300
2310,300
2320,300
2330,300
2340,300
2350,300
2360,300
2370,300
2380,300
2390,300
2400,300
2410,300
2420,300
2430,300
2440,300
2450,300
2460,300
2470,300
2480,300
2490,300
2500,300
2510,300
2520,300
2530,300
2540,300
2550,300
2560,300
2570,300
2580,300
2590,300
2600,300
2610,300
2620,300
2630,300
2640,300
2650,300
2660,300
2670,300
2680,300
2690,300
2700,300
2710,300
2720,300
2730,300
2740,300
2750,300
2760,300
2770,300
2780,300
2790,300
2800,300
2810,300
2820,300
2830,300
2840,300
2850,300
2860,300
2870,300
2880,300
2890,300
2900,300
2910,300
2920,300
2930,300
2940,300
2950,300
2960,300
2970,300
2980,300
2990,300
3000,300
3010,300
3020,300
3030,300
3040,300
3050,300
3060,300
3070,300
3080,300
3090,300
3100,300
3110,300
3120,300
3130,300
3140,300
3150,300
3160,300
3170,300
3180,300
3190,300
3200,300
3210,300
3220,300
3230,300
3240,300
3250,300
3260,300
3270,300
3280,300
3290,300
3300,300
3310,300
3320,300
3330,300
3340,300
3350,300
3360,300
3370,300
3380,300
3390,300
3400,300
3410,300
3420,300
3430,300
3440,300
3450,300
3460,300
3470,300
3480,300
3490,300
3500,300
3510,300
3520,300
3530,300
3540,300
3550,300
3560,300
3570,300
3580,300
3590,300
3600,300
3610,300
3620,300
3630,300
3640,300
3650,300
3660,300
3670,300
3680,300
3690,300
3700,300
3710,300
3720,300
3730,300
3740,300
3750,300
3760,300
3770,300
3780,300
3790,300
3800,300
3810,300
3820,300
3830,300
3840,300
3850,300
3860,300
3870,300
3880,300
3890,300
3900,300
3910,300
3920,300
3930,300
3940,300
3950,300
3960,300
3970,300
3980,300
3990,300
4000,300
4010,300
4020,300
4030,300
4040,300
4050,300
4060,300
4070,300
4080,300
4090,300
4100,300
4110,300
4120,300
4130,300
4140,300
4150,300
4160,300
4170,300
4180,300
4190,300
4200,300
4210,300
4220,300
4230,300
4240,300
4250,300
4260,300
4270,300
4280,300
4290,300
4300,300
4310,300
4320,300
4330,300
4340,300
4350,300
4360,300
4370,300
4380,300
4390,300
4400,300
4410,300
4420,300
4430,300
4440,300
4450,300
4460,300
4470,300
4480,300
4490,300
4500,300
4510,300
4520,300
4530,300
4540,300
4550,300
4560,300
4570,300
4580,300
4590,300
4600,300
4610,300
4620,300
4630,300
4640,300
4650,300
4660,300
4670,300
4680,300
4690,300
4700,300
4710,300
4720,300
4730,300
4740,300
4750,300
4760,300
4770,300
4780,300
4790,300
4800,300
4810,300
4820,300
4830,300
4840,300
4850,300
4860,300
4870,300
4880,300
4890,300
4900,300
4910,300
4920,300
4930,300
4940,300
4950,300
4960,300
4970,300
4980,300
4990,300
5000,300
