0 	214308 	0.000666625
0.00020202 	212413 	0.000666625
0.00040404 	210518 	0.000666625
0.000606061 	208622 	0.000666625
0.000808081 	206727 	0.000666625
0.0010101 	204832 	0.000666625
0.00121212 	202937 	0.000666625
0.00141414 	201041 	0.000666625
0.00161616 	199146 	0.000666625
0.00181818 	197251 	0.000666625
0.0020202 	195355 	0.000666625
0.00222222 	193460 	0.000666625
0.00242424 	191565 	0.000666625
0.00262626 	189670 	0.000666625
0.00282828 	187774 	0.000666625
0.0030303 	185879 	0.000666625
0.00323232 	183984 	0.000666625
0.00343434 	182088 	0.000666625
0.00363636 	180193 	0.000666625
0.00383838 	178298 	0.000666625
0.0040404 	176403 	0.000666625
0.00424242 	174507 	0.000666625
0.00444444 	172612 	0.000666625
0.00464646 	170717 	0.000666625
0.00484848 	168822 	0.000666625
0.00505051 	166926 	0.000666625
0.00525253 	165031 	0.000666625
0.00545455 	163136 	0.000666625
0.00565657 	161241 	0.000666625
0.00585859 	159345 	0.000666625
0.00606061 	157450 	0.000666625
0.00626263 	155555 	0.000666625
0.00646465 	153660 	0.000666625
0.00666667 	151765 	0.000666625
0.00686869 	149869 	0.000666625
0.00707071 	147974 	0.000666625
0.00727273 	146079 	0.000666625
0.00747475 	144184 	0.000666625
0.00767677 	142288 	0.000666625
0.00787879 	140393 	0.000666625
0.00808081 	138498 	0.000666625
0.00828283 	136603 	0.000666625
0.00848485 	134708 	0.000666625
0.00868687 	132812 	0.000666625
0.00888889 	130917 	0.000666625
0.00909091 	129022 	0.000666625
0.00929293 	127127 	0.000666625
0.00949495 	125232 	0.000666625
0.00969697 	123336 	0.000666625
0.00989899 	121441 	0.000666625
0.010101 	119546 	0.000666625
0.010303 	117651 	0.000666625
0.0105051 	115755 	0.000666625
0.0107071 	113860 	0.000666625
0.0109091 	111965 	0.000666625
0.0111111 	110070 	0.000666625
0.0113131 	108175 	0.000666625
0.0115152 	106279 	0.000666625
0.0117172 	104384 	0.000666625
0.0119192 	102489 	0.000666625
0.0121212 	100594 	0.000666625
0.0123232 	98698.5 	0.000666625
0.0125253 	96803.3 	0.000666625
0.0127273 	94908.1 	0.000666625
0.0129293 	93012.9 	0.000666625
0.0131313 	91117.7 	0.000666625
0.0133333 	89222.4 	0.000666625
0.0135354 	87327.2 	0.000666625
0.0137374 	85432 	0.000666625
0.0139394 	83536.8 	0.000666625
0.0141414 	81641.6 	0.000666625
0.0143434 	79746.4 	0.000666625
0.0145455 	77851.2 	0.000666625
0.0147475 	75955.9 	0.000666625
0.0149495 	74060.7 	0.000666625
0.0151515 	72165.6 	0.000666625
0.0153535 	70270.5 	0.000666625
0.0155556 	68375.4 	0.000666625
0.0157576 	66480.3 	0.000666625
0.0159596 	64585.1 	0.000666625
0.0161616 	62690 	0.000666625
0.0163636 	60794.9 	0.000666625
0.0165657 	58899.8 	0.000666625
0.0167677 	57004.7 	0.000666625
0.0169697 	55109.6 	0.000666625
0.0171717 	53214.5 	0.000666625
0.0173737 	51319.4 	0.000666625
0.0175758 	49424.3 	0.000666625
0.0177778 	47529.2 	0.000666625
0.0179798 	45634.1 	0.000666625
0.0181818 	43738.9 	0.000666625
0.0183838 	41843.8 	0.000666625
0.0185859 	39948.7 	0.000666625
0.0187879 	38053.6 	0.000666625
0.0189899 	36158.5 	0.000666625
0.0191919 	34263.4 	0.000666625
0.0193939 	32368.3 	0.000666625
0.019596 	30473.2 	0.000666625
0.019798 	28578.1 	0.000666625
0.02 	26683 	0.000666625
