"N","Time","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,1050,15.946,-20.035,11785,11803,1671.4,1321.5,21041,21070,-8.728,-8.8233,11421,11457,-1311.5,-1431.8,5944.4,5961.9,-253.6,-313.06,9360.7,9385.5,293.57,200.21,13418,13431,468.67,439.19,3019.8,3017.8,1
180,1100,15.71,-20.658,11764,11782,1693.8,1338.5,20768,20796,-11.153,-8.7158,11300,11328,-1290.8,-1407.4,6120.5,6138.2,-250.22,-312.42,9443.7,9483.1,287.45,200.63,13485,13490,467.43,439.62,2962,2960.1,1
180,1150,15.481,-21.162,11748,11766,1712.5,1366,20546,20574,-11.116,-8.5964,11379,11387,-1273.8,-1387.3,6262.6,6280.4,-247.5,-309.9,9535,9565.1,282.16,203.64,13414,13421,466.55,440.06,2922.5,2920.5,1
180,1200,15.277,-21.561,11735,11753,1727.8,1388,20366,20394,-11.093,-8.5035,11388,11402,-1260,-1404.3,6376.5,6394.4,-245.97,-307.89,9531.4,9567.1,278.95,206.89,13405,13409,465.9,440.49,2895.5,2893.6,1
180,1250,15.1,-21.878,11725,11743,1740.3,1405.7,20400,20402,-11.079,-8.4314,11422,11427,-1248.8,-1418.8,6467.6,6485.6,-246.83,-306.28,9589.7,9622,276.34,209.51,13338,13375,465.44,440.89,2877.3,2875.4,1
180,1300,14.95,-22.127,11718,11736,1750.4,1419.8,20446,20448,-11.07,-8.3753,11390,11402,-1239.7,-1430.4,6484.9,6558.3,-248.31,-305.01,9634.1,9666.7,274.25,211.62,13335,13348,465.1,441.23,2864.9,2863,1
180,1350,14.859,-22.304,11712,11730,1758.8,1431.1,20484,20485,-11.03,-8.3229,11360,11370,-1232.5,-1439.7,6445.3,6583.1,-248.74,-303.96,9657.7,9675.6,274.81,212.11,13330,13334,464.86,441.51,2856.5,2854.6,1
180,1400,14.665,-22.501,11707,11725,1765,1439.8,20515,20517,-11.096,-8.1475,11319,11331,-1226.7,-1447.2,6413.8,6550.8,-249.14,-303.23,9666.9,9668.4,275.37,212.33,13310,13311,464.67,441.77,2850.7,2848.9,1
180,1450,14.643,-22.598,11704,11721,1770.4,1447,20540,20542,-11.052,-8.0586,11300,11311,-1222.1,-1453,6388.6,6525,-249.43,-302.56,9689.7,9691.1,276.49,212.7,13292,13293,464.53,441.98,2846.7,2844.9,1
180,1500,14.579,-22.69,11701,11719,1774.6,1452.7,20560,20562,-11.048,-7.9643,11288,11299,-1218.5,-1457.7,6368.6,6504.6,-249.67,-302.06,9687.9,9688.5,277.57,212.92,13268,13279,464.43,442.14,2843.9,2842.2,1
180,1550,14.525,-22.758,11699,11716,1778,1457.1,20576,20578,-11.049,-7.8772,11276,11302,-1215.6,-1461.4,6352.7,6488.3,-249.85,-301.98,9684.9,9685.5,277.55,213.09,13266,13268,464.36,442.27,2841.9,2840.2,1
180,1600,14.494,-22.814,11697,11715,1780.6,1460.6,20589,20591,-11.034,-7.8314,11266,11306,-1213.3,-1464.3,6340.2,6475.5,-249.99,-302.65,9672.3,9683.2,277.53,213.22,13258,13261,464.3,442.38,2840.5,2838.8,1
180,1650,14.447,-22.864,11695,11713,1782.7,1463.3,20600,20601,-11.046,-7.7761,11259,11319,-1211.5,-1466.7,6330.2,6465.3,-250.11,-303.24,9659.8,9681.4,277.49,213.04,13251,13256,464.25,442.47,2839.5,2837.8,1
180,1700,14.417,-22.901,11694,11712,1784.2,1465.5,20608,20610,-11.082,-7.7536,11273,11336,-1210.1,-1468.5,6322.5,6457.4,-250.12,-303.63,9649.8,9679.8,277.49,212.82,13242,13249,464.21,442.54,2838.8,2837.1,1
180,1750,14.354,-22.96,11694,11712,1785.3,1467.1,20615,20616,-11.248,-7.7336,11289,11349,-1208.9,-1470,6316.4,6451.2,-250.18,-304.02,9642.1,9673.5,277.45,212.67,13233,13241,464.18,442.6,2838.2,2836.6,1
180,1800,14.335,-22.987,11693,11711,1786.3,1468.3,20620,20621,-11.336,-7.7358,11302,11360,-1208.1,-1471.1,6311.5,6446.1,-250.18,-304.29,9635.9,9667.3,277.42,212.55,13226,13234,464.16,442.64,2837.8,2836.2,1
180,1850,14.34,-22.987,11692,11710,1787.2,1469.8,20624,20625,-11.473,-7.6735,11312,11366,-1207.4,-1472,6307.7,6442.2,-250.26,-304.42,9631.1,9662.5,277.41,212.45,13220,13229,464.15,442.68,2837.5,2835.9,1
180,1900,14.332,-23.003,11692,11710,1787.8,1470.4,20627,20629,-11.518,-7.6776,11320,11368,-1206.8,-1472.7,6304.7,6439.1,-250.21,-304.63,9627.2,9658.6,277.42,212.38,13216,13225,464.13,442.7,2837.3,2835.6,1
180,1950,14.318,-23.015,11692,11710,1788.2,1471,20629,20631,-11.561,-7.6638,11326,11370,-1206.4,-1473.2,6302.4,6436.8,-250.21,-304.75,9624.3,9655.7,277.41,212.33,13212,13222,464.13,442.72,2837.1,2835.4,1
180,2000,14.307,-23.025,11692,11709,1788.6,1471.6,20632,20633,-11.62,-7.654,11331,11372,-1206,-1473.7,6300.5,6434.8,-250.23,-304.86,9621.9,9653.3,277.41,212.28,13210,13219,464.12,442.74,2837,2835.3,1
180,2050,14.29,-23.038,11691,11709,1788.9,1472,20633,20635,-11.65,-7.6539,11335,11373,-1205.8,-1474.1,6299,6433.4,-250.24,-304.94,9620.1,9651.4,277.4,212.24,13208,13218,464.11,442.76,2836.9,2835.2,1
180,2100,14.287,-23.047,11691,11709,1789.1,1472.3,20634,20636,-11.68,-7.6567,11338,11374,-1205.6,-1474.3,6297.9,6432.2,-250.25,-304.99,9618.6,9650,277.4,212.21,13206,13216,464.11,442.77,2836.8,2835.1,1
180,2150,14.318,-23.022,11691,11709,1789.6,1472.6,20635,20637,-11.699,-7.6205,11340,11375,-1205.4,-1474.5,6296.9,6431.2,-250.24,-305.04,9617.4,9648.8,277.41,212.18,13204,13215,464.11,442.77,2836.7,2835,1
180,2200,14.277,-23.057,11691,11709,1789.4,1472.6,20636,20638,-11.715,-7.6555,11342,11376,-1205.3,-1474.7,6296.3,6430.5,-250.24,-305.12,9616.5,9647.9,277.39,212.17,13204,13214,464.1,442.78,2836.7,2835,1
180,2250,14.276,-23.057,11691,11709,1789.6,1472.9,20636,20638,-11.736,-7.6442,11344,11376,-1205.2,-1474.8,6295.7,6430,-250.26,-305.12,9615.8,9647.2,277.39,212.15,13203,13213,464.1,442.79,2836.6,2835,1
180,2300,14.313,-23.029,11691,11709,1789.9,1473,20637,20638,-11.736,-7.615,11345,11377,-1205.1,-1474.9,6295.2,6429.5,-250.23,-305.14,9615.3,9646.6,277.4,212.14,13202,13213,464.1,442.78,2836.6,2834.9,1
180,2350,14.303,-23.039,11691,11709,1789.9,1473.2,20637,20639,-11.788,-7.6061,11346,11377,-1205.1,-1475,6294.9,6429.2,-250.28,-305.16,9614.9,9646.2,277.38,212.13,13202,13212,464.09,442.79,2836.6,2834.9,1
180,2400,14.272,-23.064,11691,11709,1789.8,1473.2,20638,20639,-11.765,-7.6412,11346,11377,-1205,-1475.1,6294.6,6428.8,-250.27,-305.18,9614.4,9645.8,277.39,212.13,13201,13212,464.09,442.8,2836.6,2834.9,1
180,2450,14.266,-23.07,11691,11709,1789.7,1473.4,20638,20640,-11.763,-7.6516,11347,11378,-1204.9,-1475.1,6294.4,6428.6,-250.28,-305.17,9614.2,9645.6,277.39,212.12,13201,13211,464.09,442.8,2836.5,2834.9,1
180,2500,14.277,-23.06,11691,11709,1789.9,1473.2,20638,20640,-11.773,-7.6306,11347,11378,-1204.9,-1475.2,6294.3,6428.5,-250.25,-305.22,9614.1,9645.4,277.39,212.12,13201,13211,464.09,442.8,2836.5,2834.9,1
180,2550,14.308,-23.034,11691,11709,1790.2,1473.3,20638,20639,-11.761,-7.6079,11347,11378,-1204.9,-1475.2,6294.2,6428.4,-250.23,-305.21,9613.9,9645.3,277.4,212.11,13201,13211,464.09,442.79,2836.5,2834.9,1
180,2600,14.27,-23.066,11691,11709,1789.9,1473.2,20638,20640,-11.772,-7.6411,11348,11378,-1204.9,-1475.2,6294.1,6428.3,-250.25,-305.23,9613.8,9645.1,277.39,212.11,13201,13211,464.09,442.8,2836.5,2834.9,1
180,2650,14.317,-23.027,11691,11709,1790.3,1473.3,20638,20640,-11.762,-7.6065,11348,11378,-1204.8,-1475.2,6294,6428.2,-250.23,-305.22,9613.7,9645,277.41,212.1,13200,13211,464.1,442.79,2836.5,2834.8,1
180,2700,14.317,-23.027,11691,11709,1790.3,1473.3,20638,20640,-11.762,-7.6065,11348,11378,-1204.8,-1475.2,6294,6428.2,-250.23,-305.22,9613.7,9645,277.41,212.1,13200,13211,464.1,442.79,2836.5,2834.8,1
180,2750,14.266,-23.069,11691,11709,1789.9,1473.2,20638,20640,-11.766,-7.6505,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.25,9613.5,9644.9,277.39,212.11,13200,13211,464.08,442.8,2836.5,2834.8,1
180,2800,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,2850,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,2900,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,2950,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3000,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3050,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3100,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3150,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3200,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3250,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3300,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3350,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3400,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3450,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3500,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3550,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3600,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3650,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3700,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3750,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3800,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3850,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3900,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,3950,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4000,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4050,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4100,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4150,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4200,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4250,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4300,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4350,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4400,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4450,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4500,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4550,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4600,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4650,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4700,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4750,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4800,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4850,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4900,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,4950,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
180,5000,14.289,-23.051,11691,11709,1790.1,1473.3,20638,20640,-11.762,-7.6343,11348,11378,-1204.8,-1475.3,6293.9,6428.1,-250.24,-305.24,9613.5,9644.8,277.4,212.1,13200,13211,464.09,442.8,2836.5,2834.8,1
