"N","Time","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,50,7.6541,-5.5726,715.5,817.9,1064.3,1032.4,12270,12283,0.0009281,-0.0024469,0.0079269,0.99162,-758.19,-979.1,-1056.8,0.0059977,-0.050177,-0.050986,-0.11038,0.040312,0.036964,0.042578,20.998,369.68,170.58,170.25,2015,1990.1,1
180,100,22.309,-15.834,736.49,840.99,993.71,712.19,9369.6,9377.5,0.0051491,-0.0010464,0.018623,12.464,-748.28,-1405.8,-935.68,0.0024008,-0.02825,-0.40951,-0.63776,0.0689,0.61534,0.11685,406.43,626.4,162.95,165.55,1675.6,1642.1,1
180,150,23.775,-16.15,742.93,847.51,871.17,597.76,7988.1,7994.6,0.0043688,-0.002844,0.081021,66.905,-681.49,-1262.3,-814.46,0.007683,-0.32011,-1.9686,-2.2607,0.44347,4.4951,0.52506,1029,1049.9,152.46,154.86,1490.2,1449.6,1
180,200,17.876,-15.5,746.6,851.11,775.05,526.39,7088,7093.7,0.0023954,-0.0015951,0.60524,134.05,-652.3,-1163.8,-720.1,0.0098555,-4.0795,-5.2887,-5.4602,2.2414,4.6906,3.5774,1362.5,1402.3,147.37,150.04,1372.8,1327.2,1
180,250,15.87,-14.658,749.26,853.53,716.11,502.03,6510.5,6515.6,0.002448,-4.408e-06,3.3986,194.66,-622.54,-1095.3,-651.31,0.031799,-10.667,-7.912,-10.418,6.0334,8.9452,3.9716,1455.3,1465.2,142.85,146.1,1292.6,1243,1
180,300,14.574,-14.915,751.09,855.15,675.92,503.39,6118.5,6123.2,0.010663,-0.0082844,13.597,199.23,-596.52,-1043.7,-599.66,0.24874,-13.578,-13.662,-16.941,16.505,14.143,2.3738,1417.4,1449.7,139.56,142.99,1232.5,1179.6,1
180,350,13.833,-16.369,752.16,856.01,646.18,498.39,5832.9,5837.5,0.023332,-0.033222,40.579,265.82,-575.45,-1003.5,-559.41,0.31781,-16.728,-22.834,-24.562,26.065,16.375,4.4928,1434.9,1463.4,136.8,140.27,1184.5,1128.7,1
180,400,13.47,-17.787,752.65,856.23,623.02,490.81,5613.2,5617.6,0.042566,-0.021386,92.31,281,-557.94,-971.16,-527.08,0.078952,-19.322,-25.307,-32.687,51.107,20.799,4.0372,1428.9,1444.8,134.27,137.9,1144.2,1085.9,1
180,450,12.625,-18.408,752.66,855.83,604.06,482.45,5435.5,5439.7,0.066959,-0.029839,166.06,300.76,-549.02,-943.87,-500.41,0.27663,-20.33,-33.659,-40.734,71.439,22.361,5.664,1419.7,1428.5,132.04,135.67,1109.3,1048.8,1
180,500,11.272,-18.435,752.37,854.95,587.92,474.02,5285.7,5289.8,-0.026728,-0.3052,258.8,333.75,-541.88,-920.16,-477.85,1.4445,-22.412,-35.5,-48.214,93.739,21.974,7.5314,1391.9,1403.5,130.08,133.52,1078.3,1015.9,1
180,550,9.8979,-18.318,751.91,853.64,573.77,465.83,5155.4,5159.4,-0.28513,-0.47736,349.81,385.13,-534.34,-899.1,-458.36,6.681,-23.353,-36.589,-54.073,106.11,21.257,8.9952,1368.1,1384.3,128.25,131.42,1050.1,986.19,1
180,600,8.6758,-18.304,751.4,851.78,561.13,457.98,5039.4,5043.3,-0.50042,-0.99477,426.32,440.79,-526.73,-880.08,-441.22,5.3049,-25.575,-37.905,-58.45,130.48,21.207,10.955,1353,1372,126.5,129.41,1024.1,959.25,1
180,650,7.5031,-18.383,750.93,849.3,549.66,450.54,4934.6,4938.4,-1.1286,-0.41168,478.03,481.96,-519.28,-862.72,-425.93,2.7833,-29.616,-39.052,-61.055,133.67,21.637,11.928,1339.5,1356.5,124.87,127.52,999.94,934.79,1
180,700,6.2466,-18.484,750.54,846.59,539.17,443.51,4838.9,4842.6,-2.024,-0.33434,500.53,511.11,-512.07,-846.77,-412.1,2.2378,-30.105,-40.81,-61.133,137.35,20.851,12.543,1318.6,1335.1,123.4,125.77,977.18,912.16,1
180,750,4.8492,-18.585,750.24,843.34,529.5,436.84,4750.8,4754.5,-2.8671,-0.64445,518.52,532.22,-505.08,-832.01,-399.4,6.5235,-31.187,-42.284,-57.548,139.33,20.173,12.335,1298.7,1314.9,122.13,124.16,955.54,891.38,1
180,800,3.3575,-18.753,749.99,839.26,520.51,430.46,4669.1,4672.7,-3.2685,-1.9573,524.71,534.12,-498.28,-818.22,-387.45,9.3679,-34.99,-44.608,-48.95,144.01,19.542,12.182,1279.7,1295.5,121.05,122.64,934.73,872.42,1
180,850,1.8926,-19.104,749.77,834.53,512.07,424.31,4592.6,4596.1,-3.9977,-3.0881,530.31,536.39,-491.61,-805.23,-375.77,8.1184,-38.65,-47.424,-38.991,160.94,18.91,11.557,1261.4,1276.8,120.11,121.15,914.53,854.87,1
180,900,0.57873,-19.68,749.53,829.14,504.09,418.33,4520.3,4523.8,-4.4208,-3.2752,545.63,555.08,-485.04,-792.89,-363.67,4.0218,-43.265,-47.806,-23.014,165.63,18.225,10.894,1243.6,1258.8,119.19,119.65,894.75,838.52,1
180,950,-0.51804,-20.417,749.27,823.02,496.46,412.5,4451.5,4454.9,-5.0224,-4.8136,557.42,565.82,-478.54,-781.06,-350.15,15.002,-44.724,-48.47,-0.94945,171.35,17.421,10.119,1226.3,1241.1,118.22,118.16,875.25,823.29,1
180,1000,-1.398,-21.198,748.98,815.78,489.13,406.76,4385.4,4388.7,-6.3341,-6.6791,558.95,570.56,-472.08,-769.63,-333.93,0.98918,-46.563,-49.043,27.168,176.04,16.431,9.5161,1209.2,1223.8,117.2,116.69,855.91,809.49,1
180,1050,-2.092,-21.921,748.69,808.85,482.02,401.11,4321.4,4324.7,-6.5454,-7.8932,556.99,568.61,-465.67,-758.53,-313.57,11.05,-47.449,-49.465,56.137,172.84,15.622,9.042,1192.4,1206.8,116.11,115.25,836.65,795.62,1
180,1100,-2.6294,-22.529,748.39,801.34,475.08,395.52,4259,4262.3,-6.7864,-8.9027,554.15,565.75,-459.3,-747.67,-287.64,11.062,-46.426,-50.167,84.04,162.37,15.336,8.3099,1175.8,1190,114.99,113.84,817.43,782.54,1
180,1150,-3.0317,-23.007,748.12,793.09,468.29,390.01,4198.1,4201.3,-5.9059,-9.4772,550.72,562.28,-452.98,-737.03,-255.04,5.5661,-47.206,-51.542,109.91,153.11,15.063,7.2145,1159.5,1173.4,113.84,112.46,798.22,770.46,1
