"N","Time","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,1000,13.481,-4.6312,31412,31462,4656.2,4263.6,54466,54469,1.9177,48.034,30487,30529,-3441.7,-3738.9,17094,17149,-753.67,-765.46,25770,25971,717.77,640.64,35808,35838,1282.6,1211.6,7716.7,7711.8,1
180,1050,13.018,-5.1565,31375,31425,4686.8,4312.6,54625,54628,1.1022,47.861,30454,30486,-3408.4,-3773.2,17303,17358,-758.85,-769.36,25688,25890,714.24,638.51,35705,35770,1280.8,1211.7,7664.2,7659.3,1
180,1100,12.674,-5.6141,31339,31389,4711.7,4354.3,54746,54749,-0.83005,47.784,30410,30425,-3380.1,-3801.7,17480,17536,-761.44,-772.58,25771,25858,706.01,636.55,35705,35777,1279.2,1211.8,7624.2,7619.5,1
180,1150,12.415,-6.0047,31306,31357,4732.1,4389.2,54838,54842,-2.4117,47.767,30402,30419,-3356.2,-3825.2,17630,17686,-763.43,-775.3,25847,25873,699.11,634.96,35715,35758,1277.8,1211.9,7594,7589.3,1
180,1200,12.211,-6.3333,31277,31327,4748.6,4418.3,54908,54912,-3.7026,47.788,30319,30347,-3336.2,-3844.5,17522,17812,-765,-777.53,25892,25897,693.31,633.53,35689,35692,1276.5,1211.9,7570.9,7566.3,1
180,1250,12.078,-6.6357,31250,31301,4762.1,4442.8,54962,54966,-4.6816,47.829,30260,30280,-3319.4,-3860.3,17429,17732,-766.13,-779.32,25894,25897,688.54,632.22,35619,35622,1275.4,1211.9,7553.4,7548.9,1
180,1300,11.982,-6.8737,31227,31278,4773,4463,55003,55007,-4.7737,47.9,30215,30235,-3305.5,-3873.3,17352,17654,-767.03,-780.74,25871,25874,684.55,631.11,35549,35552,1274.5,1212,7539.9,7535.5,1
180,1350,11.907,-7.078,31207,31258,4781.9,4479.8,55035,55039,-4.852,47.945,30162,30182,-3293.9,-3883.9,17288,17589,-767.72,-781.91,25851,25854,681.21,630.16,35454,35457,1273.7,1212,7529.5,7525.2,1
180,1400,11.861,-7.2469,31190,31240,4789.1,4493.6,55058,55062,-4.8689,48.005,30117,30142,-3284.2,-3892.4,17236,17535,-768.21,-782.79,25786,25837,678.47,629.35,35359,35390,1273,1212,7521.4,7517.2,1
180,1450,11.842,-7.3955,31176,31226,4795,4504.9,55078,55082,-4.84,48.058,30079,30152,-3276.3,-3899.5,17192,17490,-768.58,-783.54,25732,25822,676.18,628.66,35336,35348,1272.5,1212,7515.2,7511,1
180,1500,11.824,-7.5221,31164,31214,4799.7,4514.5,55092,55096,-4.8577,48.089,30048,30160,-3269.7,-3905.1,17156,17453,-768.87,-784.05,25690,25781,674.29,628.09,35290,35303,1272,1212,7510.2,7506.1,1
180,1550,11.827,-7.6171,31153,31204,4803.5,4522.1,55104,55108,-4.8042,48.143,30022,30167,-3264.2,-3909.8,17126,17423,-769.09,-784.53,25657,25748,672.73,627.61,35250,35274,1271.6,1212,7506.3,7502.2,1
180,1600,11.816,-7.7168,31145,31195,4806.6,4528.4,55113,55117,-4.7857,48.17,30027,30172,-3259.8,-3913.6,17101,17398,-769.26,-784.9,25631,25722,671.47,627.18,35227,35251,1271.3,1212.1,7503.3,7499.2,1
180,1650,11.807,-7.7862,31138,31188,4809.3,4533.5,55120,55124,-4.855,48.186,30031,30176,-3256.1,-3916.8,17081,17377,-769.42,-785.21,25609,25700,670.38,626.89,35213,35232,1271,1212.1,7500.7,7496.7,1
180,1700,11.817,-7.847,31132,31182,4811.3,4537.9,55126,55130,-4.7896,48.207,30034,30179,-3253.1,-3919.1,17064,17360,-769.49,-785.39,25592,25686,669.5,626.61,35206,35223,1270.8,1212.1,7498.8,7494.8,1
180,1750,11.802,-7.9048,31127,31177,4813,4541.3,55130,55134,-4.7811,48.23,30037,30172,-3250.6,-3921.2,17050,17346,-769.61,-785.56,25577,25690,668.8,626.34,35199,35223,1270.6,1212.1,7497.2,7493.2,1
180,1800,11.827,-7.9319,31123,31173,4814.4,4544.2,55134,55138,-4.7639,48.253,30039,30162,-3248.5,-3922.9,17039,17335,-769.64,-785.69,25565,25693,668.21,626.2,35199,35214,1270.5,1212.1,7495.9,7492,1
180,1850,11.837,-7.9665,31119,31170,4815.5,4546.6,55137,55141,-4.7752,48.261,30040,30155,-3246.8,-3924.2,17030,17325,-769.67,-785.79,25555,25696,667.7,626.07,35202,35211,1270.4,1212.1,7494.9,7490.9,1
180,1900,11.834,-7.9993,31117,31167,4816.3,4548.5,55139,55143,-4.7384,48.256,30042,30148,-3245.4,-3925.3,17022,17317,-769.7,-785.88,25546,25698,667.29,625.94,35201,35210,1270.2,1212.1,7494,7490.1,1
180,1950,11.833,-8.0214,31114,31164,4817.2,4549.9,55140,55144,-4.7709,48.271,30043,30143,-3244.3,-3926.3,17016,17311,-769.77,-786,25544,25700,666.96,625.81,35200,35209,1270.2,1212.1,7493.3,7489.4,1
180,2000,11.831,-8.0518,31112,31163,4817.7,4551.2,55142,55146,-4.7775,48.273,30044,30144,-3243.4,-3927,17011,17306,-769.78,-785.99,25546,25701,666.7,625.72,35200,35208,1270.1,1212.1,7492.8,7488.9,1
180,2050,11.859,-8.0545,31111,31161,4818.3,4552.3,55143,55147,-4.7349,48.293,30044,30146,-3242.6,-3927.6,17007,17302,-769.77,-786.06,25547,25703,666.49,625.66,35199,35208,1270,1212.1,7492.3,7488.4,1
180,2100,11.85,-8.0763,31109,31160,4818.7,4553.2,55144,55148,-4.7539,48.3,30045,30149,-3242,-3928.1,17003,17298,-769.76,-786.09,25548,25703,666.27,625.62,35199,35207,1270,1212.1,7491.9,7488,1
180,2150,11.844,-8.1007,31109,31159,4818.9,4553.8,55145,55149,-4.7412,48.294,30045,30150,-3241.5,-3928.5,17000,17295,-769.8,-786.15,25549,25704,666.13,625.55,35198,35207,1269.9,1212.1,7491.7,7487.7,1
180,2200,11.851,-8.1011,31108,31158,4819.3,4554.5,55146,55150,-4.7333,48.298,30046,30152,-3241,-3928.8,16998,17293,-769.81,-786.15,25549,25705,666,625.52,35198,35207,1269.9,1212.1,7491.4,7487.5,1
180,2250,11.864,-8.1098,31107,31157,4819.4,4555,55146,55150,-4.7426,48.297,30046,30153,-3240.7,-3929.1,16996,17291,-769.79,-786.15,25550,25705,665.91,625.48,35198,35206,1269.9,1212.1,7491.2,7487.3,1
180,2300,11.852,-8.1168,31106,31156,4819.7,4555.4,55147,55151,-4.7323,48.3,30046,30154,-3240.4,-3929.3,16994,17289,-769.82,-786.17,25550,25706,665.82,625.46,35198,35206,1269.9,1212.1,7491,7487.1,1
180,2350,11.869,-8.1155,31106,31156,4819.9,4555.5,55147,55151,-4.7257,48.306,30046,30155,-3240.2,-3929.5,16993,17288,-769.81,-786.2,25551,25706,665.76,625.44,35197,35206,1269.9,1212.1,7490.9,7487,1
180,2400,11.869,-8.118,31106,31156,4820,4555.9,55147,55151,-4.7324,48.317,30046,30156,-3240,-3929.6,16992,17287,-769.8,-786.17,25551,25707,665.71,625.42,35197,35206,1269.8,1212.1,7490.8,7486.9,1
180,2450,11.871,-8.1243,31105,31155,4820.1,4556,55148,55152,-4.734,48.311,30047,30156,-3239.8,-3929.8,16991,17286,-769.83,-786.19,25552,25707,665.67,625.42,35197,35206,1269.8,1212.1,7490.7,7486.8,1
180,2500,11.883,-8.1204,31105,31155,4820.2,4556.3,55148,55152,-4.7283,48.309,30047,30157,-3239.7,-3929.9,16991,17285,-769.8,-786.22,25552,25707,665.63,625.4,35197,35205,1269.8,1212.1,7490.6,7486.7,1
180,2550,11.87,-8.1239,31105,31155,4820.2,4556.4,55148,55152,-4.7704,48.312,30047,30157,-3239.6,-3929.9,16990,17285,-769.81,-786.22,25552,25707,665.58,625.41,35197,35205,1269.8,1212.1,7490.5,7486.6,1
180,2600,11.879,-8.1291,31104,31155,4820.2,4556.5,55148,55152,-4.7044,48.316,30047,30157,-3239.5,-3929.9,16990,17284,-769.81,-786.19,25552,25707,665.56,625.37,35197,35205,1269.8,1212.1,7490.5,7486.6,1
180,2650,11.877,-8.1319,31104,31154,4820.3,4556.7,55148,55152,-4.7564,48.322,30047,30158,-3239.4,-3930.1,16989,17284,-769.8,-786.2,25552,25708,665.52,625.39,35196,35205,1269.8,1212.1,7490.4,7486.5,1
180,2700,11.877,-8.1299,31104,31154,4820.3,4556.7,55148,55152,-4.7368,48.312,30047,30158,-3239.4,-3930.1,16989,17284,-769.82,-786.22,25552,25708,665.56,625.39,35197,35205,1269.8,1212.1,7490.5,7486.6,1
180,2750,11.859,-8.1403,31104,31154,4820.4,4556.7,55148,55152,-4.7328,48.301,30047,30158,-3239.3,-3930.1,16988,17283,-769.82,-786.2,25552,25708,665.52,625.36,35197,35205,1269.8,1212.1,7490.4,7486.5,1
180,2800,11.858,-8.1546,31104,31154,4820.3,4556.8,55148,55152,-4.7662,48.299,30047,30158,-3239.3,-3930.2,16988,17283,-769.82,-786.25,25552,25708,665.49,625.38,35197,35205,1269.8,1212.1,7490.4,7486.5,1
180,2850,11.877,-8.1328,31104,31154,4820.5,4556.8,55148,55152,-4.7662,48.306,30047,30158,-3239.2,-3930.2,16988,17283,-769.81,-786.23,25552,25708,665.49,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,2900,11.877,-8.1328,31104,31154,4820.5,4556.8,55148,55152,-4.7662,48.306,30047,30158,-3239.2,-3930.2,16988,17283,-769.81,-786.23,25552,25708,665.49,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,2950,11.878,-8.1388,31104,31154,4820.5,4556.9,55149,55153,-4.7299,48.313,30047,30158,-3239.2,-3930.2,16988,17283,-769.82,-786.23,25552,25708,665.5,625.37,35197,35205,1269.8,1212.1,7490.4,7486.5,1
180,3000,11.878,-8.1388,31104,31154,4820.5,4556.9,55149,55153,-4.7299,48.313,30047,30158,-3239.2,-3930.2,16988,17283,-769.82,-786.23,25552,25708,665.5,625.37,35197,35205,1269.8,1212.1,7490.4,7486.5,1
180,3050,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3100,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3150,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3200,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3250,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3300,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3350,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3400,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3450,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3500,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3550,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3600,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3650,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3700,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3750,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3800,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3850,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3900,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,3950,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4000,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4050,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4100,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4150,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4200,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4250,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4300,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4350,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4400,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4450,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4500,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4550,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4600,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4650,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4700,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4750,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4800,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4850,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4900,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,4950,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
180,5000,11.878,-8.1387,31104,31154,4820.5,4556.9,55149,55153,-4.7452,48.308,30047,30159,-3239.1,-3930.3,16988,17282,-769.83,-786.24,25552,25708,665.45,625.37,35196,35205,1269.8,1212.1,7490.3,7486.4,1
