0 	230414 	0.000761467
0.00020202 	228612 	0.000671601
0.00040404 	226809 	0.000581735
0.000606061 	224908 	0.000569997
0.000808081 	222916 	0.000628946
0.0010101 	220925 	0.000681427
0.00121212 	218932 	0.000611024
0.00141414 	216940 	0.000540621
0.00161616 	214966 	0.00052738
0.00181818 	213007 	0.000556389
0.0020202 	211041 	0.000586841
0.00222222 	209011 	0.000630286
0.00242424 	206981 	0.000673731
0.00262626 	204844 	0.000661444
0.00282828 	202643 	0.00061572
0.0030303 	200444 	0.000562732
0.00323232 	198261 	0.000468587
0.00343434 	196078 	0.000374442
0.00363636 	194054 	0.000418679
0.00383838 	192107 	0.000529546
0.0040404 	190102 	0.000634453
0.00424242 	187868 	0.000715522
0.00444444 	185634 	0.00079659
0.00464646 	183645 	0.000749495
0.00484848 	181748 	0.000653785
0.00505051 	179830 	0.000583874
0.00525253 	177849 	0.000591359
0.00545455 	175868 	0.000598843
0.00565657 	173584 	0.000582999
0.00585859 	171212 	0.000560382
0.00606061 	168874 	0.00052266
0.00626263 	166616 	0.000449692
0.00646465 	164357 	0.000376724
0.00666667 	162303 	0.000434537
0.00686869 	160293 	0.000520092
0.00707071 	158185 	0.000595242
0.00727273 	155895 	0.000651071
0.00747475 	153605 	0.0007069
0.00767677 	151815 	0.000681161
0.00787879 	150097 	0.00064377
0.00808081 	148316 	0.000648924
0.00828283 	146442 	0.000717894
0.00848485 	144567 	0.000786864
0.00868687 	142472 	0.000713923
0.00888889 	140359 	0.000629476
0.00909091 	138373 	0.000575331
0.00929293 	136541 	0.000558221
0.00949495 	134710 	0.000541111
0.00969697 	132341 	0.000530426
0.00989899 	129958 	0.000519906
0.010101 	127696 	0.00049351
0.010303 	125556 	0.000451236
0.0105051 	123413 	0.000410884
0.0107071 	121154 	0.000445465
0.0109091 	118894 	0.000480045
0.0111111 	116532 	0.000471772
0.0113131 	114084 	0.000428436
0.0115152 	111674 	0.000393403
0.0117172 	109728 	0.000460781
0.0119192 	107782 	0.000528158
0.0121212 	105682 	0.000659599
0.0123232 	103481 	0.000833749
0.0125253 	101302 	0.000966469
0.0127273 	99281.1 	0.00080918
0.0129293 	97260.1 	0.000651891
0.0131313 	95316.8 	0.000552552
0.0133333 	93415.3 	0.000484417
0.0135354 	91458.1 	0.00043759
0.0137374 	89237.5 	0.000491221
0.0139394 	87016.9 	0.000544851
0.0141414 	84883.6 	0.000552725
0.0143434 	82787.9 	0.000540988
0.0145455 	80696.2 	0.000532639
0.0147475 	78618.9 	0.000535958
0.0149495 	76541.7 	0.000539276
0.0151515 	74392.9 	0.000517755
0.0153535 	72220.4 	0.000487953
0.0155556 	70092.6 	0.000475208
0.0157576 	68082.7 	0.000507433
0.0159596 	66072.7 	0.000539659
0.0161616 	64057.9 	0.000583559
0.0163636 	62041.9 	0.000630378
0.0165657 	59953.4 	0.00064453
0.0167677 	57714.2 	0.000590836
0.0169697 	55475 	0.000537143
0.0171717 	53361.1 	0.000454631
0.0173737 	51269.3 	0.000367033
0.0175758 	49118 	0.000343107
0.0177778 	46867.6 	0.000425299
0.0179798 	44617.2 	0.000507491
0.0181818 	42484.1 	0.000474098
0.0183838 	40364 	0.000427863
0.0185859 	38336.6 	0.000440716
0.0187879 	36434.7 	0.000533511
0.0189899 	34532.8 	0.000626307
0.0191919 	32592.8 	0.000558879
0.0193939 	30650.7 	0.000483018
0.019596 	28850.1 	0.000494496
0.019798 	27205.7 	0.000602507
0.02 	25561.3 	0.000710517
