%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
816,500,0.0015,0.0015,0.01,2.9285,1.7428,1172.5,1752.9,0.003,0.003,0.02,712.05,899.69,6537.2,6564.7,0.0015,0.0015,0.01,-0.0054473,-0.0033137,263.61,1037.5,0,0,0,-360.19,-1004.6,-1712.7,9.6271,0.0005,0.0005,0.0048,-14.275,-13.608,-500.12,369.74,0.0025,0.0025,0.0152,16.393,13.644,2698.1,2698.3,0.0011187,0.0011187,0.0058915,71.711,133.7,2235.2,1821.9,1
816,1000,0.0015,0.0015,0.01,7.0489,4.0394,1983.1,2426.3,0.003,0.003,0.02,1113.1,1410.4,6936.1,7007.2,0.0015,0.0015,0.01,0.0086124,0.018588,1457.4,1457.5,0,0,0,-579.29,-1577,-1218.8,9.3157,0.0005,0.0005,0.0048,-31.292,-28.866,-500.21,699.15,0.0025,0.0025,0.0152,37.572,35.387,4340.2,4344.7,0.0011187,0.0011187,0.0058915,134.92,247.87,2447.9,2028.6,1
816,1500,0.0015,0.0015,0.01,12.592,6.4637,2728.2,2835.7,0.003,0.003,0.02,1482.4,1879.3,7261.8,7381.3,0.0015,0.0015,0.01,-0.045298,0.056751,2726.9,2731.3,0,0,0,-823.24,-2098.9,-653.69,23.649,0.0005,0.0005,0.0048,-65.385,-60.239,292.24,436.94,0.0025,0.0025,0.0152,72.384,71.633,4788.6,4811.5,0.0011187,0.0011187,0.0058915,206.08,360.37,2244.4,2147.2,1
816,2000,0.0015,0.0015,0.01,19.254,9.5183,3476.5,3508.5,0.003,0.003,0.02,1867.6,2368.5,7951.8,8059.1,0.0015,0.0015,0.01,0.10268,-0.081088,3403.2,3415.3,0,0,0,-1078.1,-2642.2,569.66,576.94,0.0005,0.0005,0.0048,-112.38,-115.47,1710.6,1715.2,0.0025,0.0025,0.0152,122.54,133.5,4901.6,4965.4,0.0011187,0.0011187,0.0058915,293.47,485.09,1770.6,1798.2,1
816,2500,0.0015,0.0015,0.01,26.097,12.917,4231.9,4282.8,0.003,0.003,0.02,2267.3,2875.9,8712.7,8872.3,0.0015,0.0015,0.01,-0.40806,-0.062604,4065.5,4111,0,0,0,-1421.5,-3205.9,1766.1,1948.2,0.0005,0.0005,0.0048,-163.57,-174.14,3010.9,3033.3,0.0025,0.0025,0.0152,182.37,187.11,5132.8,5217.3,0.0011187,0.0011187,0.0058915,390.19,618.25,1336.6,1373.8,1
816,3000,0.0015,0.0015,0.01,32.256,16.008,4926.7,4998.6,0.003,0.003,0.02,2635.2,3392.6,9445.5,9656.9,0.0015,0.0015,0.01,-0.5878,0.26391,4623,4679,0,0,0,-1746.7,-3725,1538.5,1869.7,0.0005,0.0005,0.0048,-207.34,-231.23,4130.1,4153.7,0.0025,0.0025,0.0152,229.84,244.2,5629.9,5697.8,0.0011187,0.0011187,0.0058915,479.4,741.27,1154.3,1182.5,1
816,3500,0.0015,0.0015,0.01,37.118,18.432,5484.8,5575.4,0.003,0.003,0.02,2929.5,3832.6,10050,10304,0.0015,0.0015,0.01,-0.11505,0.46835,5404.1,5464.6,0,0,0,-2005.1,-4140.5,1370.5,1742.2,0.0005,0.0005,0.0048,-244.7,-276.47,4749.7,4796.1,0.0025,0.0025,0.0152,266.43,286.6,6175.6,6222.3,0.0011187,0.0011187,0.0058915,550.18,839.44,1190.1,1193,1
816,4000,0.0015,0.0015,0.01,40.597,20.161,5887.6,5992.6,0.003,0.003,0.02,3141.6,4149.5,10492,10778,0.0015,0.0015,0.01,0.051134,0.61968,6005.6,6038.7,0,0,0,-2190.3,-4439.8,1106.6,1609.1,0.0005,0.0005,0.0048,-270.47,-305,5130.3,5189.8,0.0025,0.0025,0.0152,291.49,316.72,6563.8,6681.3,0.0011187,0.0011187,0.0058915,600.91,910.09,1300.2,1278.3,1
816,4500,0.0015,0.0015,0.01,42.931,21.318,6158.8,6273.9,0.003,0.003,0.02,3284.2,4362.5,10791,11099,0.0015,0.0015,0.01,0.16657,0.72759,6287.3,6433.1,0,0,0,-2314.7,-4641.3,931.91,1543.6,0.0005,0.0005,0.0048,-287.8,-325.96,5298.6,5406.8,0.0025,0.0025,0.0152,306.4,336.35,6973.5,7059.8,0.0011187,0.0011187,0.0058915,634.98,957.62,1403.5,1363.6,1
816,5000,0.0015,0.0015,0.01,44.434,22.063,6333.7,6455.6,0.003,0.003,0.02,3376.2,4499.9,10984,11307,0.0015,0.0015,0.01,0.22537,0.78717,6499.1,6634.2,0,0,0,-2394.8,-4771.1,820.16,1512.3,0.0005,0.0005,0.0048,-298.5,-339.36,5413.1,5519.8,0.0025,0.0025,0.0152,316.89,348.58,7277.1,7324.9,0.0011187,0.0011187,0.0058915,656.92,988.23,1479.6,1428,1
816,5500,0.0015,0.0015,0.01,45.376,22.531,6443.6,6569.8,0.003,0.003,0.02,3433.9,4586.2,11106,11438,0.0015,0.0015,0.01,0.18489,0.82409,6627.5,6758.5,0,0,0,-2445.1,-4852.7,750.29,1497.4,0.0005,0.0005,0.0048,-305.53,-347.76,5498.7,5600.7,0.0025,0.0025,0.0152,323.58,356.52,7450.5,7499.8,0.0011187,0.0011187,0.0058915,670.69,1007.5,1530.5,1471.6,1
816,6000,0.0015,0.0015,0.01,45.959,22.819,6511.4,6640.3,0.003,0.003,0.02,3469.7,4639.5,11181,11518,0.0015,0.0015,0.01,0.16799,0.86544,6700.5,6832.8,0,0,0,-2476.2,-4903,707.07,1489.8,0.0005,0.0005,0.0048,-309.69,-353,5556.2,5644.2,0.0025,0.0025,0.0152,327.68,361.58,7550.9,7612.1,0.0011187,0.0011187,0.0058915,679.2,1019.4,1563.1,1499.6,1
816,6500,0.0015,0.0015,0.01,46.314,22.995,6552.8,6683.4,0.003,0.003,0.02,3491.3,4672.1,11227,11568,0.0015,0.0015,0.01,0.16567,0.86735,6752.7,6871.8,0,0,0,-2495.1,-4933.8,680.74,1485.9,0.0005,0.0005,0.0048,-312.04,-356.12,5581.1,5673.8,0.0025,0.0025,0.0152,330.2,364.72,7618.2,7678.7,0.0011187,0.0011187,0.0058915,684.38,1026.6,1583.3,1517,1
816,7000,0.0015,0.0015,0.01,46.526,23.1,6577.5,6709,0.003,0.003,0.02,3504.3,4691.3,11255,11597,0.0015,0.0015,0.01,0.17789,0.86555,6776.7,6890.4,0,0,0,-2506.5,-4952.2,665.23,1484,0.0005,0.0005,0.0048,-313.41,-358.01,5598.7,5692.3,0.0025,0.0025,0.0152,331.72,366.6,7663.7,7722.8,0.0011187,0.0011187,0.0058915,687.48,1030.9,1595.6,1527.6,1
816,7500,0.0015,0.0015,0.01,46.653,23.163,6592.3,6724.5,0.003,0.003,0.02,3512.1,4702.9,11271,11615,0.0015,0.0015,0.01,0.15823,0.86939,6793.4,6900.2,0,0,0,-2513.2,-4963,655.84,1482.8,0.0005,0.0005,0.0048,-314.23,-359.08,5612.8,5707.5,0.0025,0.0025,0.0152,332.62,367.73,7685.3,7749.5,0.0011187,0.0011187,0.0058915,689.34,1033.5,1603,1534,1
816,8000,0.0015,0.0015,0.01,46.729,23.201,6601.2,6733.7,0.003,0.003,0.02,3516.8,4710,11281,11625,0.0015,0.0015,0.01,0.15713,0.88682,6807.4,6911.4,0,0,0,-2517.3,-4969.7,650.08,1482.1,0.0005,0.0005,0.0048,-314.7,-359.84,5618.2,5717.9,0.0025,0.0025,0.0152,333.16,368.41,7702.3,7763.5,0.0011187,0.0011187,0.0058915,690.46,1035.1,1607.4,1537.8,1
816,8500,0.0015,0.0015,0.01,46.774,23.223,6606.2,6739,0.003,0.003,0.02,3519.5,4714,11287,11631,0.0015,0.0015,0.01,0.16542,0.87624,6814.1,6917.8,0,0,0,-2519.6,-4973.5,646.93,1481.8,0.0005,0.0005,0.0048,-315.01,-360.14,5621.5,5723.8,0.0025,0.0025,0.0152,333.46,368.78,7711.4,7773.1,0.0011187,0.0011187,0.0058915,691.09,1035.9,1610,1540.1,1
816,9000,0.0015,0.0015,0.01,46.799,23.236,6609.3,6742.1,0.003,0.003,0.02,3521.1,4716.3,11290,11635,0.0015,0.0015,0.01,0.16363,0.88353,6816.8,6921.6,0,0,0,-2521,-4975.7,644.98,1481.6,0.0005,0.0005,0.0048,-315.16,-360.43,5623.2,5725.9,0.0025,0.0025,0.0152,333.65,369.02,7714.9,7777.8,0.0011187,0.0011187,0.0058915,691.47,1036.5,1611.5,1541.4,1
