%"Time","avg(Temp)"
10,308.47
20,318.87
30,329.13
40,339.2
50,349.02
60,358.53
70,367.69
80,376.49
90,384.92
100,392.99
110,400.73
120,408.15
130,415.28
140,422.15
150,428.79
160,435.21
170,441.43
180,447.46
190,453.34
200,459.06
210,464.63
220,470.08
230,475.4
240,480.61
250,485.71
260,490.71
270,495.61
280,500.43
290,505.15
300,509.8
310,514.37
320,518.86
330,523.29
340,527.64
350,531.94
360,536.17
370,540.34
380,544.45
390,548.51
400,552.52
410,556.47
420,560.37
430,564.23
440,568.04
450,571.8
460,575.52
470,579.2
480,582.83
490,586.42
500,589.98
510,593.49
520,596.97
530,600.41
540,603.81
550,607.18
560,610.52
570,613.82
580,617.09
590,620.32
600,623.52
610,626.69
620,629.83
630,632.94
640,636.01
650,639.06
660,642.08
670,645.07
680,648.03
690,650.96
700,653.86
710,656.74
720,659.58
730,662.4
740,665.19
750,667.95
760,670.69
770,673.4
780,676.08
790,678.74
800,681.36
810,683.97
820,686.54
830,689.09
840,691.61
850,694.11
860,696.58
870,699.02
880,701.43
890,703.82
900,706.18
910,708.52
920,710.83
930,713.11
940,715.37
950,717.6
960,719.8
970,721.97
980,724.12
990,726.25
1000,728.34
1010,730.41
1020,732.45
1030,734.46
1040,736.45
1050,738.41
1060,740.34
1070,742.25
1080,744.13
1090,745.98
1100,747.8
1110,749.6
1120,751.37
1130,753.11
1140,754.83
1150,756.52
1160,758.18
1170,759.81
1180,761.42
1190,763
1200,764.56
1210,766.09
1220,767.59
1230,769.07
1240,770.52
1250,771.95
1260,773.35
1270,774.72
1280,776.07
1290,777.39
1300,778.69
1310,779.97
1320,781.22
1330,782.44
1340,783.64
1350,784.82
1360,785.98
1370,787.11
1380,788.22
1390,789.3
1400,790.37
1410,791.41
1420,792.43
1430,793.43
1440,794.41
1450,795.36
1460,796.3
1470,797.22
1480,798.11
1490,798.99
1500,799.85
1510,800.69
1520,801.51
1530,802.31
1540,803.09
1550,803.86
1560,804.61
1570,805.34
1580,806.05
1590,806.75
1600,807.43
1610,808.1
1620,808.75
1630,809.39
1640,810.01
1650,810.62
1660,811.21
1670,811.79
1680,812.35
1690,812.9
1700,813.44
1710,813.97
1720,814.48
1730,814.98
1740,815.47
1750,815.94
1760,816.41
1770,816.86
1780,817.31
1790,817.74
1800,818.16
1810,818.57
1820,818.97
1830,819.36
1840,819.74
1850,820.11
1860,820.48
1870,820.83
1880,821.18
1890,821.51
1900,821.84
1910,822.16
1920,822.47
1930,822.78
1940,823.07
1950,823.36
1960,823.64
1970,823.92
1980,824.18
1990,824.45
2000,824.7
2010,824.95
2020,825.19
2030,825.42
2040,825.65
2050,825.88
2060,826.1
2070,826.31
2080,826.51
2090,826.72
2100,826.91
2110,827.1
2120,827.29
2130,827.47
2140,827.65
2150,827.82
2160,827.99
2170,828.16
2180,828.32
2190,828.47
2200,828.62
2210,828.77
2220,828.91
2230,829.05
2240,829.19
2250,829.32
2260,829.45
2270,829.58
2280,829.7
2290,829.82
2300,829.94
2310,830.05
2320,830.16
2330,830.27
2340,830.38
2350,830.48
2360,830.58
2370,830.68
2380,830.77
2390,830.86
2400,830.95
2410,831.04
2420,831.13
2430,831.21
2440,831.29
2450,831.37
2460,831.45
2470,831.52
2480,831.59
2490,831.66
2500,831.73
2510,831.8
2520,831.87
2530,831.93
2540,831.99
2550,832.05
2560,832.11
2570,832.17
2580,832.22
2590,832.28
2600,832.33
2610,832.38
2620,832.43
2630,832.48
2640,832.53
2650,832.58
2660,832.62
2670,832.66
2680,832.71
2690,832.75
2700,832.79
2710,832.83
2720,832.87
2730,832.9
2740,832.94
2750,832.98
2760,833.01
2770,833.04
2780,833.08
2790,833.11
2800,833.14
2810,833.17
2820,833.2
2830,833.23
2840,833.26
2850,833.28
2860,833.31
2870,833.34
2880,833.36
2890,833.39
2900,833.41
2910,833.43
2920,833.45
2930,833.48
2940,833.5
2950,833.52
2960,833.54
2970,833.56
2980,833.58
2990,833.6
3000,833.61
3010,833.63
3020,833.65
3030,833.67
3040,833.68
3050,833.7
3060,833.71
3070,833.73
3080,833.74
3090,833.76
3100,833.77
3110,833.78
3120,833.8
3130,833.81
3140,833.82
3150,833.84
3160,833.85
3170,833.86
3180,833.87
3190,833.88
3200,833.89
3210,833.9
3220,833.91
3230,833.92
3240,833.93
3250,833.94
3260,833.95
3270,833.96
3280,833.97
3290,833.97
3300,833.98
3310,833.99
3320,834
3330,834.01
3340,834.01
3350,834.02
3360,834.03
3370,834.03
3380,834.04
3390,834.05
3400,834.05
3410,834.06
3420,834.06
3430,834.07
3440,834.08
3450,834.08
3460,834.09
3470,834.09
3480,834.1
3490,834.1
3500,834.11
3510,834.11
3520,834.12
3530,834.12
3540,834.12
3550,834.13
3560,834.13
3570,834.14
3580,834.14
3590,834.14
3600,834.15
3610,834.15
3620,834.15
3630,834.16
3640,834.16
3650,834.16
3660,834.17
3670,834.17
3680,834.17
3690,834.18
3700,834.18
3710,834.18
3720,834.18
3730,834.19
3740,834.19
3750,834.19
3760,834.19
3770,834.2
3780,834.2
3790,834.2
3800,834.2
3810,834.2
3820,834.21
3830,834.21
3840,834.21
3850,834.21
3860,834.21
3870,834.22
3880,834.22
3890,834.22
3900,834.22
3910,834.22
3920,834.22
3930,834.22
3940,834.23
3950,834.23
3960,834.23
3970,834.23
3980,834.23
3990,834.23
4000,834.23
4010,834.24
4020,834.24
4030,834.24
4040,834.24
4050,834.24
4060,834.24
4070,834.24
4080,834.24
4090,834.24
4100,834.24
4110,834.25
4120,834.25
4130,834.25
4140,834.25
4150,834.25
4160,834.25
4170,834.25
4180,834.25
4190,834.25
4200,834.25
4210,834.25
4220,834.25
4230,834.25
4240,834.25
4250,834.26
4260,834.26
4270,834.26
4280,834.26
4290,834.26
4300,834.26
4310,834.26
4320,834.26
4330,834.26
4340,834.26
4350,834.26
4360,834.26
4370,834.26
4380,834.26
4390,834.26
4400,834.26
4410,834.26
4420,834.26
4430,834.26
4440,834.26
4450,834.26
4460,834.26
4470,834.27
4480,834.27
4490,834.27
4500,834.27
4510,834.27
4520,834.27
4530,834.27
4540,834.27
4550,834.27
4560,834.27
4570,834.27
4580,834.27
4590,834.27
4600,834.27
4610,834.27
4620,834.27
4630,834.27
4640,834.27
4650,834.27
4660,834.27
4670,834.27
4680,834.27
4690,834.27
4700,834.27
4710,834.27
4720,834.27
4730,834.27
4740,834.27
4750,834.27
4760,834.27
4770,834.27
4780,834.27
4790,834.27
4800,834.27
4810,834.27
4820,834.27
4830,834.27
4840,834.27
4850,834.27
4860,834.27
4870,834.27
4880,834.27
4890,834.27
4900,834.27
4910,834.27
4920,834.27
4930,834.27
4940,834.27
4950,834.27
4960,834.27
4970,834.27
4980,834.27
4990,834.27
5000,834.27
