%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,410.15,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,661.86,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,373.3,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,314.38,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,329.63,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,453.82,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,97.65,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,504.14,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,745.97,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,459.92,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,371.94,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,410.53,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,597.7,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,112.76,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,593.06,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,804.74,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,563.51,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,472.25,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,486.28,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,692.04,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,108.86,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,670.73,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,854.23,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,665.14,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,513.2,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,576.32,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,762.06,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.56,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,729.4,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,896.34,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,733.97,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,541.88,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,646.62,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,816.76,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,99.718,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,769.23,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,928.6,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,779.4,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,562.7,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,690.83,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,856.17,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,100.02,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,794.81,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,950.8,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,808.12,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,576.35,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,718.05,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,882.31,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,101.09,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,810.67,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,965.04,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,825.77,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,584.92,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,734.57,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,898.86,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,820.29,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,973.82,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,836.42,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,590.16,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,744.47,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,908.96,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.62,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,826.02,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,979.11,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,842.77,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,593.3,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,750.35,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,915.01,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.01,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
