%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,410.51,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,662.24,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,373.82,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,313.67,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,329.69,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,455.71,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,97.781,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,503.67,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,744.78,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,460.85,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,370.76,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,409.38,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,596.87,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,112.56,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,590.64,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,801.17,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,561.07,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,468.55,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,485.37,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,689.25,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,108.87,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,664.91,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,848.16,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,658.51,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,512.46,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,569.14,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,756.46,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.16,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,719.37,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,887.09,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,722.85,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,537.54,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,634.58,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,807.21,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,100.78,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,755.17,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,915.85,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,763.84,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,555.54,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,674.19,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,842.66,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,101.16,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,777.43,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,934.95,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,789,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,566.98,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,697.83,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,865.43,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.12,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,790.81,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,946.81,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,804.02,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,573.94,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,711.75,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,879.32,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.91,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,798.69,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,953.9,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,812.83,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,578.07,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,719.86,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,887.54,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.43,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,803.26,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,958.05,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,817.93,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,580.47,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,724.57,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,892.33,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.74,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
