%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
336,10,0.0015,0.0015,0.01,-0.00016529,-0.00016529,4998.2,5576.2,0.003,0.003,0.02,0.035049,0.035049,55613,55613,0.0015,0.0015,0.01,8.4949e-07,8.4949e-07,24.702,341.2,0,0,0,-0.036948,-0.036948,-3075.7,1.3388,0.0005,0.0005,0.005,-0.0017534,-0.0017534,-70.586,56.664,0.0025,0.0025,0.015,0.0015521,0.0015521,1324.8,2901.6,0.0011197,0.0011197,0.0060643,0.0074302,0.0074302,13325,13093,1
336,20,0.0015,0.0015,0.01,-0.00032725,-0.00032725,5048.6,5628.1,0.003,0.003,0.02,0.066171,0.066171,53037,53037,0.0015,0.0015,0.01,2.1655e-06,2.1655e-06,31.549,355.83,0,0,0,-0.072058,-0.072058,-3037.6,0.61608,0.0005,0.0005,0.005,-0.0030655,-0.0030655,-76.202,71.129,0.0025,0.0025,0.015,0.0027158,0.0027158,1565.2,3037.6,0.0011197,0.0011197,0.0060643,0.014286,0.014286,12954,12712,1
336,30,0.0015,0.0015,0.01,-6.4066e-05,-6.4066e-05,5126.6,5707.4,0.003,0.003,0.02,0.036856,0.036856,49154,49154,0.0015,0.0015,0.01,5.1517e-07,5.1517e-07,41.367,424.35,0,0,0,-0.053939,-0.053939,-2997.9,0.73412,0.0005,0.0005,0.005,-0.0016526,-0.0016526,-81.956,81.956,0.0025,0.0025,0.015,0.0017427,0.0017427,1928.9,2997.9,0.0011197,0.0011197,0.0060643,0.0093557,0.0093557,12441,12185,1
336,40,0.0015,0.0015,0.01,-0.00038018,-0.00038018,5218.5,5800.9,0.003,0.003,0.02,0.11482,0.11482,44952,44952,0.0015,0.0015,0.01,-7.6768e-07,-7.6768e-07,53.89,537.58,0,0,0,-0.089138,-0.089138,-2956.7,2.6488,0.0005,0.0005,0.005,-0.0043262,-0.0043262,-87.852,87.851,0.0025,0.0025,0.015,0.0042873,0.0042873,2394,2956.7,0.0011197,0.0011197,0.0060643,0.01968,0.01968,11931,11658,1
336,50,0.0015,0.0015,0.01,0.00011714,0.00011714,5312.7,5896.4,0.003,0.003,0.02,0.076655,0.076655,41168,41168,0.0015,0.0015,0.01,-1.4129e-06,-1.4129e-06,69.272,673.53,0,0,0,-0.11071,-0.11071,-2914.3,5.2241,0.0005,0.0005,0.005,-0.0033963,-0.0033963,-93.865,93.865,0.0025,0.0025,0.015,0.0032943,0.0032943,2941.9,2941.9,0.0011197,0.0011197,0.0060643,0.017047,0.017047,11496,11207,1
336,60,0.0015,0.0015,0.01,0.00012813,0.00012813,5402.3,5987.4,0.003,0.003,0.02,0.064619,0.064619,38013,38013,0.0015,0.0015,0.01,-5.6438e-07,-5.6438e-07,87.565,832.58,0,0,0,-0.085444,-0.085444,-2870.9,8.4664,0.0005,0.0005,0.005,-0.0031809,-0.0031809,-99.99,99.99,0.0025,0.0025,0.015,0.0031093,0.0031093,3564.6,3564.6,0.0011197,0.0011197,0.0060643,0.015876,0.015876,11133,10829,1
336,70,0.0015,0.0015,0.01,9.2863e-05,9.2863e-05,5484,6070.5,0.003,0.003,0.02,0.05199,0.05199,35425,35425,0.0015,0.0015,0.01,9.2106e-07,9.2106e-07,109.09,858.73,0,0,0,-0.086012,-0.086012,-2826.6,12.468,0.0005,0.0005,0.005,-0.0030475,-0.0030475,-106.21,109.09,0.0025,0.0025,0.015,0.0026514,0.0026514,4256.6,4256.6,0.0011197,0.0011197,0.0060643,0.01432,0.01432,10823,10504,1
336,80,0.0015,0.0015,0.01,5.8143e-05,5.8143e-05,5556.5,6144.3,0.003,0.003,0.02,0.044293,0.044293,33282,33282,0.0015,0.0015,0.01,9.4568e-06,9.4568e-06,134.2,878.43,0,0,0,-0.072074,-0.072074,-2781.8,13.729,0.0005,0.0005,0.005,-0.0029806,-0.0029806,-112.49,134.2,0.0025,0.0025,0.015,0.0025101,0.0025101,5010.6,5010.6,0.0011197,0.0011197,0.0060643,0.01265,0.01265,10546,10214,1
336,90,0.0015,0.0015,0.01,0.00014027,0.00014027,5620,6209,0.003,0.003,0.02,0.1405,0.1405,31479,31479,0.0015,0.0015,0.01,5.7726e-06,5.7726e-06,163.2,898.12,0,0,0,-0.16401,-0.16401,-2736.6,12.625,0.0005,0.0005,0.005,-0.0053471,-0.0053471,-118.83,163.2,0.0025,0.0025,0.015,0.0063283,0.0063283,5816.2,5816.2,0.0011197,0.0011197,0.0060643,0.032389,0.032389,10295,9949.6,1
336,100,0.0015,0.0015,0.01,0.00013961,0.00013961,5675.5,6265.7,0.003,0.003,0.02,0.1237,0.1237,29937,29937,0.0015,0.0015,0.01,-1.8399e-05,-1.8399e-05,196.68,917.67,0,0,0,-0.14212,-0.14212,-2691.2,10.997,0.0005,0.0005,0.005,-0.0054971,-0.0054971,-125.18,196.68,0.0025,0.0025,0.015,0.0059035,0.0059035,6658.5,6658.5,0.0011197,0.0011197,0.0060643,0.029511,0.029511,10062,9704.6,1
336,110,0.0015,0.0015,0.01,0.00011083,0.00011083,5724.2,6315.4,0.003,0.003,0.02,0.10379,0.10379,28600,28600,0.0015,0.0015,0.01,-1.0352e-05,-1.0352e-05,235.01,1001.9,0,0,0,-0.11659,-0.11659,-2646,8.8102,0.0005,0.0005,0.005,-0.0057831,-0.0057831,-131.51,235,0.0025,0.0025,0.015,0.0060589,0.0060589,7519.1,7519.1,0.0011197,0.0011197,0.0060643,0.026503,0.026503,9845.4,9475.9,1
336,120,0.0015,0.0015,0.01,8.0106e-05,8.0106e-05,5767.3,6359.3,0.003,0.003,0.02,0.088989,0.088989,27427,27427,0.0015,0.0015,0.01,-8.4359e-07,-8.4359e-07,278.64,1173.6,0,0,0,-0.093758,-0.093758,-2601,5.9903,0.0005,0.0005,0.005,-0.0055223,-0.0055223,-137.81,274.37,0.0025,0.0025,0.015,0.0061328,0.0061328,8377.1,8377.1,0.0011197,0.0011197,0.0060643,0.024038,0.024038,9642.3,9261.4,1
336,130,0.0015,0.0015,0.01,-0.00011942,-0.00011942,5805.6,6398.3,0.003,0.003,0.02,0.11016,0.11016,26387,26387,0.0015,0.0015,0.01,-2.9973e-06,-2.9973e-06,328.02,1365.1,0,0,0,-0.11895,-0.11895,-2556.5,2.5038,0.0005,0.0005,0.005,-0.010137,-0.010137,-144.06,285.91,0.0025,0.0025,0.015,0.0087839,0.0087839,9210.6,9210.6,0.0011197,0.0011197,0.0060643,0.030285,0.030285,9451.4,9059.4,1
336,140,0.0015,0.0015,0.01,-0.00010184,-0.00010184,5839.9,6433.4,0.003,0.003,0.02,0.1105,0.1105,25456,25456,0.0015,0.0015,0.01,-3.5099e-05,-3.5099e-05,383.78,1576.8,0,0,0,-0.11353,-0.11353,-2512.6,1.8112,0.0005,0.0005,0.005,-0.010786,-0.010786,-150.19,297.43,0.0025,0.0025,0.015,0.010097,0.010097,10000,10000,0.0011197,0.0011197,0.0060643,0.029526,0.029526,9271.4,8868.7,1
336,150,0.0015,0.0015,0.01,-8.2046e-05,-8.2046e-05,5870.9,6465.1,0.003,0.003,0.02,0.10687,0.10687,24618,24618,0.0015,0.0015,0.01,1.1939e-05,1.1939e-05,446.38,1660.7,0,0,0,-0.10585,-0.10585,-2469.4,7.0266,0.0005,0.0005,0.005,-0.010688,-0.010688,-156.17,308.88,0.0025,0.0025,0.015,0.0099189,0.0099189,10730,10730,0.0011197,0.0011197,0.0060643,0.028368,0.028368,9101.2,8687.8,1
336,160,0.0015,0.0015,0.01,-6.3419e-05,-6.3419e-05,5899,6493.9,0.003,0.003,0.02,0.099872,0.099872,23857,23857,0.0015,0.0015,0.01,2.2596e-05,2.2596e-05,516.35,1659.4,0,0,0,-0.095578,-0.095578,-2427,13.231,0.0005,0.0005,0.005,-0.010706,-0.010706,-161.98,320.23,0.0025,0.0025,0.015,0.01026,0.01026,11388,11388,0.0011197,0.0011197,0.0060643,0.027016,0.027016,8939.7,8516.1,1
336,170,0.0015,0.0015,0.01,-4.7066e-05,-4.7066e-05,5924.7,6520.1,0.003,0.003,0.02,0.091445,0.091445,23163,23163,0.0015,0.0015,0.01,3.4419e-05,3.4419e-05,594.26,1657.5,0,0,0,-0.087253,-0.087253,-2385.5,20.528,0.0005,0.0005,0.005,-0.00925,-0.00925,-167.58,331.45,0.0025,0.0025,0.015,0.010905,0.010905,11967,11967,0.0011197,0.0011197,0.0060643,0.025575,0.025575,8786.3,8352.7,1
336,180,0.0015,0.0015,0.01,-3.3138e-05,-3.3138e-05,5948.2,6543.9,0.003,0.003,0.02,0.082637,0.082637,22526,22526,0.0015,0.0015,0.01,-3.4408e-06,-3.4408e-06,680.64,1655,0,0,0,-0.080973,-0.080973,-2345,29.032,0.0005,0.0005,0.005,-0.0096445,-0.0096445,-172.92,342.5,0.0025,0.0025,0.015,0.0094462,0.0094462,12464,12464,0.0011197,0.0011197,0.0060643,0.024118,0.024118,8640.1,8196.8,1
336,190,0.0015,0.0015,0.01,-2.1554e-05,-2.1554e-05,5969.8,6565.7,0.003,0.003,0.02,0.074027,0.074027,21938,21938,0.0015,0.0015,0.01,1.1992e-06,1.1992e-06,776.03,1651.8,0,0,0,-0.075083,-0.075083,-2305.5,38.86,0.0005,0.0005,0.005,-0.010008,-0.010008,-177.97,377.65,0.0025,0.0025,0.015,0.0089519,0.0089519,12879,12879,0.0011197,0.0011197,0.0060643,0.022693,0.022693,8500.5,8047.8,1
336,200,0.0015,0.0015,0.01,-1.208e-05,-1.208e-05,5989.9,6585.7,0.003,0.003,0.02,0.065995,0.065995,21395,21395,0.0015,0.0015,0.01,1.9342e-06,1.9342e-06,880.96,1732.5,0,0,0,-0.06955,-0.06955,-2267.1,50.14,0.0005,0.0005,0.005,-0.0096648,-0.0096648,-182.67,431.74,0.0025,0.0025,0.015,0.0086927,0.0086927,13218,13218,0.0011197,0.0011197,0.0060643,0.021334,0.021334,8367,7905.1,1
336,210,0.0015,0.0015,0.01,-4.4375e-06,-4.4375e-06,6008.4,6604,0.003,0.003,0.02,0.061872,0.061872,20890,20890,0.0015,0.0015,0.01,9.3743e-07,9.3743e-07,995.9,1942.8,0,0,0,-0.06616,-0.06616,-2229.8,56.336,0.0005,0.0005,0.005,-0.0085572,-0.0085572,-186.98,491.55,0.0025,0.0025,0.015,0.0089133,0.0089133,13485,13485,0.0011197,0.0011197,0.0060643,0.020058,0.020058,8239,7768.4,1
