%"N","Time","avg(X)","avg(Y)","avg(Z)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(X)","max(Y)","max(Z)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(X)","med(Y)","med(Z)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(X)","min(Y)","min(Z)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(X)","q1(Y)","q1(Z)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(X)","q3(Y)","q3(Z)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(X)","std(Y)","std(Z)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
176,500,0.0015,0.0015,0.01,4.6957,1.7848,1463.3,2097.7,0.003,0.003,0.02,354.9,922.46,6205,6341.5,0.0015,0.0015,0.01,-0.070477,-0.03027,530.92,1290.2,0,0,0,-278.81,-1300.5,-1521.1,68.223,0.0005,0.0005,0.004,-16.466,-14.628,-657.96,533.35,0.0025,0.0025,0.016,17.33,16.893,3870.8,3872.1,0.0011212,0.0011212,0.0063426,64.065,200.72,2489.7,1992.8,1
176,1000,0.0015,0.0015,0.01,10.275,4.0455,2327,2664.2,0.003,0.003,0.02,509.53,1385.8,6205,6505.5,0.0015,0.0015,0.01,-0.31916,1.3759,2088.3,2088.6,0,0,0,-433.91,-1940.8,-946.88,238.68,0.0005,0.0005,0.004,-41.183,-35.925,-277.98,617.8,0.0025,0.0025,0.016,47.651,43.992,4905.4,4912.6,0.0011212,0.0011212,0.0063426,111.32,325.57,2485.4,2145.4,1
176,1500,0.0015,0.0015,0.01,17.362,6.6866,3132.7,3156.4,0.003,0.003,0.02,651.24,1812.3,6205,6708.6,0.0015,0.0015,0.01,0.17746,2.4751,3118.2,3119.8,0,0,0,-579.29,-2532,107.7,117.08,0.0005,0.0005,0.004,-86.224,-87.37,1052.7,1055.5,0.0025,0.0025,0.016,87.821,84.042,5095.9,5130,0.0011212,0.0011212,0.0063426,168.82,447.86,2022.8,2042.3,1
176,2000,0.0015,0.0015,0.01,24.696,9.6727,3941.8,3976.3,0.003,0.003,0.02,866.72,2240.7,6205,6958.4,0.0015,0.0015,0.01,0.71879,2.1129,3753.1,3761.8,0,0,0,-725.51,-3126,1886.3,1887,0.0005,0.0005,0.004,-125.18,-155.4,2612.7,2616.3,0.0025,0.0025,0.016,136.03,146.42,5238.2,5275.2,0.0011212,0.0011212,0.0063426,234.95,575.34,1385.5,1425.5,1
176,2500,0.0015,0.0015,0.01,30.904,12.255,4643.7,4691.9,0.003,0.003,0.02,1072.7,2612.7,6205,7208.8,0.0015,0.0015,0.01,0.93408,1.6207,4332,4350.2,0,0,0,-852.22,-3641.8,3473.8,3474.2,0.0005,0.0005,0.004,-162.96,-213.74,3847.7,3850,0.0025,0.0025,0.016,172.8,182.33,5469.7,5530,0.0011212,0.0011212,0.0063426,293.36,687.01,873.54,932.49,1
176,3000,0.0015,0.0015,0.01,35.255,14.053,5142.2,5201.2,0.003,0.003,0.02,1218.5,2877.4,6205,7404,0.0015,0.0015,0.01,1.115,1.2816,4853.4,4892.7,0,0,0,-942.28,-4008.9,4448.9,4458.2,0.0005,0.0005,0.004,-187.37,-253.49,4680.5,4693.8,0.0025,0.0025,0.016,197.96,212.03,5642.2,5731.7,0.0011212,0.0011212,0.0063426,334.6,766.53,553.22,627.44,1
176,3500,0.0015,0.0015,0.01,37.932,15.156,5450.7,5516.7,0.003,0.003,0.02,1308.4,3041.3,6348.1,7531.5,0.0015,0.0015,0.01,1.2348,1.0761,5290.5,5306.5,0,0,0,-997.96,-4236.2,4820.7,4953.7,0.0005,0.0005,0.004,-204.61,-276.75,5171.3,5188.4,0.0025,0.0025,0.016,211.94,230.35,5750.7,5872.5,0.0011212,0.0011212,0.0063426,360.02,815.75,387.84,468.5,1
176,4000,0.0015,0.0015,0.01,39.46,15.784,5627.2,5697.3,0.003,0.003,0.02,1359.8,3135.2,6477.4,7606.6,0.0015,0.0015,0.01,1.3052,0.96055,5576.6,5603.9,0,0,0,-1029.8,-4366.3,4809.6,5111.8,0.0005,0.0005,0.004,-214.4,-289.56,5394.1,5433.9,0.0025,0.0025,0.016,218.88,240.76,5814.6,5940.2,0.0011212,0.0011212,0.0063426,374.55,843.94,319.2,397.2,1
176,4500,0.0015,0.0015,0.01,40.298,16.128,5724.1,5796.5,0.003,0.003,0.02,1388,3186.6,6548.8,7648.5,0.0015,0.0015,0.01,1.3443,0.89674,5714.5,5754.8,0,0,0,-1047.3,-4437.7,4803.7,5198.5,0.0005,0.0005,0.004,-219.77,-296.59,5509.5,5534.5,0.0025,0.0025,0.016,223.23,246.47,5885.6,5982.5,0.0011212,0.0011212,0.0063426,382.52,859.42,295.72,367.77,1
176,5000,0.0015,0.0015,0.01,40.748,16.314,5776.1,5849.8,0.003,0.003,0.02,1403.2,3214.2,6587.3,7671.2,0.0015,0.0015,0.01,1.3632,0.86206,5771.4,5820.2,0,0,0,-1056.7,-4476.1,4800.6,5245.1,0.0005,0.0005,0.004,-222.67,-300.37,5563.8,5593.6,0.0025,0.0025,0.016,226.05,249.53,5953.2,6001.6,0.0011212,0.0011212,0.0063426,386.8,867.73,288.48,355.6,1
