%"N","Time","avg(Temp)","avg(X)","avg(Y)","avg(Z)","avg(radius)","avg(v (0))","avg(v (1))","avg(v (2))","avg(v (Magnitude))","max(Temp)","max(X)","max(Y)","max(Z)","max(radius)","max(v (0))","max(v (1))","max(v (2))","max(v (Magnitude))","med(Temp)","med(X)","med(Y)","med(Z)","med(radius)","med(v (0))","med(v (1))","med(v (2))","med(v (Magnitude))","min(Temp)","min(X)","min(Y)","min(Z)","min(radius)","min(v (0))","min(v (1))","min(v (2))","min(v (Magnitude))","q1(Temp)","q1(X)","q1(Y)","q1(Z)","q1(radius)","q1(v (0))","q1(v (1))","q1(v (2))","q1(v (Magnitude))","q3(Temp)","q3(X)","q3(Y)","q3(Z)","q3(radius)","q3(v (0))","q3(v (1))","q3(v (2))","q3(v (Magnitude))","std(Temp)","std(X)","std(Y)","std(Z)","std(radius)","std(v (0))","std(v (1))","std(v (2))","std(v (Magnitude))","vtkValidPointMask"
1000,500,427.42,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,681.28,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,389.2,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,320.88,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,342.79,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,467.94,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,103.2,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1000,535.48,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,767.73,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,478.34,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,405.56,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,440.3,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,634.54,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,112.54,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,1500,632.67,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,828.47,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,617.02,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,496.05,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,529.5,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,727.83,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,105.81,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2000,707.41,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,878.49,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,707.81,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,532.07,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,620.72,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,795.58,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,100.6,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,2500,755.65,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,915.86,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,763.26,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,556.95,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,675.35,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,842.23,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,100.11,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3000,784.04,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,939.89,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,795.12,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,572.06,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,705.76,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,871.04,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,101.06,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,3500,799.94,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,953.89,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,812.83,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,580.63,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,722.38,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,887.47,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,101.89,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4000,808.57,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,961.64,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,822.44,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,585.33,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,731.32,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,896.46,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.41,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,4500,813.18,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,965.81,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,827.57,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,587.85,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,736.07,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,901.28,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.71,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
1000,5000,815.62,0.0014969,0.0015068,0.010275,0.0001875,0,0,0,0,968.03,0.0028946,0.002887,0.019844,0.0003,0,0,0,0,830.28,0.0015154,0.0014976,0.010553,0.0001875,0,0,0,0,589.18,0.00010133,0.0001214,0.00017912,7.5e-05,0,0,0,0,738.58,0.00080678,0.0008297,0.0054148,0.00015,0,0,0,0,903.84,0.0021773,0.0022131,0.015226,0.000225,0,0,0,0,102.87,0.00080095,0.00079903,0.0057097,5.5447e-05,0,0,0,0,1
