0 	-317.956 	398.475 	6205
0.00020202 	-813.794 	287.815 	6072.06
0.00040404 	-1309.63 	177.156 	5939.12
0.000606061 	-1805.47 	66.497 	5806.18
0.000808081 	-2301.31 	-44.1622 	5673.25
0.0010101 	-2746.66 	-147.327 	5548.11
0.00121212 	-2232.82 	-108.091 	5571.27
0.00141414 	-1718.97 	-68.8562 	5594.44
0.00161616 	-1205.13 	-29.6211 	5617.6
0.00181818 	-691.285 	9.61411 	5640.76
0.0020202 	-217.914 	42.7337 	5675.39
0.00222222 	-108.801 	20.8134 	5813.22
0.00242424 	0.313058 	-1.10692 	5951.04
0.00262626 	109.427 	-23.0273 	6088.86
0.00282828 	218.54 	-44.9476 	6226.69
0.0030303 	292.94 	-66.0453 	6333.02
0.00323232 	170.629 	-82.4814 	6260.89
0.00343434 	48.3176 	-98.9175 	6188.76
0.00363636 	-73.9938 	-115.354 	6116.63
0.00383838 	-196.305 	-131.79 	6044.5
0.0040404 	-283.535 	-76.1502 	6000.3
0.00424242 	-230.44 	267.792 	6067.81
0.00444444 	-177.345 	611.733 	6135.32
0.00464646 	-124.25 	955.675 	6202.83
0.00484848 	-71.1554 	1299.62 	6270.34
0.00505051 	-43.578 	1478.85 	6314.98
0.00525253 	-92.5535 	1163.95 	6291.01
0.00545455 	-141.529 	849.049 	6267.04
0.00565657 	-190.504 	534.149 	6243.07
0.00585859 	-239.48 	219.249 	6219.09
0.00606061 	-316.781 	-24.6025 	6187.22
0.00626263 	-460.176 	-102.676 	6136.93
0.00646465 	-603.571 	-180.749 	6086.64
0.00666667 	-746.966 	-258.822 	6036.35
0.00686869 	-890.361 	-336.895 	5986.06
0.00707071 	-919.572 	-360.618 	5928.34
0.00727273 	-736.728 	-283.405 	5856.84
0.00747475 	-553.884 	-206.193 	5785.34
0.00767677 	-371.039 	-128.98 	5713.85
0.00787879 	-188.195 	-51.7674 	5642.35
0.00808081 	-83.6296 	-17.2929 	5540.33
0.00828283 	-96.4815 	-46.9256 	5392.53
0.00848485 	-109.333 	-76.5583 	5244.73
0.00868687 	-122.185 	-106.191 	5096.93
0.00888889 	-135.037 	-135.824 	4949.13
0.00909091 	-137.439 	-134.59 	4910.92
0.00929293 	-127.068 	-95.6307 	5006.65
0.00949495 	-116.697 	-56.6714 	5102.38
0.00969697 	-106.327 	-17.7121 	5198.11
0.00989899 	-95.956 	21.2473 	5293.84
0.010101 	-169.732 	59.463 	5362.02
0.010303 	-327.655 	96.9351 	5402.65
0.0105051 	-485.578 	134.407 	5443.29
0.0107071 	-643.501 	171.879 	5483.92
0.0109091 	-801.424 	209.351 	5524.55
0.0111111 	-793.936 	212.322 	5553.72
0.0113131 	-651.111 	187.065 	5573.5
0.0115152 	-508.286 	161.807 	5593.28
0.0117172 	-365.462 	136.55 	5613.06
0.0119192 	-222.637 	111.292 	5632.84
0.0121212 	-189.396 	177.258 	5657.26
0.0123232 	-229.212 	304.038 	5684.78
0.0125253 	-269.027 	430.819 	5712.31
0.0127273 	-308.842 	557.599 	5739.83
0.0129293 	-348.657 	684.38 	5767.35
0.0131313 	-334.159 	638.795 	5753.9
0.0133333 	-290.416 	500.398 	5718.39
0.0135354 	-246.672 	362.002 	5682.88
0.0137374 	-202.928 	223.605 	5647.37
0.0139394 	-159.184 	85.2079 	5611.87
0.0141414 	-183.361 	39.405 	5550.18
0.0143434 	-236.647 	33.2852 	5477.29
0.0145455 	-289.933 	27.1654 	5404.39
0.0147475 	-343.218 	21.0456 	5331.49
0.0149495 	-396.504 	14.9258 	5258.59
0.0151515 	-353.177 	4.23702 	5315.24
0.0153535 	-277.646 	-7.97473 	5415.08
0.0155556 	-202.115 	-20.1865 	5514.93
0.0157576 	-126.584 	-32.3982 	5614.77
0.0159596 	-51.0533 	-44.61 	5714.61
0.0161616 	0.338203 	-95.4739 	5738.43
0.0163636 	45.6949 	-156.001 	5743.26
0.0165657 	91.0516 	-216.528 	5748.08
0.0167677 	136.408 	-277.055 	5752.91
0.0169697 	181.765 	-337.582 	5757.73
0.0171717 	160.544 	-294.457 	5794.26
0.0173737 	127.573 	-233.041 	5836.37
0.0175758 	94.6031 	-171.625 	5878.49
0.0177778 	61.6328 	-110.209 	5920.61
0.0179798 	28.6625 	-48.7935 	5962.73
0.0181818 	-12.4475 	-72.2946 	5955.59
0.0183838 	-54.4619 	-105.231 	5942.97
0.0185859 	-96.4763 	-138.167 	5930.36
0.0187879 	-138.491 	-171.104 	5917.74
0.0189899 	-180.505 	-204.04 	5905.13
0.0191919 	-147.049 	-166.012 	5931.58
0.0193939 	-109.62 	-124.249 	5960.08
0.019596 	-72.191 	-82.4853 	5988.58
0.019798 	-34.7623 	-40.722 	6017.09
0.02 	2.66649 	1.04127 	6045.59
