LIGGGHTS data file 

36000 atoms

1 atom types

0.0   0.006 xlo xhi
0.0   0.006 ylo yhi
0.006 1.006 zlo zhi


Atoms

1 1 0.001 2500 0.0005 0.0005 0.0065
2 1 0.001 2500 0.0015 0.0005 0.0065
3 1 0.001 2500 0.0025 0.0005 0.0065
4 1 0.001 2500 0.0035 0.0005 0.0065
5 1 0.001 2500 0.0045 0.0005 0.0065
6 1 0.001 2500 0.0055 0.0005 0.0065
7 1 0.001 2500 0.0005 0.0015 0.0065
8 1 0.001 2500 0.0015 0.0015 0.0065
9 1 0.001 2500 0.0025 0.0015 0.0065
10 1 0.001 2500 0.0035 0.0015 0.0065
11 1 0.001 2500 0.0045 0.0015 0.0065
12 1 0.001 2500 0.0055 0.0015 0.0065
13 1 0.001 2500 0.0005 0.0025 0.0065
14 1 0.001 2500 0.0015 0.0025 0.0065
15 1 0.001 2500 0.0025 0.0025 0.0065
16 1 0.001 2500 0.0035 0.0025 0.0065
17 1 0.001 2500 0.0045 0.0025 0.0065
18 1 0.001 2500 0.0055 0.0025 0.0065
19 1 0.001 2500 0.0005 0.0035 0.0065
20 1 0.001 2500 0.0015 0.0035 0.0065
21 1 0.001 2500 0.0025 0.0035 0.0065
22 1 0.001 2500 0.0035 0.0035 0.0065
23 1 0.001 2500 0.0045 0.0035 0.0065
24 1 0.001 2500 0.0055 0.0035 0.0065
25 1 0.001 2500 0.0005 0.0045 0.0065
26 1 0.001 2500 0.0015 0.0045 0.0065
27 1 0.001 2500 0.0025 0.0045 0.0065
28 1 0.001 2500 0.0035 0.0045 0.0065
29 1 0.001 2500 0.0045 0.0045 0.0065
30 1 0.001 2500 0.0055 0.0045 0.0065
31 1 0.001 2500 0.0005 0.0055 0.0065
32 1 0.001 2500 0.0015 0.0055 0.0065
33 1 0.001 2500 0.0025 0.0055 0.0065
34 1 0.001 2500 0.0035 0.0055 0.0065
35 1 0.001 2500 0.0045 0.0055 0.0065
36 1 0.001 2500 0.0055 0.0055 0.0065
37 1 0.001 2500 0.0005 0.0005 0.0075
38 1 0.001 2500 0.0015 0.0005 0.0075
39 1 0.001 2500 0.0025 0.0005 0.0075
40 1 0.001 2500 0.0035 0.0005 0.0075
41 1 0.001 2500 0.0045 0.0005 0.0075
42 1 0.001 2500 0.0055 0.0005 0.0075
43 1 0.001 2500 0.0005 0.0015 0.0075
44 1 0.001 2500 0.0015 0.0015 0.0075
45 1 0.001 2500 0.0025 0.0015 0.0075
46 1 0.001 2500 0.0035 0.0015 0.0075
47 1 0.001 2500 0.0045 0.0015 0.0075
48 1 0.001 2500 0.0055 0.0015 0.0075
49 1 0.001 2500 0.0005 0.0025 0.0075
50 1 0.001 2500 0.0015 0.0025 0.0075
51 1 0.001 2500 0.0025 0.0025 0.0075
52 1 0.001 2500 0.0035 0.0025 0.0075
53 1 0.001 2500 0.0045 0.0025 0.0075
54 1 0.001 2500 0.0055 0.0025 0.0075
55 1 0.001 2500 0.0005 0.0035 0.0075
56 1 0.001 2500 0.0015 0.0035 0.0075
57 1 0.001 2500 0.0025 0.0035 0.0075
58 1 0.001 2500 0.0035 0.0035 0.0075
59 1 0.001 2500 0.0045 0.0035 0.0075
60 1 0.001 2500 0.0055 0.0035 0.0075
61 1 0.001 2500 0.0005 0.0045 0.0075
62 1 0.001 2500 0.0015 0.0045 0.0075
63 1 0.001 2500 0.0025 0.0045 0.0075
64 1 0.001 2500 0.0035 0.0045 0.0075
65 1 0.001 2500 0.0045 0.0045 0.0075
66 1 0.001 2500 0.0055 0.0045 0.0075
67 1 0.001 2500 0.0005 0.0055 0.0075
68 1 0.001 2500 0.0015 0.0055 0.0075
69 1 0.001 2500 0.0025 0.0055 0.0075
70 1 0.001 2500 0.0035 0.0055 0.0075
71 1 0.001 2500 0.0045 0.0055 0.0075
72 1 0.001 2500 0.0055 0.0055 0.0075
73 1 0.001 2500 0.0005 0.0005 0.0085
74 1 0.001 2500 0.0015 0.0005 0.0085
75 1 0.001 2500 0.0025 0.0005 0.0085
76 1 0.001 2500 0.0035 0.0005 0.0085
77 1 0.001 2500 0.0045 0.0005 0.0085
78 1 0.001 2500 0.0055 0.0005 0.0085
79 1 0.001 2500 0.0005 0.0015 0.0085
80 1 0.001 2500 0.0015 0.0015 0.0085
81 1 0.001 2500 0.0025 0.0015 0.0085
82 1 0.001 2500 0.0035 0.0015 0.0085
83 1 0.001 2500 0.0045 0.0015 0.0085
84 1 0.001 2500 0.0055 0.0015 0.0085
85 1 0.001 2500 0.0005 0.0025 0.0085
86 1 0.001 2500 0.0015 0.0025 0.0085
87 1 0.001 2500 0.0025 0.0025 0.0085
88 1 0.001 2500 0.0035 0.0025 0.0085
89 1 0.001 2500 0.0045 0.0025 0.0085
90 1 0.001 2500 0.0055 0.0025 0.0085
91 1 0.001 2500 0.0005 0.0035 0.0085
92 1 0.001 2500 0.0015 0.0035 0.0085
93 1 0.001 2500 0.0025 0.0035 0.0085
94 1 0.001 2500 0.0035 0.0035 0.0085
95 1 0.001 2500 0.0045 0.0035 0.0085
96 1 0.001 2500 0.0055 0.0035 0.0085
97 1 0.001 2500 0.0005 0.0045 0.0085
98 1 0.001 2500 0.0015 0.0045 0.0085
99 1 0.001 2500 0.0025 0.0045 0.0085
100 1 0.001 2500 0.0035 0.0045 0.0085
101 1 0.001 2500 0.0045 0.0045 0.0085
102 1 0.001 2500 0.0055 0.0045 0.0085
103 1 0.001 2500 0.0005 0.0055 0.0085
104 1 0.001 2500 0.0015 0.0055 0.0085
105 1 0.001 2500 0.0025 0.0055 0.0085
106 1 0.001 2500 0.0035 0.0055 0.0085
107 1 0.001 2500 0.0045 0.0055 0.0085
108 1 0.001 2500 0.0055 0.0055 0.0085
109 1 0.001 2500 0.0005 0.0005 0.0095
110 1 0.001 2500 0.0015 0.0005 0.0095
111 1 0.001 2500 0.0025 0.0005 0.0095
112 1 0.001 2500 0.0035 0.0005 0.0095
113 1 0.001 2500 0.0045 0.0005 0.0095
114 1 0.001 2500 0.0055 0.0005 0.0095
115 1 0.001 2500 0.0005 0.0015 0.0095
116 1 0.001 2500 0.0015 0.0015 0.0095
117 1 0.001 2500 0.0025 0.0015 0.0095
118 1 0.001 2500 0.0035 0.0015 0.0095
119 1 0.001 2500 0.0045 0.0015 0.0095
120 1 0.001 2500 0.0055 0.0015 0.0095
121 1 0.001 2500 0.0005 0.0025 0.0095
122 1 0.001 2500 0.0015 0.0025 0.0095
123 1 0.001 2500 0.0025 0.0025 0.0095
124 1 0.001 2500 0.0035 0.0025 0.0095
125 1 0.001 2500 0.0045 0.0025 0.0095
126 1 0.001 2500 0.0055 0.0025 0.0095
127 1 0.001 2500 0.0005 0.0035 0.0095
128 1 0.001 2500 0.0015 0.0035 0.0095
129 1 0.001 2500 0.0025 0.0035 0.0095
130 1 0.001 2500 0.0035 0.0035 0.0095
131 1 0.001 2500 0.0045 0.0035 0.0095
132 1 0.001 2500 0.0055 0.0035 0.0095
